Gene,T0.0h_Rep1,T0.0h_Rep2,T0.0h_Rep3,T1.2h_Rep1,T1.2h_Rep2,T1.2h_Rep3,T2.4h_Rep1,T2.4h_Rep2,T2.4h_Rep3,T3.7h_Rep1,T3.7h_Rep2,T3.7h_Rep3,T4.9h_Rep1,T4.9h_Rep2,T4.9h_Rep3,T6.1h_Rep1,T6.1h_Rep2,T6.1h_Rep3,T7.3h_Rep1,T7.3h_Rep2,T7.3h_Rep3,T8.5h_Rep1,T8.5h_Rep2,T8.5h_Rep3,T9.8h_Rep1,T9.8h_Rep2,T9.8h_Rep3,T11.0h_Rep1,T11.0h_Rep2,T11.0h_Rep3,T12.2h_Rep1,T12.2h_Rep2,T12.2h_Rep3,T13.4h_Rep1,T13.4h_Rep2,T13.4h_Rep3,T14.6h_Rep1,T14.6h_Rep2,T14.6h_Rep3,T15.9h_Rep1,T15.9h_Rep2,T15.9h_Rep3,T17.1h_Rep1,T17.1h_Rep2,T17.1h_Rep3,T18.3h_Rep1,T18.3h_Rep2,T18.3h_Rep3,T19.5h_Rep1,T19.5h_Rep2,T19.5h_Rep3,T20.7h_Rep1,T20.7h_Rep2,T20.7h_Rep3,T22.0h_Rep1,T22.0h_Rep2,T22.0h_Rep3,T23.2h_Rep1,T23.2h_Rep2,T23.2h_Rep3,T24.4h_Rep1,T24.4h_Rep2,T24.4h_Rep3,T25.6h_Rep1,T25.6h_Rep2,T25.6h_Rep3,T26.8h_Rep1,T26.8h_Rep2,T26.8h_Rep3,T28.1h_Rep1,T28.1h_Rep2,T28.1h_Rep3,T29.3h_Rep1,T29.3h_Rep2,T29.3h_Rep3,T30.5h_Rep1,T30.5h_Rep2,T30.5h_Rep3,T31.7h_Rep1,T31.7h_Rep2,T31.7h_Rep3,T32.9h_Rep1,T32.9h_Rep2,T32.9h_Rep3,T34.2h_Rep1,T34.2h_Rep2,T34.2h_Rep3,T35.4h_Rep1,T35.4h_Rep2,T35.4h_Rep3,T36.6h_Rep1,T36.6h_Rep2,T36.6h_Rep3,T37.8h_Rep1,T37.8h_Rep2,T37.8h_Rep3,T39.1h_Rep1,T39.1h_Rep2,T39.1h_Rep3,T40.3h_Rep1,T40.3h_Rep2,T40.3h_Rep3,T41.5h_Rep1,T41.5h_Rep2,T41.5h_Rep3,T42.7h_Rep1,T42.7h_Rep2,T42.7h_Rep3,T43.9h_Rep1,T43.9h_Rep2,T43.9h_Rep3,T45.2h_Rep1,T45.2h_Rep2,T45.2h_Rep3,T46.4h_Rep1,T46.4h_Rep2,T46.4h_Rep3,T47.6h_Rep1,T47.6h_Rep2,T47.6h_Rep3,T48.8h_Rep1,T48.8h_Rep2,T48.8h_Rep3,T50.0h_Rep1,T50.0h_Rep2,T50.0h_Rep3,T51.3h_Rep1,T51.3h_Rep2,T51.3h_Rep3,T52.5h_Rep1,T52.5h_Rep2,T52.5h_Rep3,T53.7h_Rep1,T53.7h_Rep2,T53.7h_Rep3,T54.9h_Rep1,T54.9h_Rep2,T54.9h_Rep3,T56.1h_Rep1,T56.1h_Rep2,T56.1h_Rep3,T57.4h_Rep1,T57.4h_Rep2,T57.4h_Rep3,T58.6h_Rep1,T58.6h_Rep2,T58.6h_Rep3,T59.8h_Rep1,T59.8h_Rep2,T59.8h_Rep3,T61.0h_Rep1,T61.0h_Rep2,T61.0h_Rep3,T62.2h_Rep1,T62.2h_Rep2,T62.2h_Rep3,T63.5h_Rep1,T63.5h_Rep2,T63.5h_Rep3,T64.7h_Rep1,T64.7h_Rep2,T64.7h_Rep3,T65.9h_Rep1,T65.9h_Rep2,T65.9h_Rep3,T67.1h_Rep1,T67.1h_Rep2,T67.1h_Rep3,T68.3h_Rep1,T68.3h_Rep2,T68.3h_Rep3,T69.6h_Rep1,T69.6h_Rep2,T69.6h_Rep3,T70.8h_Rep1,T70.8h_Rep2,T70.8h_Rep3,T72.0h_Rep1,T72.0h_Rep2,T72.0h_Rep3
leuD,7.8132,7.1335,8.0830,7.1963,7.2804,7.4112,7.3804,7.5739,7.2956,8.2082,7.8871,8.1825,8.3973,7.7658,7.9098,7.8820,7.7169,7.7977,8.3975,8.1541,8.4239,8.9778,8.8027,8.6033,8.8246,9.0655,8.8658,9.5135,8.8853,9.2102,8.8755,8.4341,8.3715,8.9949,9.3219,9.0219,9.5835,9.5404,9.5009,6.6495,6.9523,7.0769,8.7109,8.6346,9.3790,8.7299,8.9558,9.0544,9.5468,9.8190,9.2195,9.7459,9.3345,9.6772,9.1350,9.1158,8.9760,9.2182,9.2748,9.0014,8.9022,8.5712,9.1990,9.0284,9.0282,9.3683,9.4996,9.7585,9.4965,8.8290,9.5362,9.1213,9.2793,9.4213,9.3410,9.5691,10.0548,10.0461,9.2449,9.3336,8.8614,9.0627,8.7375,8.7548,9.8461,9.3760,9.4459,9.3966,8.9572,9.2506,9.6918,9.3350,9.4466,11.5936,10.9942,11.5209,9.1868,9.3669,9.0668,8.8769,9.0239,8.8311,9.0439,9.2263,9.0051,9.5473,9.3155,9.2664,9.3252,9.4198,9.1789,9.0089,9.2128,9.5330,8.8367,8.7383,9.0343,8.9217,8.4487,8.9998,9.7023,9.2423,8.9125,9.3875,9.5853,9.4455,8.4482,8.9046,8.9449,9.3198,9.8421,9.5261,8.8898,8.8846,9.2805,9.3796,9.4497,9.4506,9.1984,8.8359,9.6270,8.9487,9.0629,9.2040,9.3416,9.1693,9.0641,9.7133,9.9129,9.7468,9.8086,9.4944,9.4574,9.3877,9.4921,9.3520,10.0019,9.8692,9.8074,9.6003,9.9180,9.8517,9.6724,9.6270,9.8455,9.4044,9.7471,9.5475,9.8215,10.0567,9.9726,9.7779,9.3852,9.6386,9.0929,8.9079,9.2141,9.1162,9.2429,9.5066
ivdA,7.8578,7.9214,8.0705,8.1767,7.8637,8.1163,8.2271,7.5780,7.6207,7.9201,7.9797,7.8901,8.5537,8.4320,8.4562,7.9569,8.0579,8.3746,8.8335,8.6463,8.3836,9.4946,9.2092,9.2944,8.6226,8.6313,9.1588,9.6490,9.4871,9.2729,9.0366,9.4781,8.8867,9.9507,10.0093,10.1827,9.6097,9.5674,9.5056,9.3179,9.7180,9.4745,9.9116,9.8695,9.7124,8.8422,9.1925,9.5122,8.7582,8.4466,8.6965,9.7776,9.9366,9.5575,8.7106,8.9895,8.8849,9.3824,9.3586,9.3560,8.6073,8.9782,8.7346,8.9023,8.8626,8.7920,5.8279,5.7531,6.1850,7.8895,7.8580,7.2477,9.4099,9.2960,9.2588,9.1932,9.0055,9.6082,9.4127,9.3826,9.6778,8.9068,9.1663,9.1438,8.2262,7.9994,8.5586,8.5698,8.7758,8.7661,8.8744,9.1609,9.0279,7.9026,7.8988,8.1009,8.2951,8.2322,8.3645,8.8593,8.5955,8.9300,8.3788,8.3341,8.1651,7.9398,7.8931,7.7556,7.3706,7.4387,7.3703,6.9517,7.1019,7.0257,7.1617,7.4733,7.0178,7.1462,7.1546,7.6768,7.5200,7.2877,7.3514,7.0107,6.7335,6.9540,6.5642,6.3671,6.2398,7.2399,7.5898,7.5084,6.6053,6.1508,6.6219,7.2234,7.1032,6.6938,6.7517,6.4816,6.8168,7.1145,7.0935,7.4423,6.6153,6.7071,6.8407,7.1029,7.3675,7.1344,7.3509,7.0824,7.3257,6.7339,7.0930,7.2973,6.1773,6.4972,6.0539,6.6319,6.5499,6.7655,6.1640,6.0285,6.0494,5.7724,5.4500,6.0434,6.4619,6.6110,6.3674,6.8244,6.4574,6.7402,6.5901,6.5811,6.5883,6.4174,6.3686,6.6310
mmsA,6.5913,6.6579,6.6529,7.2570,7.3544,7.0612,6.9093,6.7627,6.6011,7.2945,7.7706,7.7721,7.9854,7.6201,8.1674,7.9037,8.2687,7.9676,7.9202,7.9773,8.4239,7.7704,8.2315,8.0205,8.4606,8.5532,8.7092,7.9614,8.0871,7.7835,7.1248,7.1553,7.1868,8.4966,8.6699,8.2164,7.3182,7.5729,7.2708,7.1734,7.4196,7.5361,8.5937,8.3382,8.1768,8.0286,8.0771,7.7164,8.2325,7.7575,7.6473,7.1814,7.1848,7.1950,7.9455,7.9068,7.6668,6.9292,6.9170,7.5063,7.5514,7.5559,7.4521,7.5282,7.5151,7.5386,7.9192,7.4336,7.2356,7.1987,7.1634,7.7848,6.6329,6.6308,6.9882,7.1593,7.3441,7.4777,6.2810,6.2688,5.8197,6.6291,6.5715,6.5572,6.6570,6.6830,6.7515,6.1323,6.5877,6.1564,6.9086,6.9761,7.0877,6.3837,6.1780,6.1701,7.2163,7.2079,7.2048,6.6140,6.8163,6.9335,6.8905,7.2091,7.2569,7.5967,8.1401,7.4400,8.1741,8.2333,8.5992,7.6786,7.5917,7.6989,8.5291,8.5362,8.5219,8.6624,8.7872,8.7585,8.0229,7.8152,8.3462,8.6172,8.2695,8.2747,8.3072,8.3272,8.3764,8.7100,8.9245,9.3043,8.7596,8.8555,9.4131,9.8976,9.7591,9.9600,8.9778,8.9668,8.5662,8.4632,8.3309,8.7646,8.2324,8.4516,8.3643,8.6059,8.5450,8.6663,8.3054,8.5536,8.2156,8.8401,8.9425,8.8627,9.4144,8.9341,9.5142,8.4850,8.6354,8.4413,8.4747,8.8329,8.8798,9.3553,9.1144,9.1682,9.0720,9.0633,8.8046,9.3237,9.2215,8.9743,8.7690,9.0023,9.0988,8.8001,8.9212,8.9091
hmgA,6.8441,6.9431,6.6936,6.9427,6.9624,6.9314,6.6364,6.6439,6.5334,7.6181,7.0542,7.3397,7.2825,7.0147,6.8697,7.6259,7.7733,7.6393,7.1242,7.7566,7.5831,6.9935,7.3216,7.4507,7.0118,7.3919,7.2827,7.1789,7.3345,7.4117,7.3204,7.3810,7.2198,7.2086,7.2334,7.6861,7.4362,7.4323,7.4938,7.0626,7.4092,7.4022,6.7711,6.9558,7.0187,6.6689,6.9406,6.7788,7.0244,7.0656,6.8689,7.3361,6.9026,7.2856,7.5572,7.6682,7.6039,6.7457,7.0626,6.9874,7.5277,7.4224,7.4988,6.8536,7.1546,6.8263,6.3873,6.5038,6.8204,7.5186,7.5238,7.5773,7.5177,7.4922,7.4359,6.9096,6.8731,7.2366,6.8639,7.2451,6.7343,7.0214,7.0237,7.1005,6.9638,6.8277,6.8400,6.5967,6.5409,7.0809,6.7441,6.9150,6.7599,7.0315,6.6724,6.9899,7.3483,7.1869,7.2102,7.2226,7.3577,7.6674,7.6193,7.5855,8.2905,7.5394,7.7741,7.9187,8.7765,8.4506,8.6733,8.2716,7.8352,8.0756,8.5397,8.4598,8.2604,8.2266,7.7142,7.9668,9.1286,8.8565,8.6341,8.5106,8.1870,8.5684,8.5665,8.6262,8.5590,8.4543,8.4629,8.7248,9.1473,9.2951,8.8811,8.6748,9.0944,9.5332,8.9274,8.5078,8.8259,8.3911,8.6163,8.2313,6.3647,6.3181,6.7080,9.4392,9.2318,9.2860,9.3021,9.1594,9.2183,9.2383,9.3175,9.2079,10.2660,10.1663,10.0418,9.3969,9.5660,9.3377,9.2602,9.4680,9.4191,10.1165,9.5080,10.1120,9.6161,9.5790,9.4947,9.6585,10.0908,9.7026,9.4449,9.4400,9.5376,9.3727,9.0090,9.0765
hmgL,8.4662,8.5647,8.6994,7.5281,7.6058,7.8145,7.3962,7.2696,7.3850,7.4998,6.9553,6.9844,7.2082,7.5593,7.6715,7.6557,7.5259,7.2993,7.5556,7.2919,6.6536,7.3737,7.1019,7.0583,8.0696,7.8167,8.2738,7.4567,7.9462,7.6609,8.0696,7.6811,8.0460,8.2738,8.0612,8.4298,8.0952,8.1076,8.5064,8.8404,8.1563,8.8383,8.6300,8.6975,8.1429,8.1393,7.8563,8.1460,8.9129,8.7522,8.4988,8.2852,8.4949,7.8790,9.0571,8.6765,8.9854,8.4099,8.8845,7.9399,8.7481,8.4540,8.8360,8.1676,8.1957,8.4272,8.8524,9.1952,8.9027,9.6726,9.4180,9.3404,9.6796,9.5634,9.7175,10.2017,10.1601,10.2817,9.6380,9.7882,9.7975,9.1786,9.3432,9.4549,9.4212,9.3094,9.3603,9.2179,9.1174,9.4516,9.4410,9.8135,9.6590,9.7231,9.9176,9.5650,8.7850,8.8364,9.4365,9.3015,8.8771,8.6571,8.8186,8.9545,8.4121,8.6405,8.4663,8.4946,8.3224,8.2515,8.6315,7.9882,8.0350,7.5080,7.8668,8.3524,8.3386,8.8020,8.7352,8.9590,8.4808,8.2306,8.3234,8.3108,8.4336,8.7024,8.5404,8.6450,8.8695,8.1717,8.2302,7.7990,7.4773,7.7728,7.4649,6.6899,6.7815,7.1268,7.1377,7.2474,6.6282,6.7627,6.8740,6.3923,6.5390,6.8431,6.6976,6.8987,6.6481,7.1014,6.8374,6.6478,6.9263,7.2695,6.9150,7.0929,7.5878,7.3822,7.3419,7.1488,7.0795,7.3043,7.2913,7.0044,6.8148,7.9329,7.3119,7.5850,6.3168,6.5735,7.1794,7.0732,6.7414,6.6983,6.4801,6.5737,7.0665,7.0011,6.8446,7.1804
bkdR,8.8284,9.1550,8.8302,8.9157,9.2000,9.0415,9.7760,9.6874,10.0093,10.7754,10.2239,10.1646,9.9471,10.0833,10.0065,9.6882,9.8515,10.2649,10.5956,10.0155,10.2739,10.2563,10.3332,10.1291,10.0936,9.8588,10.1988,10.5325,10.7101,10.5981,9.9030,10.2978,10.5556,10.4118,10.3699,10.6535,10.1886,10.4275,10.3064,9.8088,9.6898,9.6598,10.0202,10.2973,10.2459,9.7616,9.9842,9.9024,9.1076,9.5133,9.7903,8.6631,8.2945,8.4433,9.5100,9.7565,9.6165,8.7185,8.5949,8.8297,8.6313,8.2410,8.5954,8.6562,8.5823,8.5123,8.1133,8.6351,8.5403,8.5201,8.2509,8.3280,7.4961,7.4535,7.2779,7.7637,7.7489,7.6606,8.3954,8.1384,8.2495,7.7461,7.7480,7.1163,7.5904,7.5722,7.1877,7.3860,7.5370,7.5283,8.2388,8.0317,7.7781,7.6288,7.6327,7.6501,7.7130,7.6323,8.1434,8.4927,8.1541,8.0850,8.1997,7.8841,7.9594,7.6615,7.9770,7.6441,7.5603,7.3790,7.5835,6.7768,6.7382,6.7309,7.0800,6.9134,6.9386,7.8124,7.7028,7.4353,8.2121,7.9642,7.9463,7.6324,8.0205,8.0295,6.9233,6.7089,6.8149,7.2771,7.5170,7.6348,7.0442,6.9836,6.8294,7.0316,6.8715,7.3994,7.3541,7.7883,7.6955,8.1353,8.0458,8.1658,8.3948,7.7203,7.9735,7.0981,7.4924,7.4568,7.3157,6.8112,6.9158,7.8713,7.9103,8.2603,7.4986,7.2361,7.1190,7.1296,7.3595,7.3554,7.3862,7.7074,7.2943,7.0703,7.1005,7.2608,6.9943,7.0843,6.9711,7.0731,7.3835,7.2605,7.4966,7.4018,7.2392,7.2105,7.0418,7.2234
aroP,8.5388,8.4822,7.8708,9.0483,8.6546,8.5443,8.6395,8.8889,8.7550,9.6269,9.5661,9.7898,8.5778,8.0737,8.1456,9.0003,9.2920,9.4823,8.5522,8.9715,9.1158,9.3108,9.0380,8.8385,9.0630,8.9602,8.9386,9.7151,9.7634,10.0355,9.4151,9.3633,9.2683,9.7555,9.9902,9.7348,9.1247,9.0319,8.6552,8.9722,9.1692,9.2007,9.5605,10.0074,9.7411,8.5705,8.8626,9.2196,8.3826,8.4924,8.5957,8.4378,8.3582,8.8660,8.9529,8.4374,8.7803,7.9487,8.2784,8.1523,8.2198,8.2913,8.3163,8.3318,8.0455,8.3229,7.4727,7.6103,7.6472,7.5857,8.3248,7.9418,7.9206,7.9985,7.6445,7.9473,8.2513,7.9968,7.5812,7.7203,8.0631,7.3917,7.0345,7.3458,6.6699,6.8437,6.7275,6.6836,6.7367,7.1696,7.4417,7.6476,7.1216,7.4653,7.5760,7.4838,7.6197,7.3316,7.5664,7.0602,7.1441,7.1258,7.3840,7.4183,7.3430,6.9673,7.0364,6.9125,7.3132,6.9735,7.3955,7.1314,7.4999,7.1084,7.5492,7.6667,7.5649,6.8458,6.7617,6.8257,7.0474,7.2356,7.4941,7.1498,7.2961,6.6958,6.8610,7.2398,6.8835,6.9807,6.7583,6.7657,6.5245,6.3980,6.2018,7.0036,6.7310,6.9508,6.9302,7.0158,6.9726,6.2036,6.3916,6.4548,7.2419,7.3947,7.4291,7.5995,7.3868,7.5745,7.1232,6.7055,7.1720,7.2842,7.4753,7.6971,6.9075,7.1532,7.4559,6.5576,6.6864,6.3434,6.8642,6.8616,6.7251,7.0760,7.3094,7.2585,8.0311,7.3950,7.1823,7.4539,6.9391,7.5318,7.3221,7.5764,7.2578,6.7656,6.6038,6.2356
brnQ,8.8950,8.9707,8.9525,8.0656,8.2088,7.8654,8.0235,8.1356,7.7515,8.3514,7.8459,8.0885,7.9126,8.1248,8.0529,8.5028,8.7947,8.8750,7.8098,8.0668,7.5510,8.1525,8.0470,8.1397,9.3273,8.9632,9.7563,8.2308,8.5978,8.4001,8.7993,8.3682,8.6315,8.3920,7.8733,8.1379,8.7414,8.3514,8.6227,8.5336,8.5293,8.8306,8.8689,9.3208,9.0691,8.2743,8.5208,8.5753,7.8313,8.0152,7.6248,7.9880,8.0523,8.1862,8.5292,8.4017,7.9277,7.5588,7.2958,7.6580,7.9595,7.7858,8.1747,8.1099,8.4585,8.0810,8.1017,7.9652,8.3102,7.6812,7.3381,7.6207,6.9226,6.9458,7.1909,7.4350,7.3290,7.3000,7.8367,7.5820,7.6934,7.1034,7.2324,6.7217,7.6877,7.7725,7.6101,7.1458,7.2859,7.3323,7.3047,7.1632,7.1508,7.1190,7.4512,6.9881,7.8958,8.0605,7.8582,7.8276,7.5543,7.9602,6.9039,7.2593,7.2891,6.8479,7.0143,7.0138,7.4646,7.3361,7.3622,6.9034,7.1957,7.4307,7.4291,7.0885,7.5912,7.3914,7.9622,7.0025,7.2246,7.5529,7.6533,7.9019,7.4744,7.4700,7.6964,7.5212,7.5047,6.8713,7.2826,6.7421,7.1095,7.2135,6.9225,7.1416,7.1943,7.3798,6.9618,6.6839,6.6790,7.3890,7.6025,7.2092,8.2393,8.4323,8.3091,8.3219,8.0382,8.3988,6.8202,7.6991,6.9513,7.9439,7.5411,7.3050,7.3088,7.7062,7.2233,7.1699,7.2153,6.8629,6.9495,7.0254,7.0610,7.1613,7.4154,7.4153,7.3288,7.3234,7.3732,7.3270,7.4200,7.2523,7.6315,7.7205,7.5340,7.5733,7.0781,6.8480
fadD,6.7538,6.4426,6.3914,6.8106,6.8836,6.3111,7.4583,7.5758,7.4230,7.2866,7.2289,7.6193,7.3643,7.5719,7.3596,6.9809,7.2608,7.1447,7.6457,7.7977,7.8873,7.9417,7.3924,7.6671,7.1442,6.9636,6.8949,7.1459,7.0017,7.0639,7.4886,7.1893,7.4331,7.4491,7.7394,7.6623,7.3894,7.4412,7.5725,8.0794,8.1601,8.1941,8.1284,8.1626,8.2196,7.8135,7.8227,7.8035,8.2442,8.7640,8.9800,8.5990,8.3579,8.2801,8.3007,8.3599,8.6622,9.0512,8.7939,9.1587,9.6916,9.2745,9.7004,9.2756,9.1189,9.8154,9.2298,9.5463,9.4039,9.5314,9.0516,9.3228,9.3310,9.6959,9.6488,9.1644,8.9074,8.9852,8.9180,8.7877,8.9801,8.4697,8.7404,8.6538,8.6463,8.7979,8.4588,9.1093,9.2528,8.8543,10.0811,9.6293,9.6660,9.2629,9.2147,9.7032,9.1074,9.1761,8.8881,9.7360,9.6344,9.4385,10.0461,9.8003,9.5791,9.0542,9.2177,9.0241,9.5448,9.8492,9.4606,8.7570,9.0017,8.8210,9.7473,9.3989,9.6503,9.4355,8.9819,9.3269,9.3320,9.3472,9.0950,9.0801,8.9563,9.3650,9.0938,9.0742,8.8462,8.3459,8.0552,8.2095,8.5414,8.4168,8.4401,9.1471,8.8882,8.7814,8.6161,8.2862,8.3424,8.9082,8.9249,8.9797,9.5629,9.3501,9.0452,9.2581,9.4948,9.4192,8.7382,9.1729,8.7199,9.4680,9.4012,9.3966,9.2059,9.3891,9.0111,8.4181,8.7881,8.2279,9.5737,9.3231,8.9936,9.5655,9.6362,9.7002,9.1011,9.2475,8.9478,9.3213,9.3694,9.5297,9.2736,9.0302,8.9242,8.6473,8.6397,8.5547
fadE,7.0649,7.3483,7.1826,7.2452,7.1297,7.4633,7.6053,7.4449,7.1752,6.9954,6.8760,6.7077,6.4458,6.8939,6.9487,6.9542,6.8689,7.2576,6.6185,6.6455,6.9445,7.5282,7.4290,7.1255,7.1216,7.5240,7.5898,8.0843,7.8751,8.0580,8.0617,7.3092,7.1692,7.6559,7.7477,7.5446,7.7975,7.8694,7.5933,7.7649,7.7600,7.9101,8.2847,8.4213,8.3405,8.2456,8.2906,8.4724,8.4224,8.8024,8.6634,9.4353,9.4902,8.9657,8.2802,8.3089,8.3899,9.0860,8.6707,8.9819,9.1749,9.1579,8.9999,9.3524,9.2228,8.9912,9.5698,9.5736,9.2311,10.2278,10.1646,9.6101,9.4982,9.6573,9.5332,8.8299,8.8466,9.0936,9.0431,9.0969,9.3612,9.7418,9.6830,9.2738,9.4399,9.7201,9.3253,9.4377,9.7819,9.3364,8.5083,9.0496,8.9581,9.7342,9.6460,9.6651,8.9086,9.5769,9.2411,8.6062,9.3022,9.1121,9.3095,9.6593,9.3360,9.1654,9.4166,9.7148,8.7830,8.9403,8.9057,8.5775,8.9445,9.0369,8.8782,9.3165,9.3027,9.8799,9.5355,9.4762,8.9041,9.1711,8.7262,8.7988,9.1187,8.6183,7.4641,7.6205,7.7438,9.0798,8.7265,9.0398,8.5957,9.0013,8.9390,9.1428,9.0601,8.9256,8.4221,8.3070,8.1835,8.8174,8.3853,8.5062,8.9026,8.7164,8.8872,9.1342,9.2059,9.5322,9.1202,8.6520,8.4943,8.8813,8.9579,8.8693,8.9643,8.9427,9.0302,8.7302,8.7544,8.4929,9.1415,9.6448,9.2239,8.5977,8.5608,8.9687,8.2367,7.9686,8.0544,8.1835,8.7425,8.5374,8.4256,8.2562,8.4384,8.4653,8.5194,8.2432
fadA,7.4184,7.2036,7.1196,6.9466,6.5571,6.9405,6.5609,6.5034,6.6569,6.6381,7.0917,6.9273,7.1239,6.4638,7.2031,6.4201,6.8254,6.6630,7.0753,6.7203,7.1841,6.7268,6.4212,6.7587,6.6820,6.7260,6.3835,6.0913,6.3821,6.5028,7.6343,8.0857,7.6904,7.5817,7.4836,7.5807,8.1254,7.8741,7.9624,8.0699,8.6374,8.1356,8.2040,8.3365,8.7855,8.6354,8.6723,8.6711,8.9679,9.1007,8.5032,9.2834,9.7959,9.3603,9.5413,8.9192,9.5840,9.0333,9.0535,9.0740,9.8741,9.6062,9.5592,9.8238,9.7001,9.1307,10.0993,10.2037,10.0195,10.1721,10.0362,9.7617,10.0936,9.9272,10.3172,9.8149,9.9609,9.9246,9.6632,9.7441,9.8578,10.2321,10.1644,10.4099,10.7462,10.7661,10.4847,10.4302,9.9563,10.2796,9.1206,9.2196,9.4143,9.8028,9.7198,9.8876,10.4411,10.1347,9.9159,9.4873,9.9681,9.3366,10.2959,10.2151,10.0160,9.1794,9.3363,9.6182,9.0874,8.9396,9.0337,8.3072,7.9922,8.4726,8.6021,8.3109,8.8843,7.6701,8.1944,7.7415,8.6753,8.4729,8.9106,8.1982,7.8642,8.2802,8.6344,7.6015,7.8871,7.4855,7.9959,7.6462,6.9009,7.1743,6.8317,7.5152,7.0756,7.4293,6.7106,6.8801,7.3102,6.7101,7.0373,7.0869,6.8878,7.0119,6.4622,7.4432,7.0729,7.3692,7.0707,7.2166,6.9286,6.6196,6.9810,6.7803,5.9602,5.6727,6.0701,5.9740,6.5190,6.1093,6.7723,6.7817,6.9077,6.2616,6.6099,6.4308,6.3891,6.6659,6.5545,6.4980,6.6358,6.4968,7.0164,6.9716,7.0043,6.6949,6.5734,6.9212
fadB,6.7422,6.7786,6.7019,6.1980,6.4602,6.1933,7.1797,6.9275,7.0565,6.6830,7.1997,6.9811,7.0771,6.5683,6.7844,6.5729,6.8544,7.0713,6.9941,7.5915,7.3104,7.2419,6.9202,7.5802,7.7324,7.4727,7.5473,7.5049,7.5425,7.7935,7.1345,7.0073,7.4157,8.1267,7.6974,8.2329,7.8154,7.6321,7.8271,8.1593,8.3527,8.0469,8.6472,8.1992,8.4401,8.5039,8.0409,8.3240,8.7487,8.7258,8.5443,8.3327,8.3791,8.8988,9.2274,9.3529,9.1828,9.4592,9.2753,9.4938,9.6692,9.6861,9.2179,9.7033,9.4076,9.6327,8.9526,8.5496,8.7339,9.4770,9.3978,9.9038,9.3263,9.5181,9.5862,10.1763,10.3180,10.3544,9.3782,9.4787,9.9292,10.0125,9.7488,10.0635,10.4610,10.6108,10.6617,9.2737,10.0571,9.2889,9.3798,9.7112,10.1931,10.0184,9.4711,10.1657,9.8768,10.2929,9.8297,9.2855,9.4703,8.9832,9.2626,9.3658,9.1585,9.3531,9.6732,9.6546,8.7706,8.7015,8.3002,8.5347,8.6233,8.8205,7.9596,8.1929,7.9589,7.5840,7.4858,7.6080,8.5574,8.2207,8.1395,7.1164,7.2714,6.9424,7.4497,7.5512,7.4693,7.0159,8.0611,7.9558,6.6969,7.0586,6.5143,7.3256,7.0676,6.6786,7.2404,6.9580,7.3435,5.9034,5.9028,6.0780,7.0893,6.9525,6.8387,6.8142,7.1343,6.7910,6.5031,6.3589,6.4573,6.5318,6.5519,6.2902,7.0234,6.8041,6.9874,6.6106,6.3013,6.0886,6.8110,6.4359,6.3701,6.8211,6.4019,6.5238,6.8555,6.6509,6.9431,6.0407,6.2992,6.0272,6.8808,6.8966,7.0535,6.4449,6.3287,6.6571
fadI,6.5456,6.5657,6.5406,7.3274,7.0680,7.5236,7.3502,7.4487,7.4613,6.3132,6.4569,6.6270,6.6416,6.4027,6.7920,7.1911,7.2064,7.0586,6.7721,6.5268,6.6521,7.5442,7.6537,7.7372,7.4843,7.3832,7.1414,7.4933,7.1761,7.0887,7.5180,7.4865,7.6746,6.9208,7.2789,7.4188,7.8747,7.6618,8.2893,7.7615,7.9722,8.1471,7.6157,7.9876,7.7361,8.7329,8.1221,8.3508,8.0520,8.1263,8.1892,8.5033,8.6386,8.6621,9.0774,8.9748,9.3420,8.5787,8.4400,8.2873,9.6688,9.2881,9.4333,10.2196,10.1480,10.4191,10.7028,10.5555,10.5293,11.4109,11.1532,11.2229,10.1325,9.9198,10.1443,10.0597,9.9878,10.2272,10.4310,10.5565,10.2695,10.1239,9.9996,9.6932,10.2213,9.9715,9.9510,10.2813,10.5967,10.1676,9.8928,9.6096,9.8650,9.5190,9.9590,9.4497,9.5237,9.8952,9.5292,9.0266,8.9100,9.2531,9.2791,9.0679,9.2043,8.5497,8.9932,8.5091,9.7147,9.5952,9.5231,8.6242,8.7238,8.4521,8.6066,8.6297,8.6676,7.8698,7.9185,7.6854,7.8187,7.7056,8.2395,7.5598,7.4755,7.6100,6.9967,7.0704,7.3228,7.3826,7.6870,7.9834,7.2497,7.3565,7.1455,6.8327,6.7503,7.0321,7.6554,7.0620,7.2011,6.6101,6.3853,6.6114,6.1882,6.3587,6.3738,6.9859,6.7543,6.2864,7.2416,6.5694,6.9185,7.2812,7.4102,7.4266,6.7110,6.7823,6.7232,6.9482,6.9976,7.0528,6.4149,6.6020,6.3154,7.1638,7.2078,7.2840,6.4968,6.7707,6.2330,6.2819,5.8355,6.0108,7.1031,6.7406,7.0309,6.6748,6.7673,6.4803
