,X,Y
"118,63",-3.53103,1.64494
"118,65",-3.36604,1.54435
"118,67",-2.95052,2.08569
"118,69",-3.15022,2.32033
"118,71",-3.99963,1.95696
"118,73",-4.26225,-0.717728
"118,75",-7.21427,-1.97303
"118,77",-5.15243,-1.46528
"118,79",-7.43702,-2.34945
"118,81",-7.38682,-2.18136
"118,83",-4.97026,-1.31056
"118,85",-4.7179,-1.28388
"118,87",-4.58583,-1.91922
"118,89",-5.11165,-1.56876
"118,91",-4.77074,-2.11604
"118,93",-4.24403,-1.67349
"118,95",-5.19983,-2.18896
"118,97",-3.39414,2.34532
"118,99",-7.10476,1.28605
"118,101",-2.87088,2.30095
"118,103",-2.91239,1.55331
"118,105",-3.11028,1.01634
"118,107",-3.32618,2.15569
"118,109",-4.16883,1.17698
"118,111",-7.45002,0.75395
"118,113",-3.63631,2.55985
"118,115",-6.87482,1.05154
"118,117",-7.05828,0.852613
"118,119",-8.20446,0.946209
"118,121",-7.69989,0.795572
"118,123",-8.15455,0.669531
"118,125",-7.57573,0.681603
"118,127",-3.0907,2.56232
"118,129",-3.37059,1.19067
"118,131",-3.40673,0.995275
"118,133",-3.28274,1.50371
"121,1",10.287,2.30889
"121,3",11.7986,2.32876
"121,5",11.8128,2.33339
"121,7",11.7713,2.26131
"121,9",11.8065,2.22654
"121,11",-7.54092,0.888257
"121,13",-4.53629,-1.28912
"121,15",-6.39188,-2.13816
"121,17",-7.80202,-0.970664
"121,19",-7.91392,-0.505144
"121,21",-4.20738,-1.83836
"121,23",-7.5243,-2.15291
"121,25",-6.75886,0.657925
"121,27",-7.70497,0.439121
"121,29",-8.07695,0.964595
"121,31",-7.74018,-1.73495
"121,33",-7.59202,1.2161
"121,35",-7.67581,0.780909
"121,37",-7.04115,0.741422
"121,39",-7.92612,-0.79925
"121,41",-7.66025,0.0493366
"121,43",-7.91545,0.0120236
"121,45",-8.05195,0.308821
"121,47",-7.71931,0.877921
"121,49",-4.35945,-1.07651
"121,51",-4.56615,-0.719707
"121,53",-5.59825,-1.82068
"121,55",-7.24722,1.25195
"121,57",-3.44385,1.40104
"121,59",-3.32721,1.67469
"121,61",-3.48053,1.70016
"121,63",-3.35152,1.44367
"121,65",-3.12607,1.83695
"121,67",-3.32144,1.54409
"121,69",-3.41838,1.9838
"121,71",-4.0153,1.10757
"121,73",-7.28702,1.20846
"121,75",-4.23836,-0.788899
"121,77",-4.62906,-1.79224
"121,79",-7.56223,-2.26586
"121,81",-4.29218,-1.53346
"121,83",-4.76705,-0.757901
"121,85",-4.75618,-1.44293
"121,87",-7.14423,-2.44705
"121,89",-3.63639,1.57522
"121,91",-3.70356,0.927471
"121,93",-3.45307,0.854638
"121,95",-3.8742,0.252296
"121,97",-7.23841,0.150517
"121,99",-3.22519,2.4144
"121,101",-3.20784,1.73075
"121,103",-2.75079,2.17032
"121,105",-3.09765,2.25613
"121,107",-3.45646,1.65929
"121,109",-7.41833,1.04794
"121,111",-7.7437,0.727295
"121,113",-8.39988,0.566417
"121,115",-7.88713,-1.04827
"121,117",-7.78686,0.325497
"121,119",-7.72969,-1.77907
"121,121",-6.89359,0.643646
"121,123",-7.4612,0.757389
"121,125",-6.64333,0.495479
"121,127",-3.69993,1.84608
"121,129",-3.38101,2.17392
"121,131",-3.57913,1.8477
"121,133",-3.24078,2.08452
"124,1",10.2913,1.95389
"124,3",11.1168,2.18068
"124,5",11.4574,2.32599
"124,7",11.8153,2.29881
"124,9",11.7366,2.16041
"124,11",-4.23451,-1.31327
"124,13",-4.32289,-1.03943
"124,15",-5.83274,-1.86668
"124,17",-5.23064,-2.03063
"124,19",-8.26057,0.424524
"124,21",-7.80446,1.17487
"124,23",-7.70591,0.522119
"124,25",-6.30105,0.221806
"124,27",-7.34246,0.700079
"124,29",-7.11906,0.647764
"124,31",-7.66444,0.577717
"124,33",-6.9967,0.921688
"124,35",-7.14686,1.07485
"124,37",-4.49758,-1.52338
"124,39",-7.89268,0.620236
"124,41",-7.9687,0.381571
"124,43",-7.4156,0.514219
"124,45",-8.09379,0.270101
"124,47",-5.09117,-0.782118
"124,49",-4.96233,-0.70511
"124,51",-7.13482,0.432661
"124,53",-4.71363,-0.761618
"124,55",-7.39646,0.506743
"124,57",-7.36661,0.530185
"124,59",-3.24527,2.39548
"124,61",-3.10742,2.3103
"124,63",-3.22122,2.20415
"124,65",-2.98983,1.74255
"124,67",-3.14058,1.28357
"124,69",-3.0595,1.24517
"124,71",-5.56779,1.0841
"124,73",-7.79152,0.264744
"124,75",-4.56486,-1.23214
"124,77",-4.42365,-0.895432
"124,79",-7.64997,-2.0575
"124,81",-7.70785,-1.67464
"124,83",-7.80947,-0.0628628
"124,85",-6.65872,1.04597
"124,87",-3.31771,2.41031
"124,89",-4.04195,1.45065
"124,91",-3.33053,0.874149
"124,93",-3.55774,1.47743
"124,95",-3.59018,2.0915
"124,97",-3.2327,2.34368
"124,99",-3.06609,2.17665
"124,101",-2.98537,1.52117
"124,103",-3.11353,1.21638
"124,105",-3.30706,2.38183
"124,107",-4.23456,1.30454
"124,109",-7.01546,-2.03177
"124,111",-7.24359,0.643868
"124,113",-7.22709,-0.941916
"124,115",-7.74349,-1.38387
"124,117",-7.51711,-2.0884
"124,119",-7.3243,-2.24069
"124,121",-7.75057,-0.159956
"124,123",-7.57607,-1.9641
"124,125",-7.52475,-2.11693
"124,127",-5.3736,-0.238729
"124,129",-7.42512,1.28888
"124,131",-6.90764,0.0643922
"124,133",-7.89683,-0.409525
"127,1",10.5118,1.72032
"127,3",11.7725,2.23577
"127,5",11.7002,2.38286
"127,7",11.6019,2.11467
"127,9",11.6156,2.1997
"127,11",-7.90854,-0.690456
"127,13",-5.15134,-1.77074
"127,15",-4.47155,-1.99774
"127,17",-7.42913,1.07129
"127,19",-7.00084,1.0853
"127,21",-4.65214,-1.01115
"127,23",-4.59558,-1.9799
"127,25",-5.86753,-0.154845
"127,27",-4.0751,-1.68634
"127,29",-7.79089,0.720163
"127,31",-7.63069,-0.132538
"127,33",-7.08191,0.943193
"127,35",-7.65235,-0.230246
"127,37",-4.76491,-1.60252
"127,39",-4.57354,-1.46536
"127,41",-4.37722,-1.5457
"127,43",-4.10986,-1.05664
"127,45",-4.36624,-0.997479
"127,47",-7.50891,0.332752
"127,49",-7.48809,-2.11069
"127,51",-4.33396,-1.95171
"127,53",-4.68265,-1.12464
"127,55",-5.62351,-2.07536
"127,57",-8.09212,0.247291
"127,59",-3.42505,1.78783
"127,61",-3.63253,0.757246
"127,63",-3.28234,2.09526
"127,65",-3.46689,1.13826
"127,67",-3.35778,1.03772
"127,69",-3.33773,1.34844
"127,71",-3.31237,1.12269
"127,73",-7.73484,0.960924
"127,75",-4.20798,-0.966801
"127,77",-4.70969,-1.29425
"127,79",-5.75191,-1.78902
"127,81",-7.14605,-2.24659
"127,83",-3.32671,2.04315
"127,85",-3.41528,2.42204
"127,87",-3.44633,1.45249
"127,89",-3.12391,1.42374
"127,91",-3.28496,1.95896
"127,93",-3.51576,0.970135
"127,95",-3.41044,1.63323
"127,97",-3.29779,1.21412
"127,99",-7.50705,1.00702
"127,101",-7.60988,1.27657
"127,103",-7.39092,1.21975
"127,105",-7.72613,0.563248
"127,107",-4.38454,-1.57307
"127,109",-6.99674,0.645063
"127,111",-7.87564,0.337201
"127,113",-7.5023,-2.16466
"127,115",-7.69977,-1.49035
"127,117",-4.71322,-1.64761
"127,119",-4.31537,-1.688
"127,121",-6.69481,-1.84778
"127,123",-7.54585,-1.80228
"127,125",-7.92863,-0.608019
"127,127",-7.35589,0.896378
"127,129",-7.4845,0.426132
"127,131",-7.67946,-1.91817
"127,133",-5.40509,-2.01085
"130,1",9.84981,2.49961
"130,3",11.7564,2.23522
"130,5",11.6892,2.17146
"130,7",11.8655,2.31878
"130,9",11.8043,2.32045
"130,11",-7.58589,0.510747
"130,13",-4.8517,-1.83238
"130,15",-4.59707,-1.87007
"130,17",-5.21728,-0.79856
"130,19",-7.50121,-0.843779
"130,21",-4.63415,-1.05284
"130,23",-6.85586,0.697713
"130,25",-4.10661,-0.883692
"130,27",-4.64667,-1.99975
"130,29",-4.63828,-1.7272
"130,31",-8.15309,0.787172
"130,33",-7.28914,1.44551
"130,35",-7.47721,1.20344
"130,37",-7.93747,0.286763
"130,39",-7.66084,-2.05233
"130,41",-4.78478,-1.72618
"130,43",-7.14691,1.11814
"130,45",-6.19152,0.10794
"130,47",-7.61088,0.213268
"130,49",-7.57924,-1.98578
"130,51",-4.09767,-1.5413
"130,53",-7.36355,0.793473
"130,55",-4.99073,-2.2007
"130,57",-7.30612,0.884589
"130,59",-7.00463,1.09946
"130,61",-3.41759,1.88303
"130,63",-3.3565,2.28346
"130,65",-3.60628,0.933591
"130,67",-3.37136,0.91727
"130,69",-3.11675,1.59862
"130,71",-3.65604,1.15978
"130,73",-4.38006,1.06004
"130,75",-3.55011,2.06236
"130,77",-5.51512,-1.90427
"130,79",-5.19127,-1.25083
"130,81",-6.93597,0.960316
"130,83",-7.73766,0.939953
"130,85",-3.41634,2.36032
"130,87",-2.87486,2.35186
"130,89",-3.52152,1.44386
"130,91",-3.21803,1.09568
"130,93",-3.72049,0.951689
"130,95",-7.3142,0.539799
"130,97",-7.39639,1.07536
"130,99",-7.3787,0.708654
"130,101",-7.19408,1.0578
"130,103",-3.75908,1.28786
"130,105",-4.33296,-1.1104
"130,107",-4.56087,-1.52891
"130,109",-7.7465,-1.8158
"130,111",-5.08591,-2.05629
"130,113",-5.57816,-1.78741
"130,115",-2.84705,1.55833
"130,117",-3.05834,1.41229
"130,119",-7.27877,0.777563
"130,121",-6.41115,0.568598
"130,123",-4.11407,-1.27396
"130,125",-4.75195,-1.84521
"130,127",-7.78628,0.561893
"130,129",-7.60866,-1.76594
"130,131",-7.64297,-1.80526
"130,133",-7.8319,1.05221
"133,1",11.1105,2.07216
"133,3",11.1279,1.77517
"133,5",11.0459,1.91949
"133,7",11.6803,2.15586
"133,9",11.7105,2.15546
"133,11",-7.79611,1.39566
"133,13",-4.58282,-0.988287
"133,15",-4.3415,-1.87662
"133,17",-7.82108,-0.835641
"133,19",-6.84368,0.180933
"133,21",-5.50317,-2.12195
"133,23",-6.33735,-2.05802
"133,25",-7.52454,-2.05412
"133,27",-7.1423,0.855057
"133,29",-4.88142,-0.995072
"133,31",-8.03706,0.0297133
"133,33",-8.02503,0.0742226
"133,35",-7.87547,1.08506
"133,37",-4.6221,-1.71478
"133,39",-5.33382,-1.16692
"133,41",-6.95383,0.731776
"133,43",-7.56614,-1.13858
"133,45",-5.19281,-1.9556
"133,47",-4.39516,-1.56279
"133,49",-4.39237,-1.08995
"133,51",-4.22727,-1.64398
"133,53",-4.48812,-1.00888
"133,55",-7.32046,-2.22215
"133,57",-7.28274,-2.13555
"133,59",-4.1633,-0.724944
"133,61",-7.49634,1.13024
"133,63",-3.32782,1.79174
"133,65",-3.34606,2.07649
"133,67",-3.53699,1.40339
"133,69",-3.22242,2.38852
"133,71",-3.42014,1.77331
"133,73",-3.3129,1.4178
"133,75",-3.40132,1.67982
"133,77",-3.64851,0.616563
"133,79",-4.18356,-0.743546
"133,81",-7.10564,1.26765
"133,83",-7.57381,1.10688
"133,85",-3.36092,2.32061
"133,87",-3.39077,1.7187
"133,89",-3.20658,2.37049
"133,91",-3.05731,1.23522
"133,93",-3.53565,0.651969
"133,95",-7.20301,1.343
"133,97",-4.91956,-1.78328
"133,99",-4.59136,-0.927718
"133,101",-4.76216,-1.27132
"133,103",-7.57768,-2.12808
"133,105",-7.61718,-2.14914
"133,107",-7.8964,-0.709072
"133,109",-7.66148,-1.46148
"133,111",-5.00784,-1.92006
"133,113",-3.26453,2.16593
"133,115",-3.3213,1.00765
"133,117",-3.23433,1.2498
"133,119",-3.46247,1.50463
"133,121",-3.70122,2.25698
"133,123",-3.45579,2.57885
"133,125",-4.69353,-1.61066
"133,127",-8.09865,-0.273845
"133,129",-8.05449,0.269681
"133,131",-7.92882,0.509978
"133,133",-7.51362,0.382977
"136,1",11.7615,2.28196
"136,3",11.5042,2.04668
"136,5",11.0878,1.83856
"136,7",10.9993,1.99401
"136,9",11.0728,2.06875
"136,11",-7.94001,0.758507
"136,13",-4.65162,-1.11711
"136,15",-4.5495,-1.52932
"136,17",-4.91583,-0.603943
"136,19",-6.7086,0.511227
"136,21",-6.19992,-2.03251
"136,23",-7.23956,-2.13703
"136,25",-7.76853,-1.89073
"136,27",-4.30096,-0.78707
"136,29",-6.86579,0.649117
"136,31",-7.33526,1.12131
"136,33",-7.36221,0.972028
"136,35",-7.54816,1.49139
"136,37",-8.11062,1.13365
"136,39",-7.35712,0.296792
"136,41",-7.20347,0.610751
"136,43",-4.95196,-1.56869
"136,45",-4.74211,-1.40614
"136,47",-3.98379,-1.10971
"136,49",-5.23646,-1.50118
"136,51",-7.35572,0.771103
"136,53",-4.30261,-1.05102
"136,55",-7.49433,-2.19026
"136,57",-7.7263,-2.23387
"136,59",-7.38067,-1.84419
"136,61",-7.28717,-2.14833
"136,63",-4.29006,2.18671
"136,65",-3.99105,1.04737
"136,67",-3.51908,1.74053
"136,69",-3.41458,2.11849
"136,71",-3.36603,1.60852
"136,73",-3.20336,1.60596
"136,75",-3.39396,1.37355
"136,77",-3.38696,1.14741
"136,79",-4.01576,-0.393362
"136,81",-3.23779,1.81097
"136,83",-3.03247,2.39069
"136,85",-3.36464,2.47175
"136,87",-3.30227,2.1725
"136,89",-3.09962,2.39404
"136,91",-2.80278,2.30732
"136,93",-2.95591,1.40819
"136,95",-8.0224,0.58831
"136,97",-7.84729,0.264164
"136,99",-4.57379,-0.49362
"136,101",-7.306,0.766938
"136,103",-5.23375,-2.15601
"136,105",-4.95889,-1.82107
"136,107",-4.68526,-0.755758
"136,109",-7.29203,-2.0834
"136,111",-3.47835,2.06206
"136,113",-7.98189,0.328135
"136,115",-3.5187,1.21786
"136,117",-3.68434,1.28355
"136,119",-3.25484,1.73678
"136,121",-3.19946,1.85953
"136,123",-3.63123,1.76123
"136,125",-4.84143,-1.73531
"136,127",-4.61131,-1.31739
"136,129",-7.85092,-0.878306
"136,131",-7.36726,0.400028
"136,133",-6.77579,0.769768
"139,1",11.5369,2.35555
"139,3",11.5309,2.07956
"139,5",10.9182,2.23236
"139,7",11.7601,2.25378
"139,9",11.8347,2.35633
"139,11",-7.31954,0.54924
"139,13",-7.2453,-1.98266
"139,15",-4.85138,-2.10151
"139,17",-4.80157,-2.15938
"139,19",-7.39594,-1.33762
"139,21",-4.77015,-0.767962
"139,23",-8.08378,1.05535
"139,25",-4.894,-1.46003
"139,27",-4.73292,-1.81298
"139,29",-4.81419,-1.98966
"139,31",-7.88816,-0.710386
"139,33",-8.00081,1.31556
"139,35",-4.84333,-1.82567
"139,37",-4.11603,-1.29064
"139,39",-8.20125,1.15244
"139,41",-8.03974,0.00357624
"139,43",-7.61309,-1.5104
"139,45",-7.20241,0.314336
"139,47",-4.16436,-1.39388
"139,49",-7.27963,-2.36595
"139,51",-7.79309,-1.58295
"139,53",-7.72418,0.502294
"139,55",-5.09811,-1.45465
"139,57",-4.29495,-1.32023
"139,59",-4.60652,-1.58119
"139,61",-4.43843,-1.38524
"139,63",-5.40084,-1.14904
"139,65",-6.74216,0.951634
"139,67",-7.07855,1.00794
"139,69",-3.39718,2.05204
"139,71",-3.43246,1.01143
"139,73",-3.21527,2.31702
"139,75",-3.26064,1.09944
"139,77",-3.33006,2.19168
"139,79",-3.16006,2.32712
"139,81",-3.00786,2.15164
"139,83",-2.86918,2.1919
"139,85",-3.21446,2.10225
"139,87",-3.33987,1.6158
"139,89",-3.34091,1.08127
"139,91",-3.37248,1.07473
"139,93",-3.00384,2.31027
"139,95",-3.05336,1.90846
"139,97",-3.23486,2.22826
"139,99",-3.40044,1.97056
"139,101",-3.29534,2.22588
"139,103",-6.8779,0.779172
"139,105",-7.95021,0.651783
"139,107",-3.8971,1.11963
"139,109",-5.15346,-2.06117
"139,111",-5.08415,-2.0632
"139,113",-3.0117,2.30481
"139,115",-3.38496,1.53459
"139,117",-3.1375,2.31058
"139,119",-3.36044,2.04899
"139,121",-3.29468,1.94214
"139,123",-7.4439,0.993542
"139,125",-4.11599,-1.1831
"139,127",-5.02241,-1.61088
"139,129",-6.69184,0.452733
"139,131",-4.80342,-1.45154
"139,133",-7.31848,1.08086
"142,1",9.97606,2.23986
"142,3",11.7909,2.22443
"142,5",11.7835,2.29212
"142,7",11.521,1.30876
"142,9",11.6288,1.75577
"142,11",-7.59227,1.2165
"142,13",-7.68995,-0.113113
"142,15",-5.5646,-0.240795
"142,17",-4.43967,-1.85191
"142,19",-5.14356,-1.7109
"142,21",-4.89999,-1.46918
"142,23",-8.08048,0.869717
"142,25",-4.72293,-0.931036
"142,27",-5.43468,-2.07818
"142,29",-4.51911,-1.97901
"142,31",-7.63717,-1.39856
"142,33",-7.99443,0.894774
"142,35",-5.06206,-1.30064
"142,37",-4.83187,-1.19262
"142,39",-8.05423,0.771095
"142,41",-6.78993,-1.95422
"142,43",-5.31658,-0.356298
"142,45",-4.67337,-1.17794
"142,47",-4.20346,-1.39559
"142,49",-4.97191,-1.95463
"142,51",-5.53864,-2.1273
"142,53",-7.76262,-1.17861
"142,55",-7.24916,0.898027
"142,57",-7.67655,0.0172708
"142,59",-6.89361,0.758406
"142,61",-4.07375,-0.823233
"142,63",-7.61604,-1.70501
"142,65",-5.06565,-1.82185
"142,67",-4.07486,-1.09216
"142,69",-7.38198,1.17264
"142,71",-7.71303,0.0152056
"142,73",-3.41733,2.40682
"142,75",-3.38289,1.97684
"142,77",-3.62372,1.53563
"142,79",-3.52611,1.57139
"142,81",-3.29646,2.00159
"142,83",-3.10768,2.50826
"142,85",-3.29353,1.9293
"142,87",-3.26753,1.86944
"142,89",-3.59265,1.50122
"142,91",-3.1915,2.43363
"142,93",-3.46876,2.06073
"142,95",-3.3272,1.6325
"142,97",-3.11157,1.59222
"142,99",-3.27039,2.03248
"142,101",-3.37556,1.27439
"142,103",-3.24391,1.67137
"142,105",-4.31214,0.990095
"142,107",-7.84532,0.745736
"142,109",-7.56271,0.616226
"142,111",-3.32533,1.17064
"142,113",-3.1575,2.06489
"142,115",-3.37391,1.06754
"142,117",-3.26098,2.25638
"142,119",-3.22684,1.22433
"142,121",-3.32916,1.12756
"142,123",-3.47089,1.6235
"142,125",-7.6923,-1.39634
"142,127",-7.32895,0.654168
"142,129",-7.72222,-1.94353
"142,131",-5.31194,-1.69187
"142,133",-7.56338,1.29105
"145,1",10.0888,0.22695
"145,3",9.93833,2.05965
"145,5",11.7786,2.25166
"145,7",11.7752,2.42711
"145,9",-4.92816,-2.32858
"145,11",-7.641,1.55819
"145,13",-7.54675,-1.64454
"145,15",-4.28341,-1.52131
"145,17",-4.59071,-1.7624
"145,19",-7.71025,-2.00717
"145,21",-7.56442,-2.20193
"145,23",-7.67353,0.984225
"145,25",-7.68838,-0.594467
"145,27",-7.80084,-1.64103
"145,29",-7.89916,-0.114917
"145,31",-4.8506,-1.44351
"145,33",-7.91472,0.9635
"145,35",-4.20248,-1.3084
"145,37",-6.81779,0.422811
"145,39",-7.29684,0.778511
"145,41",-4.22977,-1.21973
"145,43",-4.98446,-0.831641
"145,45",-4.73074,-1.25507
"145,47",-4.07357,-1.44756
"145,49",-6.97288,-2.1516
"145,51",-7.32075,-2.22979
"145,53",-7.54179,-2.10212
"145,55",-7.68712,0.0933678
"145,57",-5.14982,-1.12484
"145,59",-6.97364,1.13792
"145,61",-4.67849,-0.647836
"145,63",-4.07394,-1.39075
"145,65",-4.59158,-1.34635
"145,67",-4.5033,-1.57398
"145,69",-4.72562,-1.7038
"145,71",-5.36273,-1.90236
"145,73",-5.16797,-1.1964
"145,75",-4.88091,-1.59402
"145,77",-4.70874,-1.93333
"145,79",-5.53767,-1.72633
"145,81",-6.78786,0.93881
"145,83",-7.4228,1.14667
"145,85",-7.38087,1.11531
"145,87",-6.57829,1.0606
"145,89",-7.30055,0.433897
"145,91",-3.26785,2.11083
"145,93",-3.41451,1.52951
"145,95",-7.23419,0.81079
"145,97",-7.18168,1.08637
"145,99",-3.51869,1.33257
"145,101",-3.45168,1.43069
"145,103",-3.31483,2.34882
"145,105",-3.09732,2.12486
"145,107",-3.02095,2.45507
"145,109",-3.26024,2.28667
"145,111",-3.2534,1.32378
"145,113",-3.18619,1.57546
"145,115",-3.45792,1.11495
"145,117",-3.04938,1.83422
"145,119",-3.28853,2.2572
"145,121",-6.94544,1.1353
"145,123",-7.1798,1.26586
"145,125",-5.38864,-1.83993
"145,127",-7.76375,-1.69029
"145,129",-7.11624,0.363137
"145,131",-7.62699,-1.88236
"145,133",-7.36946,0.4973
"148,1",10.177,-0.149779
"148,3",10.7828,2.11016
"148,5",11.7703,2.26885
"148,7",11.3947,1.95472
"148,9",11.3755,1.68378
"148,11",-7.59162,0.904482
"148,13",-7.59129,-1.79226
"148,15",-5.17887,-1.7718
"148,17",-4.56614,-1.42531
"148,19",-7.77963,1.0975
"148,21",-7.94039,-0.481674
"148,23",-7.44209,1.0398
"148,25",-8.25885,0.747364
"148,27",-7.41275,0.229557
"148,29",-7.87218,-1.05295
"148,31",-7.64057,-1.59267
"148,33",-7.22352,0.841283
"148,35",-6.60319,0.658678
"148,37",-6.36962,-1.85389
"148,39",-7.79392,0.464829
"148,41",-4.31963,-1.80799
"148,43",-4.79651,-1.32635
"148,45",-6.47573,-1.99634
"148,47",-4.3143,-1.186
"148,49",-5.15119,-1.72259
"148,51",-7.20016,0.769138
"148,53",-7.9659,0.870051
"148,55",-8.07957,0.375391
"148,57",-5.00335,-0.389398
"148,59",-4.41132,-1.51895
"148,61",-4.32947,-1.35426
"148,63",-5.45708,-1.35795
"148,65",-4.62391,-1.84602
"148,67",-4.7221,-0.840068
"148,69",-7.42046,-1.95315
"148,71",-4.6737,-1.16718
"148,73",-6.13921,0.0987427
"148,75",-4.5775,-1.03374
"148,77",-5.2242,-0.783073
"148,79",-7.09173,-2.14633
"148,81",-5.40213,-1.57466
"148,83",-3.711,1.18656
"148,85",-5.62092,-1.62582
"148,87",-4.73535,-1.61482
"148,89",-4.30827,-1.25689
"148,91",-4.32663,-1.51905
"148,93",-4.67666,-1.11888
"148,95",-8.01354,0.169676
"148,97",-3.22516,2.20595
"148,99",-3.52887,1.22942
"148,101",-3.89288,2.33018
"148,103",-3.64258,2.50719
"148,105",-3.86946,1.98706
"148,107",-3.53915,1.15311
"148,109",-3.08059,2.41174
"148,111",-3.31626,1.0665
"148,113",-3.49277,1.38749
"148,115",-2.96108,1.6489
"148,117",-3.07656,1.35784
"148,119",-3.49294,2.02651
"148,121",-3.33254,2.22622
"148,123",-7.1622,-2.15719
"148,125",-7.66518,-1.75204
"148,127",-7.22338,-2.08667
"148,129",-4.41687,-1.43556
"148,131",-7.6418,-1.33
"148,133",-4.32712,-0.986323
"151,1",10.5273,1.6383
"151,3",11.5167,2.43719
"151,5",11.6968,2.20813
"151,7",11.8742,2.34486
"151,9",10.6491,-1.7167
"151,11",-8.0179,0.919698
"151,13",-4.63928,-1.0161
"151,15",-4.35918,-1.85344
"151,17",-4.27783,-1.12745
"151,19",-7.23493,0.539676
"151,21",-8.22217,0.278144
"151,23",-7.69401,0.588687
"151,25",-4.24921,-1.07032
"151,27",-4.07702,-1.2586
"151,29",-7.10064,1.2031
"151,31",-6.0071,0.0368848
"151,33",-6.6925,-0.418405
"151,35",-4.91729,-1.95533
"151,37",-5.11594,-2.05169
"151,39",-7.43689,-2.13833
"151,41",-7.80153,-0.673477
"151,43",-7.28155,-2.2097
"151,45",-4.61979,-0.968843
"151,47",-7.69944,0.704927
"151,49",-4.4793,-1.54458
"151,51",-4.94111,-0.529413
"151,53",-4.33252,-0.921484
"151,55",-4.20573,-1.15514
"151,57",-6.94017,0.99523
"151,59",-4.80329,-1.47022
"151,61",-7.5741,-2.01156
"151,63",-7.51889,-2.20378
"151,65",-7.33285,-2.09217
"151,67",-7.79824,-0.887909
"151,69",-7.65379,0.28251
"151,71",-7.54349,-1.81133
"151,73",-4.80531,-1.30393
"151,75",-4.14089,-1.2117
"151,77",-4.52616,-0.869915
"151,79",-4.66652,-1.59224
"151,81",-4.46201,-1.56778
"151,83",-5.33139,-1.69949
"151,85",-5.1848,-2.08286
"151,87",-4.14406,-1.0639
"151,89",-5.17998,-1.99778
"151,91",-7.31998,-2.27753
"151,93",-5.06322,-1.58906
"151,95",-4.72538,-2.13106
"151,97",-4.94341,-1.71525
"151,99",-5.18864,-1.83671
"151,101",-5.46579,-1.75659
"151,103",-7.6586,0.910229
"151,105",-7.10587,1.28508
"151,107",-3.36046,1.8441
"151,109",-3.3761,2.15332
"151,111",-3.19439,0.983237
"151,113",-2.80596,1.60421
"151,115",-3.2855,1.10426
"151,117",-3.55684,0.996401
"151,119",-7.04169,1.01426
"151,121",-3.17798,2.16565
"151,123",-4.86481,-1.60795
"151,125",-4.62894,-1.67746
"151,127",-5.09355,-1.86675
"151,129",-4.96111,-1.84168
"151,131",-4.15192,-1.49648
"151,133",-4.29226,-0.588999
"154,1",9.72949,2.33201
"154,3",10.4994,2.32597
"154,5",11.7879,2.33359
"154,7",11.7112,2.11207
"154,9",11.0233,1.6877
"154,11",11.8735,2.40761
"154,13",-4.19453,-1.36497
"154,15",-4.413,-1.43299
"154,17",-5.18046,-1.78125
"154,19",-4.92428,-1.74406
"154,21",-5.24493,-1.84393
"154,23",-7.53588,-1.65259
"154,25",-4.40409,-0.566102
"154,27",-7.24254,0.719557
"154,29",-6.57989,0.55348
"154,31",-4.86145,-1.30839
"154,33",-5.17774,-1.48763
"154,35",-6.42371,0.238827
"154,37",-4.88967,-0.941318
"154,39",-4.64822,-1.27548
"154,41",-4.30577,-1.24837
"154,43",-7.86264,0.743025
"154,45",-7.21594,1.41035
"154,47",-7.37004,0.809142
"154,49",-7.86316,-0.268515
"154,51",-7.85255,0.0321102
"154,53",-5.32299,-2.03647
"154,55",-7.57417,-1.78922
"154,57",-8.05025,0.985331
"154,59",-4.87894,-1.10788
"154,61",-7.49689,-2.13711
"154,63",-4.23796,-1.4134
"154,65",-4.37527,-1.69765
"154,67",-4.33578,-1.66754
"154,69",-7.79948,0.806244
"154,71",-7.06931,0.962173
"154,73",-7.80874,-0.00951551
"154,75",-7.14236,0.72805
"154,77",-8.1716,0.33717
"154,79",-7.6037,-1.28875
"154,81",-4.7691,-1.72444
"154,83",-4.5633,-1.4043
"154,85",-4.12778,-1.04398
"154,87",-4.41631,-1.41637
"154,89",-5.04201,-0.833238
"154,91",-4.81719,-1.52098
"154,93",-5.42067,-1.88319
"154,95",-5.74481,-1.97266
"154,97",-4.33075,-1.20904
"154,99",-5.17205,-2.07389
"154,101",-5.33127,-2.01397
"154,103",-5.68057,-1.73093
"154,105",-7.0911,0.883888
"154,107",-4.44302,2.0121
"154,109",-3.43957,1.6241
"154,111",-3.52232,0.967634
"154,113",-3.29171,1.18473
"154,115",-2.87517,2.22035
"154,117",-3.34113,2.16026
"154,119",-3.44548,1.71365
"154,121",-6.81475,-2.25171
"154,123",-5.27335,-2.03667
"154,125",-7.26337,-2.05217
"154,127",-3.98539,-0.289039
"154,129",-7.76814,0.748918
"154,131",-6.52484,1.00727
"154,133",-3.34824,2.26246
"157,1",9.95001,1.74725
"157,3",11.4687,2.29486
"157,5",11.8031,2.24317
"157,7",10.7971,2.10795
"157,9",11.0007,1.55493
"157,11",11.2,1.51183
"157,13",-7.75506,1.04938
"157,15",-4.88496,-1.37381
"157,17",-5.92738,-0.0351694
"157,19",-4.51995,-0.939938
"157,21",-4.94801,-1.49014
"157,23",-4.60267,-1.95006
"157,25",-5.6842,-2.16894
"157,27",-7.6593,-2.06343
"157,29",-7.43335,-1.9093
