,X,Y,Z
"196,17",-3.18655,5.06704,-7.93131
"196,19",-2.60064,5.26164,-8.02498
"196,21",-2.5808,5.68687,-8.20676
"196,23",-4.94517,4.29803,-7.72814
"196,25",-4.77675,4.28826,-7.87233
"196,27",-4.00167,4.69266,-7.91819
"196,29",-4.70179,4.5287,-7.73058
"196,31",-1.3225,5.92125,-6.4021
"196,33",-1.26309,5.94218,-6.4148
"196,35",-1.54189,6.07197,-6.49831
"196,37",-1.88757,5.81367,-7.07248
"196,39",-2.21025,5.84853,-7.29596
"196,41",-2.04053,5.74221,-7.09558
"196,43",-2.07454,5.74662,-7.28882
"196,45",-2.05321,5.54061,-6.98736
"196,47",-0.00705847,-2.12879,5.36296
"196,49",0.894449,-1.8397,5.7605
"196,51",-0.0422054,-2.0978,5.76611
"196,53",0.299309,-1.53367,5.84486
"196,55",1.13298,-2.39243,5.47317
"196,57",1.13753,-2.22127,5.41366
"196,59",-0.0399197,-1.77941,5.27476
"196,61",-0.046199,-4.04448,4.31263
"196,63",-0.0468963,-5.23439,3.872
"196,65",0.128457,-2.32679,5.21797
"196,67",0.0398641,-2.11255,5.66194
"196,69",0.369908,-1.95475,5.43027
"196,71",-0.0160396,-1.96365,6.01213
"196,73",-0.000229043,-2.03308,5.57664
"196,75",0.136375,-1.4564,5.60701
"196,77",0.386514,-1.51218,5.44644
"196,79",0.505755,-4.78421,4.08797
"196,81",0.0862711,-5.39091,3.55215
"196,83",0.265199,-1.96924,5.31245
"196,85",0.0223758,-1.83701,5.55572
"196,87",-0.246167,-4.91788,3.84176
"196,89",2.90211,-4.07569,4.49907
"196,91",2.95283,-3.72434,4.43504
"196,93",1.90679,-4.72499,3.81912
"196,95",1.65191,-4.92289,3.91262
"196,97",0.281476,-5.48786,3.2836
"196,99",0.469552,-5.38537,3.28044
"196,101",0.465103,-5.21718,3.31635
"196,103",-0.0107356,-5.15323,3.58141
"196,105",1.96553,-4.37191,4.1464
"196,107",2.86752,-4.04282,4.24886
"196,109",2.00582,-4.65501,3.83203
"196,111",0.43857,-5.3226,3.48943
"196,113",2.82043,-4.06946,4.23379
"196,115",2.62845,-4.14632,4.22165
"196,117",2.44236,-4.27456,4.24316
"196,119",1.57554,-2.73112,5.24918
"196,121",0.725137,-2.14601,5.5124
"196,123",0.45806,-1.63688,5.44985
"196,125",0.81678,-5.37629,3.60518
"196,127",0.723355,-5.22703,3.35106
"196,129",2.56122,-4.28714,4.08757
"196,131",2.23791,-4.48151,3.94772
"196,133",0.695465,-4.73217,3.85306
"199,1",-2.28995,5.69599,-7.95662
"199,3",-5.06422,4.14655,-7.85804
"199,5",-5.48781,4.12761,-7.82974
"199,7",-4.61503,4.38826,-7.81538
"199,9",-2.42309,5.49109,-7.49561
"199,11",-2.17138,5.24772,-8.11109
"199,13",-2.05607,6.18568,-7.81451
"199,15",-4.64816,4.45485,-7.82762
"199,17",-4.83344,4.28867,-7.67425
"199,19",-2.20547,5.38387,-7.90261
"199,21",-2.36494,5.28001,-7.83258
"199,23",-4.9645,4.23439,-7.6631
"199,25",-5.13426,4.22542,-7.74554
"199,27",-4.22874,4.59879,-7.91364
"199,29",-1.85727,5.69966,-7.9306
"199,31",-2.32156,5.77618,-8.07962
"199,33",-2.01023,5.40629,-8.20831
"199,35",-4.56664,4.55432,-7.35661
"199,37",-4.91827,4.46389,-7.70244
"199,39",-2.49133,5.60786,-6.35738
"199,41",-2.0843,5.80694,-6.63217
"199,43",-2.16692,5.77513,-7.13815
"199,45",-2.21359,5.73901,-6.59547
"199,47",-1.41984,5.79799,-6.29678
"199,49",-0.521224,-5.07215,3.56626
"199,51",0.227076,-2.12314,5.66147
"199,53",0.370714,-1.41622,5.65647
"199,55",0.296671,-1.62412,5.78452
"199,57",2.90073,-3.85868,4.41704
"199,59",0.192786,-1.89522,5.36176
"199,61",0.13769,-1.35432,5.35978
"199,63",3.06686,-4.0986,4.29038
"199,65",-0.0980892,-4.70426,3.55888
"199,67",-0.14328,-4.76736,4.02341
"199,69",0.459582,-2.16083,5.67673
"199,71",0.582081,-1.66202,5.44441
"199,73",0.279846,-1.84575,5.45724
"199,75",0.0194765,-1.52323,5.58803
"199,77",0.109761,-1.76028,5.33059
"199,79",2.60203,-4.00733,4.28551
"199,81",-0.0711025,-4.04883,4.35302
"199,83",0.0672489,-1.4825,5.67896
"199,85",-0.0637989,-1.87703,5.84465
"199,87",0.00111648,-1.58352,5.30209
"199,89",0.770479,-2.06099,5.49206
"199,91",0.575026,-1.9935,5.64041
"199,93",0.578076,-1.76567,6.1066
"199,95",2.78561,-4.07179,4.2405
"199,97",0.664098,-5.4267,3.79083
"199,99",1.73656,-4.43674,4.10014
"199,101",0.487834,-5.33199,3.18991
"199,103",0.460663,-5.36417,3.35912
"199,105",1.00468,-5.28787,3.4362
"199,107",0.809102,-5.21363,3.85148
"199,109",0.167269,-5.4962,3.68585
"199,111",-0.0825959,-5.62879,3.33274
"199,113",0.0565213,-5.71527,3.81473
"199,115",0.490983,-5.77318,3.5584
"199,117",0.691035,-2.11054,5.4322
"199,119",0.431001,-1.75023,5.93538
"199,121",0.39898,-1.96129,5.43001
"199,123",2.32721,-4.46736,4.01026
"199,125",2.52402,-4.22091,4.31824
"199,127",1.49564,-4.90466,3.51442
"199,129",2.10016,-4.6782,3.8501
"199,131",1.84249,-4.78939,3.77038
"199,133",0.611356,-5.06503,3.3128
"202,1",-4.65701,4.28436,-7.80687
"202,3",-5.43517,4.30723,-7.72741
"202,5",-5.03089,4.01715,-7.82766
"202,7",-1.80419,5.86184,-7.92725
"202,9",-5.05437,4.42922,-7.86145
"202,11",-4.98506,4.1589,-7.90493
"202,13",-2.14044,5.55431,-8.40503
"202,15",-2.6085,5.66283,-7.80776
"202,17",-4.84885,4.26396,-7.86498
"202,19",-4.49462,4.46574,-7.76786
"202,21",-4.87895,4.21844,-7.73665
"202,23",-3.70142,4.82949,-7.9689
"202,25",-4.97616,4.11265,-8.00562
"202,27",-2.18494,5.63083,-7.73233
"202,29",-2.21965,5.87935,-7.65555
"202,31",-2.76741,5.09379,-8.15169
"202,33",-4.98808,4.39335,-7.70539
"202,35",-1.37806,5.77696,-6.2028
"202,37",-1.17672,5.99047,-6.31248
"202,39",-1.538,5.8767,-6.78004
"202,41",-1.92688,6.06656,-7.14425
"202,43",-2.12447,5.76084,-6.52181
"202,45",-2.32047,5.66539,-6.3571
"202,47",-2.30137,5.70303,-6.42492
"202,49",-1.40342,5.9019,-6.43189
"202,51",-1.99716,5.84464,-6.85663
"202,53",-0.00485196,-1.53401,5.79296
"202,55",0.722511,-1.71351,5.75398
"202,57",0.162897,-4.94294,4.02604
"202,59",-0.125768,-2.31154,5.23626
"202,61",0.00944962,-1.42535,5.459
"202,63",0.985175,-2.06274,5.70847
"202,65",0.484321,-1.96672,5.23214
"202,67",0.0806928,-2.35375,5.15117
"202,69",0.059659,-1.68035,5.2775
"202,71",0.162323,-2.16419,5.58722
"202,73",0.287357,-2.18967,5.40026
"202,75",2.75744,-3.87127,4.5263
"202,77",1.10611,-1.9333,5.52322
"202,79",0.27153,-5.27505,3.53531
"202,81",0.209938,-1.74306,5.24506
"202,83",0.274155,-1.3863,5.60415
"202,85",0.26432,-1.53834,5.69979
"202,87",0.200489,-1.47385,5.64192
"202,89",0.347874,-1.56449,5.34282
"202,91",0.276995,-1.75855,5.27744
"202,93",-0.0719929,-1.7794,5.73372
"202,95",2.95173,-4.11407,4.25155
"202,97",2.70414,-4.18393,4.17827
"202,99",2.62184,-4.15711,4.17118
"202,101",2.63794,-4.1803,4.25501
"202,103",0.626719,-1.7388,5.26037
"202,105",1.24886,-4.77743,3.98568
"202,107",0.243851,-4.92581,3.16944
"202,109",0.156179,-5.45117,3.40795
"202,111",0.302619,-5.28081,3.18688
"202,113",0.181271,-5.28238,3.2555
"202,115",0.47781,-5.40597,3.38335
"202,117",0.424452,-1.50154,5.47895
"202,119",0.471676,-1.31063,5.59841
"202,121",2.59632,-3.90953,4.42001
"202,123",2.44551,-4.28381,4.14812
"202,125",0.438136,-5.12734,3.35983
"202,127",-0.0832546,-5.59054,3.69916
"202,129",0.693486,-5.27247,3.72292
"202,131",0.211627,-5.0526,3.81752
"202,133",1.96966,-4.53193,3.99946
"205,1",-5.09804,4.17362,-7.90268
"205,3",-4.92309,4.55011,-7.73926
"205,5",-3.58858,4.866,-7.90844
"205,7",-2.08376,5.34609,-7.74233
"205,9",-2.42364,5.59054,-8.18432
"205,11",-3.02775,5.27618,-8.01563
"205,13",-2.74866,5.33867,-8.04343
"205,15",-2.54724,5.25503,-8.15503
"205,17",-2.08281,5.38894,-8.32699
"205,19",-4.31556,4.48262,-7.83176
"205,21",-4.79067,4.40316,-7.83173
"205,23",-4.55605,4.3763,-7.88274
"205,25",-4.82228,4.43431,-7.93586
"205,27",-4.61647,4.42537,-7.86792
"205,29",-2.48476,5.72135,-7.78657
"205,31",-2.33935,5.50071,-7.93793
"205,33",-2.23001,5.7439,-8.45268
"205,35",-2.66126,5.38884,-8.15832
"205,37",-2.58722,5.34053,-7.99224
"205,39",-2.15565,5.71297,-7.87659
"205,41",-1.6699,5.72381,-7.09394
"205,43",-2.06252,5.83848,-7.06069
"205,45",-2.20871,5.72951,-6.44238
"205,47",-2.3049,5.70722,-6.43675
"205,49",-2.34024,5.67775,-6.43299
"205,51",-2.36437,5.67234,-6.39311
"205,53",-1.90626,5.84837,-7.10127
"205,55",-1.80307,5.75605,-7.19465
"205,57",2.98754,-3.93781,4.33396
"205,59",0.375192,-1.97984,5.63852
"205,61",0.714987,-1.84225,5.83724
"205,63",1.19521,-2.31115,5.58576
"205,65",2.72068,-3.83099,4.60496
"205,67",0.488054,-1.62208,5.34691
"205,69",-0.100534,-1.99081,5.4046
"205,71",0.393718,-1.4433,5.85955
"205,73",2.97748,-3.89236,4.42188
"205,75",3.04506,-3.7919,4.49458
"205,77",2.78213,-4.11132,4.23472
"205,79",-0.113491,-1.86235,5.58701
"205,81",0.381417,-1.53581,5.37806
"205,83",0.277514,-1.99419,5.24072
"205,85",0.199499,-2.10793,5.69407
"205,87",0.838636,-2.00006,5.68115
"205,89",0.407517,-1.51582,5.43272
"205,91",0.232591,-1.77253,5.8812
"205,93",0.723592,-1.71822,5.44819
"205,95",2.69591,-3.92118,4.34032
"205,97",0.451317,-1.76746,5.36857
"205,99",0.457717,-2.13734,5.1966
"205,101",0.732057,-5.27396,3.40762
"205,103",1.15029,-5.1908,3.51236
"205,105",1.54395,-4.801,3.8702
"205,107",0.169148,-5.80099,3.1293
"205,109",0.387959,-5.51989,3.07693
"205,111",0.101118,-5.66067,3.09832
"205,113",0.64248,-5.49929,3.69923
"205,115",2.18873,-4.48313,4.02843
"205,117",2.10681,-4.48197,4.01675
"205,119",1.17062,-5.13814,3.58778
"205,121",2.7885,-3.87526,4.41653
"205,123",-0.145125,-1.70051,5.62843
"205,125",0.31342,-1.49894,5.62126
"205,127",0.905117,-5.21842,3.26403
"205,129",0.940715,-5.42478,3.5115
"205,131",0.710343,-5.25081,3.57831
"205,133",0.362984,-5.21784,3.47951
"208,1",-4.42137,4.51144,-7.8437
"208,3",-1.74218,5.62621,-7.77113
"208,5",-2.052,5.53658,-8.3991
"208,7",-2.24395,5.66261,-7.5884
"208,9",-3.20528,4.98554,-7.9925
"208,11",-4.85182,4.28285,-7.81813
"208,13",-5.21667,4.25358,-7.72053
"208,15",-2.40538,5.41008,-7.80407
"208,17",-1.86203,5.78268,-7.80197
"208,19",-4.72444,4.30844,-7.94454
"208,21",-5.10429,4.35257,-7.66827
"208,23",-5.1597,4.49564,-7.86423
"208,25",-4.8022,4.32357,-7.80873
"208,27",-3.47628,4.90695,-7.96878
"208,29",-2.24176,5.95316,-8.42088
"208,31",-2.17197,5.62857,-8.36905
"208,33",-1.98836,5.79911,-7.54197
"208,35",-2.52877,5.65167,-8.23367
"208,37",-2.18781,5.42746,-7.84638
"208,39",-2.59161,5.45718,-8.09255
"208,41",-4.71801,4.33626,-7.85013
"208,43",-1.08942,6.06553,-6.39508
"208,45",-5.11387,4.09557,-7.61291
"208,47",-4.93571,4.37238,-7.58222
"208,49",-2.39274,5.65872,-6.3503
"208,51",-1.37876,5.85324,-6.34276
"208,53",-2.30879,5.67295,-6.37943
"208,55",-1.91153,5.81233,-6.77158
"208,57",-1.51688,5.75909,-6.30199
"208,59",-4.75449,4.34906,-7.90814
"208,61",2.89874,-3.98979,4.44961
"208,63",2.91356,-3.86286,4.41355
"208,65",2.85197,-3.90385,4.45201
"208,67",1.07652,-2.35438,5.54914
"208,69",0.284745,-1.55829,5.95061
"208,71",1.18982,-2.35198,5.52825
"208,73",2.95563,-3.93924,4.41378
"208,75",2.85921,-3.84713,4.43578
"208,77",2.78147,-3.96248,4.27403
"208,79",0.215373,-5.74127,3.63933
"208,81",0.330129,-5.69318,3.38265
"208,83",0.0581122,-2.60446,5.44033
"208,85",2.87447,-3.85223,4.35421
"208,87",1.05458,-2.27462,5.5052
"208,89",0.330278,-2.03608,5.79007
"208,91",2.16514,-4.6308,3.98999
"208,93",0.238975,-2.21559,5.21123
"208,95",-0.122268,-1.83123,5.6997
"208,97",-0.205149,-2.03359,5.13822
"208,99",0.304068,-5.14491,3.85655
"208,101",-0.117323,-4.72721,3.98864
"208,103",-0.0881294,-1.67379,5.53694
"208,105",0.369366,-1.47023,5.61806
"208,107",0.382724,-1.79843,5.71211
"208,109",0.0924281,-4.96193,3.27911
"208,111",0.325068,-1.68428,5.60478
"208,113",1.90195,-4.68123,3.87096
"208,115",2.72738,-4.23542,4.18071
"208,117",0.297694,-2.49475,5.32737
"208,119",1.64868,-4.48511,4.07
"208,121",2.73892,-4.09922,4.23875
"208,123",-0.0477264,-1.51513,5.77102
"208,125",2.51091,-3.66924,4.45326
"208,127",0.885772,-2.19064,5.4687
"208,129",-0.0643629,-2.80909,5.11601
"208,131",0.384557,-4.97525,3.95447
"208,133",-0.192979,-5.18535,3.76059
"211,1",-2.19951,5.86098,-7.90713
"211,3",-2.21833,5.58021,-8.17435
"211,5",-2.5243,5.82046,-7.5942
"211,7",-2.2808,5.80211,-7.91742
"211,9",-2.1555,5.35588,-8.10466
"211,11",-1.89812,5.34149,-7.82988
"211,13",-1.49181,5.60257,-8.15772
"211,15",-5.19755,4.12812,-7.72319
"211,17",-5.18022,4.18163,-7.90594
"211,19",-5.04083,4.17528,-7.82086
"211,21",-5.18623,4.2121,-7.75809
"211,23",-4.9466,4.40081,-7.9577
"211,25",-2.74253,5.22463,-8.15084
"211,27",-2.6127,5.59456,-7.97672
"211,29",-2.69231,5.24473,-8.04607
"211,31",-2.6447,5.86747,-8.10048
"211,33",-1.89214,5.83795,-8.08174
"211,35",-2.2581,6.0427,-7.9524
"211,37",-2.50298,5.51318,-7.84019
"211,39",-4.71936,4.50036,-7.6825
"211,41",-5.24081,4.09998,-7.8198
"211,43",-5.1013,4.36937,-7.75776
"211,45",-5.14139,4.16922,-7.61424
"211,47",-4.8589,4.38769,-7.46943
"211,49",-2.05862,5.79015,-6.71107
"211,51",-1.40244,5.86492,-6.48799
"211,53",-1.8766,5.89335,-7.32642
"211,55",-2.28184,5.70537,-6.45397
"211,57",-2.42779,5.64571,-6.34405
"211,59",-4.38864,4.57543,-7.37138
"211,61",-1.99608,5.87999,-7.28085
"211,63",-2.12985,5.64583,-7.26898
"211,65",0.338987,-1.88484,6.10614
"211,67",1.08864,-2.03096,5.68813
"211,69",0.504777,-1.62567,5.94125
"211,71",-0.0229264,-2.32685,5.05872
"211,73",0.863786,-2.23812,5.50406
"211,75",1.03549,-2.28652,5.61386
"211,77",2.68592,-4.02012,4.37348
"211,79",0.171043,-1.44043,5.78105
"211,81",0.195465,-1.61117,5.81657
"211,83",0.674831,-1.9894,5.55541
"211,85",0.51428,-1.70998,5.96073
"211,87",0.801969,-1.76601,5.66284
"211,89",0.563637,-2.12846,5.70778
"211,91",2.98111,-3.89787,4.43266
"211,93",0.111542,-4.4141,3.8746
"211,95",0.440715,-4.57645,4.21104
"211,97",-0.111503,-2.0349,5.15549
"211,99",0.366229,-2.09946,5.48413
"211,101",0.379737,-5.38183,3.63583
"211,103",2.36713,-4.36898,3.98553
"211,105",-0.0853087,-1.57872,5.40433
"211,107",0.13509,-1.56199,5.87322
"211,109",-0.0495671,-3.84965,4.38847
"211,111",0.219675,-1.98121,5.30934
"211,113",2.78909,-4.00401,4.39778
"211,115",2.93724,-3.895,4.33364
"211,117",-0.175549,-2.14433,5.43423
"211,119",0.340288,-2.0763,5.62446
"211,121",0.636047,-1.76188,5.51894
"211,123",0.167012,-1.8229,5.29055
"211,125",2.41638,-4.10702,4.32009
"211,127",2.82448,-3.91692,4.41698
"211,129",2.59537,-4.0886,4.40953
"211,131",0.239404,-1.35685,5.40882
"211,133",-0.00448719,-1.35362,5.52827
"214,1",-2.29176,5.63692,-7.93013
"214,3",-4.82714,4.32382,-7.77079
"214,5",-5.15004,4.26546,-7.67566
"214,7",-2.18028,5.7094,-7.66327
"214,9",-2.26871,6.09027,-7.74462
"214,11",-2.19053,5.14565,-8.26786
"214,13",-2.11579,5.34207,-7.61761
"214,15",-5.33054,4.14949,-7.83555
"214,17",-5.28084,4.25893,-7.79458
"214,19",-5.17701,4.13546,-7.68536
"214,21",-2.3712,5.80378,-7.9505
"214,23",-1.6751,5.64561,-8.04958
"214,25",-2.44119,5.08163,-8.33583
"214,27",-2.18554,5.37462,-8.03799
"214,29",-2.41383,5.95759,-8.2183
"214,31",-2.39009,5.339,-7.86966
"214,33",-2.32697,5.73831,-7.64772
"214,35",-2.30597,5.91546,-8.23411
"214,37",-2.08759,5.67337,-8.12168
"214,39",-2.39435,5.6898,-7.87304
"214,41",-2.51188,5.85003,-8.02674
"214,43",-4.54428,4.31948,-8.00548
"214,45",-4.29286,4.58426,-7.99459
"214,47",-3.40646,4.94621,-8.05666
"214,49",-4.76434,4.26801,-7.90141
"214,51",-1.36031,5.86161,-6.30613
"214,53",-1.88121,5.80052,-6.78471
"214,55",-1.52463,5.87079,-6.63268
"214,57",-1.92172,5.69379,-7.13845
"214,59",-2.14667,6.10236,-7.34837
"214,61",-1.30428,5.90982,-6.43488
"214,63",-1.2195,5.94169,-6.28329
"214,65",-0.372302,-5.1075,3.51007
"214,67",0.469731,-1.54434,5.72644
"214,69",0.846805,-1.8677,5.70427
"214,71",1.02805,-2.29913,5.47441
"214,73",0.0110575,-1.33468,5.49091
"214,75",0.619678,-1.61413,5.44757
"214,77",2.7428,-3.67428,4.5298
"214,79",0.771166,-1.79452,5.50394
"214,81",0.359434,-1.73773,5.58654
"214,83",1.73339,-4.14272,4.25303
"214,85",-0.046887,-4.78938,3.89713
"214,87",0.277362,-1.64038,5.23749
"214,89",-0.12916,-1.90056,5.86106
"214,91",0.198981,-1.54146,5.6633
"214,93",0.130047,-1.9157,5.29547
"214,95",0.00254445,-2.42399,4.99149
"214,97",0.194569,-1.73049,5.34376
"214,99",0.0934634,-3.96218,4.42091
"214,101",0.0691223,-5.17303,3.83468
"214,103",0.0150511,-1.67827,5.24309
"214,105",-0.255901,-4.86746,3.55018
"214,107",0.00582528,-2.36376,5.12766
"214,109",0.651652,-4.93464,3.83641
"214,111",-0.00796757,-2.30442,5.37148
"214,113",-0.0301453,-1.78657,5.37483
"214,115",0.225023,-1.87367,5.6726
"214,117",0.0398221,-5.10128,3.65143
"214,119",0.255105,-1.52137,5.44988
"214,121",0.638862,-2.12084,5.48528
"214,123",0.37802,-1.66785,5.38276
"214,125",0.0602092,-1.71081,5.33324
"214,127",2.93357,-4.0455,4.28413
"214,129",3.00097,-3.93831,4.53271
"214,131",3.04415,-3.85074,4.28853
"214,133",2.48938,-4.29722,4.11398
"217,1",-2.12529,5.6531,-7.67438
"217,3",-2.40742,5.74899,-7.87814
"217,5",-1.85714,5.98532,-8.18041
"217,7",-1.99711,6.14514,-7.90095
"217,9",-2.3246,6.03868,-8.00365
"217,11",-3.49665,4.89106,-7.9993
"217,13",-4.03956,4.6662,-7.91741
"217,15",-5.19985,4.20212,-7.96097
"217,17",-5.22914,4.18128,-7.76451
"217,19",-4.90965,4.42113,-7.74184
"217,21",-2.27328,6.0252,-7.89787
"217,23",-2.19469,6.04638,-7.92536
"217,25",-2.05643,5.84166,-8.23933
"217,27",-5.22769,4.09814,-7.74138
"217,29",-5.08879,4.3509,-7.88218
"217,31",-5.0712,4.35887,-7.50899
"217,33",-4.82923,4.284,-7.86117
"217,35",-2.88281,5.29349,-8.08553
"217,37",-2.276,5.93721,-8.21963
"217,39",-2.2526,5.78247,-7.30782
"217,41",-2.5254,5.8964,-7.83225
"217,43",-2.41519,5.89028,-7.97436
"217,45",-2.71772,5.6223,-8.07406
"217,47",-4.44869,4.4897,-7.79741
"217,49",-2.65337,5.20917,-8.27612
"217,51",-2.15575,5.42644,-8.03023
"217,53",-2.15385,6.069,-8.04612
"217,55",-1.56613,5.70165,-8.11022
"217,57",-5.04653,4.27039,-7.54721
"217,59",-5.14977,4.15206,-7.62065
"217,61",-2.13223,5.94922,-7.33083
"217,63",-2.12397,6.20576,-7.51867
"217,65",-2.2044,5.62348,-7.09406
"217,67",-2.11865,5.76819,-7.30646
"217,69",-2.16568,5.73801,-7.09518
"217,71",0.719105,-1.81487,5.65575
"217,73",0.577209,-1.79679,5.68213
"217,75",0.520515,-1.8384,5.32295
"217,77",0.298361,-1.81618,5.87829
"217,79",-0.0971968,-1.82745,5.31589
"217,81",0.0957123,-1.6668,5.90154
"217,83",0.258599,-2.03981,5.75581
"217,85",0.180808,-1.5266,5.79864
"217,87",-0.0444059,-2.29607,5.03692
"217,89",0.0795468,-1.90519,5.91675
"217,91",0.00860653,-1.48599,5.41862
"217,93",0.0951889,-2.12314,5.09889
"217,95",0.421682,-1.95436,5.84894
"217,97",3.01161,-4.03925,4.37765
"217,99",2.5464,-4.27528,4.11304
"217,101",-0.138799,-4.91838,3.68796
"217,103",2.7777,-4.22524,4.43836
"217,105",1.65473,-4.85966,3.74352
"217,107",0.0128941,-2.05014,5.74758
"217,109",-0.176554,-4.30614,4.20489
"217,111",-0.045115,-3.64382,4.50416
"217,113",-0.0843261,-5.18213,3.62788
"217,115",-0.142241,-1.87322,5.67072
"217,117",0.132421,-5.04854,3.723
"217,119",0.0536805,-1.79359,5.39125
"217,121",0.0386204,-5.08554,3.79799
"217,123",0.42389,-5.00397,4.04032
"217,125",2.79727,-4.15524,4.23975
"217,127",0.391956,-1.41708,5.65981
"217,129",0.118041,-1.76521,5.76553
"217,131",0.681731,-1.76099,5.65871
"217,133",-0.0849163,-1.67727,5.55315
"220,1",-2.08046,5.82735,-7.46368
"220,3",-2.31144,5.9065,-8.10106
"220,5",-2.42391,5.79356,-7.67899
"220,7",-4.51099,4.54612,-7.84152
"220,9",-4.37114,4.56393,-7.92799
"220,11",-2.65436,5.15293,-7.95651
"220,13",-5.09808,4.34135,-7.70753
"220,15",-4.81883,4.23133,-7.99666
"220,17",-2.4703,5.72228,-7.62339
"220,19",-2.4926,5.64247,-7.6264
"220,21",-1.68079,5.90601,-8.16368
"220,23",-2.27922,6.03807,-8.07662
"220,25",-2.46199,5.77764,-8.26864
"220,27",-5.33706,4.13135,-7.66184
"220,29",-4.62215,4.39503,-7.82902
"220,31",-1.39343,5.42493,-8.44064
"220,33",-4.878,4.43442,-7.94427
"220,35",-2.54222,5.58994,-7.78615
"220,37",-4.81577,4.16279,-7.87846
"220,39",-3.00488,5.29806,-7.8652
"220,41",-2.39847,5.5755,-7.86908
"220,43",-2.43614,5.33494,-8.19917
"220,45",-2.6817,5.70205,-7.98042
"220,47",-3.42626,4.93294,-7.94938
"220,49",-1.51747,5.58881,-8.48078
"220,51",-4.64413,4.40806,-7.74839
"220,53",-4.98381,4.03221,-7.92513
"220,55",-2.29548,6.10369,-7.64727
"220,57",-5.03621,4.26043,-7.59526
"220,59",-5.08548,4.19319,-7.72394
"220,61",-1.91103,5.40809,-8.28512
"220,63",-2.03295,5.81663,-7.46267
"220,65",-2.12561,6.08308,-7.53368
"220,67",-1.76963,5.88775,-7.11887
"220,69",-0.194719,-5.57085,3.57293
"220,71",-2.22562,5.70936,-7.13924
"220,73",-3.06063,5.19989,-7.76395
"220,75",0.0192519,-1.60777,5.66941
"220,77",0.546452,-1.71466,5.8353
"220,79",0.101605,-1.62097,5.73466
"220,81",0.810711,-1.76008,5.80407
"220,83",-0.0334353,-1.70999,5.61589
"220,85",0.255826,-1.95084,6.01572
"220,87",1.51962,-2.80032,5.07832
"220,89",0.0382311,-2.02042,5.68408
"220,91",0.277178,-1.42205,5.57466
"220,93",0.437597,-1.49839,5.45293
"220,95",0.936076,-2.12779,5.692
"220,97",2.76089,-3.79906,4.41201
"220,99",2.92629,-3.83549,4.38687
"220,101",0.133929,-2.20976,5.2023
"220,103",1.05782,-2.08778,5.48322
"220,105",2.40016,-4.38153,4.06707
"220,107",-0.0328994,-1.58443,5.74983
"220,109",0.416576,-1.9778,5.64307
"220,111",0.704681,-1.71636,5.33191
"220,113",-0.0433866,-1.88704,5.86924
"220,115",1.23418,-2.28383,5.43958
"220,117",2.57769,-3.92679,4.41187
"220,119",1.00427,-5.28906,3.58685
"220,121",-0.13454,-4.68714,4.11033
"220,123",0.162807,-5.16976,3.18524
"220,125",0.125082,-3.11114,4.84919
"220,127",0.118146,-1.78334,5.88944
"220,129",0.101817,-1.3476,5.4891
"220,131",0.361034,-1.46294,5.28534
"220,133",0.110667,-1.51312,5.51074
"223,1",-1.72816,5.66405,-8.14001
"223,3",-2.34646,5.38201,-8.10556
"223,5",-2.23637,6.01539,-7.6171
"223,7",-2.27227,5.62636,-8.03248
"223,9",-5.30567,4.18883,-7.88054
"223,11",-5.18615,4.23716,-7.73357
"223,13",-5.15777,4.03247,-7.92532
"223,15",-5.07617,4.11043,-7.92658
"223,17",-2.72387,5.05486,-8.1889
"223,19",-2.30275,5.6535,-8.50732
"223,21",-1.96717,5.39155,-7.90317
"223,23",-5.11247,4.30052,-7.91753
"223,25",-4.51713,4.37447,-7.68602
"223,27",-4.58981,4.28646,-7.87122
"223,29",-2.04967,5.96778,-7.67013
"223,31",-2.45441,5.15856,-8.3209
"223,33",-2.60791,5.05089,-8.27595
"223,35",-2.6733,5.48616,-8.05638
"223,37",-2.13891,5.76298,-7.81482
"223,39",-2.56151,5.95063,-8.02695
"223,41",-4.89358,4.30819,-7.92504
"223,43",-4.28106,4.5922,-7.80383
"223,45",-3.22738,4.97223,-7.98813
"223,47",-4.99695,4.4602,-7.96408
"223,49",-4.99842,4.03615,-7.86299
"223,51",-4.73362,4.36186,-7.88649
"223,53",-2.34948,5.4828,-7.66285
"223,55",-4.15391,4.60574,-7.86675
"223,57",-5.06964,4.03279,-7.88421
"223,59",-5.0661,4.27995,-7.69007
"223,61",-1.23328,5.62862,-8.3532
"223,63",-5.33033,4.30516,-7.61959
"223,65",-2.19802,5.62593,-7.37201
"223,67",-3.44809,4.96531,-7.90194
"223,69",-0.424389,-5.48935,3.34251
"223,71",0.220753,-1.58884,6.02739
"223,73",-1.08172,6.02692,-6.26877
"223,75",-1.55405,5.61286,-6.91341
"223,77",-0.377981,-5.82106,3.16099
"223,79",0.00181218,-5.62784,3.28994
"223,81",1.124,-2.57617,5.15866
"223,83",0.903617,-1.92063,5.6849
"223,85",0.244553,-1.65091,5.71089
"223,87",-0.194075,-2.06785,5.31264
"223,89",0.00759872,-1.58862,5.7783
"223,91",0.247749,-1.4867,5.64308
"223,93",1.51984,-2.53621,5.33601
"223,95",0.628875,-5.02747,3.83392
"223,97",0.00144583,-2.14502,5.45181
"223,99",0.000633044,-1.8867,5.75671
"223,101",0.825588,-2.02771,5.51445
"223,103",0.935758,-1.9069,5.70021
