A0CIB0	1.A.17.1.13
R7QNM6	1.A.22.1.12
Q86VP3	1.A.5.1.1
X5H3P0	3.D.10.1.6
X5GWN5	3.D.10.1.6
X5H2Z3	3.D.10.1.6
X5HJ03	3.D.10.1.6
P38851	9.B.198.1.1
Q06681	9.B.198.2.1
P38717	9.B.198.1.2
P38800	9.B.198.2.2
P43560	9.B.198.2.3
Q08001	9.B.198.2.4
C9SP96	9.B.198.1.3
U9SI45	9.B.198.1.4
Q3KR37	9.B.198.2.5
S2IYZ3	9.B.198.1.5
A8IT08	2.A.29.8.14
A8JCM1	1.A.4.1.13
A8I051	1.A.4.1.11
D8U5T1	1.A.8.10.14
A8IR22	1.A.8.7.4
A8IVT4	1.A.10.2.5
A8HNA8	1.A.77.3.45
E1ZTC8	2.A.1.66.6
A8J7M6	2.A.1.7.21
A8J3N0	2.A.1.7.22
A8IZN8	2.A.1.49.11
A8HMG5	2.A.1.75.6
A8HQH0	2.A.7.20.3
A8JIR6	2.A.29.18.4
A8JF47	2.A.29.9.3
A8JC73	2.A.85.11.4
A8HWD0	4.D.3.1.10
A8IKM0	9.B.51.1.8
A8J7Z7	9.B.51.1.9
A8IUR9	5.B.2.2.5
A8JDF8	9.B.2.1.17
D8TVC8	8.A.114.1.4
L9ZDR4	1.A.1.29.4
H8WCB7	1.A.1.27.4
M0MYF1	1.A.1.29.5
I7LJ17	1.A.1.28.7
Q24498	1.A.3.1.5
P91905	1.A.3.1.6
Q9Y0A1	1.A.3.2.16
Q9VHY7	1.A.4.6.6
Q9VDV4	1.A.17.1.22
F1NQ63	2.A.60.1.26
E1C3S1	2.A.1.13.23
E1BZU1	2.A.1.13.24
Q6MMA9	3.A.1.142.2
Q6MMA8	3.A.1.142.2
M4VB92	3.A.1.20.4
M4VBR2	3.A.1.20.4
M4VF34	3.A.1.20.4
M5EWU5	3.A.3.6.26
Q1LK28	2.A.5.4.17
Q1LAJ7	3.A.3.6.27
Q1LHU8	2.A.4.7.9
Q1LRZ2	2.A.4.3.9
Q31M69	1.A.14.3.8
D0JBC9	1.A.8.2.9
Q9FMV2	9.A.61.1.1
Q9FT96	9.A.61.2.1
M4E3U6	9.A.61.3.1
H8ZJB9	9.A.61.4.1
F4JEW3	9.A.61.1.2
L7KTB5	2.A.102.3.2
M5X8J0	9.A.61.1.3
A9WDS0	3.A.1.17.13
A9WDR9	3.A.1.17.13
A9WDR8	3.A.1.17.13
A9WCZ4	3.A.1.13.2
A9WCZ6	3.A.1.13.2
A9WCZ7	3.A.1.13.2
A9WJX6	3.A.1.32.3
A9WBR9	3.A.1.32.3
A9WHW7	3.A.1.32.3
D6TJP8	3.A.1.26.11
D6TJP9	3.A.1.26.11
D6TJQ0	3.A.1.26.11
D6TJQ1	3.A.1.26.11
I7FD23	2.A.1.2.97
P32319	9.A.63.1.1
P21576	9.A.63.1.1
P32939	9.A.63.1.1
P34110	9.A.63.1.1
P38759	9.A.63.1.1
P40335	9.A.63.1.1
Q92331	9.A.63.1.1
P32913	9.A.63.1.1
W9BHF5	2.A.6.2.49
W1HZL5	3.A.1.106.16
Q54KF7	8.A.74.1.1
K9RY87	1.A.25.1.13
Q9BXJ8	9.B.112.1.2
T1YED1	3.A.1.134.11
Q7A2W7	3.A.1.134.7
Q9HDY3	9.A.29.3.1
Q9LHF3	9.A.29.3.2
G7YQ48	9.A.29.3.3
Q13530	9.A.29.3.4
Q9ZG93	3.A.1.110.12
Q9ZG92	3.A.1.110.12
Q9ZG94	3.A.1.110.12
Q8NB16	1.A.105.1.1
594627457	1.A.105.1.2
Q401N2	1.A.9.2.4
O60320	1.A.37.4.1
E1BKV5	1.A.37.5.1
J9P7D8	1.A.37.6.1
A6NML5	1.A.37.7.1
P48230	8.A.75.1.1
Q96CE8	8.A.75.1.2
Q96DZ7	8.A.75.1.3
Q53R12	8.A.75.1.4
O95807	9.B.199.1.1
P56557	9.B.199.1.2
B7FGM3	9.B.199.1.3
A1CM58	9.B.199.1.4
O43073	9.B.199.1.5
A4HHU9	9.B.199.1.6
Q12016	9.B.199.1.7
L1JGY1	9.B.199.1.8
Q5JRV8	9.B.200.1.1
Q8WV15	9.B.200.1.2
R7UE86	9.B.200.1.3
Q969S6	8.A.76.1.1
Q9H2L4	8.A.76.1.2
M0ZJN1	8.A.76.2.1
R0L4Z1	8.A.76.1.3
I1CE35	8.A.76.1.4
Q6ZVK1	9.B.201.1.1
Q7Z7N9	9.B.201.1.2
E5S213	9.B.201.1.3
V4BB02	9.B.201.1.4
D3DVS1	9.B.202.1.1
Q54Z03	9.B.202.1.2
A6NGA9	8.A.16.3.2
Q01362	1.A.37.3.2
A1E023	1.A.1.10.15
B6KFQ5	9.A.63.1.2
B9PXB8	9.A.63.1.2
V4Z8Z4	9.A.63.1.2
Q94AX5	2.A.106.1.5
Q63GK8	4.A.1.1.17
A8I8C6	2.A.106.1.6
X1WXB1	1.A.3.1.7
Q9NVV5	9.B.203.1.1
W6UES1	9.B.203.1.2
C5GC38	9.B.203.1.3
O83937	2.A.108.2.11
Q2FVF2	2.A.1.46.10
Q2FVE7	3.A.1.5.43
Q2FVE8	3.A.1.5.43
Q2FVE9	3.A.1.5.43
Q2FVF0	3.A.1.5.43
Q2FVF1	3.A.1.5.43
A8IHW3	1.A.1.11.29
A8ISB5	1.A.10.1.18
A8IAT9	1.A.4.1.14
A8JF83	1.A.3.2.17
A9RNL0	1.A.1.11.30
A8IYM3	1.A.1.20.7
Q9SL29	1.A.1.5.27
C4QVV9	2.A.1.1.125
P71469	1.C.29.1.1
R9X2Y5	1.C.29.1.2
H1WT91	1.C.30.1.4
R2S6C2	1.C.29.1.3
G5L3C3	1.C.30.1.5
H1X8H0	2.A.3.14.3
A8DCT2	2.A.1.1.126
X1WW89	3.A.1.208.35
O61141	3.A.26.1.1
Q8ILA1	3.A.26.1.1
Q8IM28	3.A.26.1.1
Q7Z6L0	8.A.58.2.1
Q6ZNR0	8.A.58.2.3
C3ZQD8	8.A.58.2.4
W4Y0F5	8.A.58.2.2
Q91499	8.A.58.1.5
D7B2C7	8.A.58.2.5
G7H3K9	8.A.58.2.6
V7NGM6	8.A.58.2.7
R6MVI4	8.A.58.2.8
C3J8N3	8.A.58.2.9
P04156	1.C.48.1.2
Q5I4J1	1.C.48.1.3
Q9UKY0	1.C.48.1.4
Q5BIV9	1.C.48.1.5
J8TM36	1.A.1.14.8
Q9NP85	8.A.21.1.2
T0QHP5	1.C.96.2.2
K1QP09	2.A.28.4.1
Q9UM00	1.A.106.1.1
T2M3W4	1.A.106.1.2
Q8IA62	1.A.106.1.3
Q5DF80	1.A.106.1.4
B1L790	1.A.106.2.1
B9PJV3	1.A.106.1.5
W8PP26	1.A.106.2.2
C0P6N0	1.A.106.1.6
U6KQS3	1.A.106.1.7
G8LDF3	1.A.106.1.8
A8JH74	1.A.106.1.9
A5UL63	1.A.106.2.3
M0E5W6	1.A.106.2.4
D3RXV6	1.A.106.2.5
H3KBD2	2.A.9.3.7
Q16820	8.A.77.2.1
P78536	8.A.77.1.2
P41231	9.A.14.13.16
Q14TH3	8.A.77.2.2
Q9UKQ2	8.A.77.1.3
Q86X19	9.B.204.1.1
O95858	8.A.40.1.17
O14672	8.A.77.1.4
O43184	8.A.77.1.5
D7A5Q8	2.A.7.3.66
Q9H1C4	2.A.1.58.7
P57088	8.A.124.1.3
O30491	3.A.1.1.49
O30492	3.A.1.1.49
O30493	3.A.1.1.49
O30494	3.A.1.1.49
Q8Y9M3	4.A.5.1.7
Q92EF3	4.A.5.1.7
Q8Y9L9	4.A.5.1.7
W7IXW3	8.A.58.2.10
T1FSM0	8.A.58.2.11
D5T4Y6	8.A.58.2.12
D0WX40	3.D.5.1.1
F6CB17	1.A.43.1.14
Q59Q40	9.A.26.1.4
Q25BZ4	1.B.23.1.24
W4YKR4	8.A.93.2.2
G3X0R8	8.A.93.2.3
F1N859	8.A.93.1.2
D2VNX6	8.A.93.1.3
L8HA63	8.A.93.1.4
A8J968	1.A.1.4.11
Q6P5S7	3.A.2.2.4
C4PYI6	1.A.8.9.11
M0ERE7	1.A.43.1.15
H8FL42	1.B.19.1.9
O33823	5.B.9.1.1
U4QTB2	5.B.9.1.2
Q0F1M8	5.B.9.1.3
D5CLB9	5.B.9.1.4
B5EAK9	5.B.9.1.5
C0QPI2	5.B.9.1.7
D8PBH7	5.B.9.1.6
Q0YNZ7	5.B.9.1.8
E1C3A0	1.A.46.1.6
K4IPL7	2.A.45.2.6
Q8N511	9.B.206.1.1
P32341	9.B.206.2.1
Q8SXS0	9.B.206.1.2
S2JSX8	9.B.206.1.3
Q54FJ8	9.B.206.1.4
A8IIR9	9.B.206.1.5
G4LVB1	9.B.206.1.6
W0T9B7	9.B.206.2.2
B6ZHB9	1.A.8.8.18
Q6IRR9	1.A.8.9.12
V6LB85	1.A.17.5.13
Q54D51	1.A.17.5.14
B8C2G2	1.A.17.5.15
W6KUT9	1.A.17.5.16
I7MB08	1.A.17.6.8
V6TTF6	1.A.17.7.1
K9HYV0	1.A.17.5.17
W7XF35	1.A.17.3.12
V6LQJ0	1.A.17.7.2
T0SCI3	1.A.17.6.9
857974473	1.A.17.6.10
C5F3G8	9.A.32.2.2
C7T8Y9	9.B.124.1.9
C7TET2	9.B.97.6.3
C7T7I3	9.B.2.1.18
C7T8U7	9.B.105.3.4
C7TAQ3	9.B.141.1.3
C7T7Y0	2.A.1.38.4
C7TDY6	2.A.102.4.12
Q9HTB8	3.A.1.103.6
Q9I3V8	3.A.1.103.6
Q1AP37	1.A.17.1.23
F4Q5A9	1.A.17.2.6
O75110	3.A.3.8.16
P98196	3.A.3.8.17
Q9CHU5	2.A.72.1.3
K8DWI0	1.B.1.1.26
660511454	1.B.14.4.3
I2UL24	1.B.6.2.20
J6RCW6	3.A.1.135.7
E2YHZ7	3.A.1.135.7
Q837P5	3.A.1.135.8
Q837P4	3.A.1.135.8
Q832K0	3.A.1.135.9
Q832J9	3.A.1.135.9
L0RBX2	4.A.6.2.1
V2PXV0	4.A.6.3.1
H1XXZ2	4.A.6.1.20
Q1K316	4.A.6.1.21
D9QU69	4.A.6.4.1
L0KAG0	4.A.6.4.2
T4NBW3	4.A.6.1.22
C8X382	4.A.6.2.2
C1A8G2	4.A.6.1.23
E2CNM3	4.A.6.5.1
Q72BK3	4.A.6.2.1
Q72BK2	4.A.6.2.1
C8X383	4.A.6.2.2
C8X384	4.A.6.2.2
C1A8G1	4.A.6.1.23
C1A8G0	4.A.6.1.23
C1A8G3	4.A.6.1.23
Q1K314	4.A.6.1.21
Q1K315	4.A.6.1.21
Q1K317	4.A.6.1.21
H1XXZ1	4.A.6.1.20
H1XXZ0	8.A.8.1.5
H1XXY9	8.A.7.1.5
Q6MGQ9	2.A.64.1.3
Q6MK41	2.A.64.1.3
Q6MGQ8	2.A.64.1.3
Q6ML26	2.A.64.1.3
Q9NRQ2	9.A.36.1.4
O95210	9.B.207.1.1
C8X4S8	4.A.6.2.2
L0R9B7	4.A.6.2.1
H1XUM6	4.A.6.1.20
H1XUM7	4.A.6.1.20
V2QAC2	4.A.6.3.1
V2Q940	4.A.6.3.1
V2RIC7	4.A.6.3.1
Q6MJ49	9.A.31.1.3
Q6MJ48	9.A.31.1.3
Q6MQP0	1.A.30.3.3
Q6MQP1	1.A.30.3.3
Q6MQP2	1.A.30.3.3
Q6MNS0	1.A.30.5.1
Q6MKL1	1.A.30.3.4
Q6MKL2	1.A.30.3.4
Q6MKL3	1.A.30.3.4
Q6SJ76	2.A.7.3.67
Q8TZX5	2.A.66.1.45
J7KE41	2.A.66.1.46
C3RVM5	2.A.66.1.47
A7GJP5	1.C.31.2.1
G9Z5W2	1.C.53.1.7
D2U9T3	1.C.53.1.8
Q9I4H4	4.D.3.1.11
S2NE98	9.B.105.2.2
K0N7U5	9.B.182.1.7
D7DZ51	9.B.227.2.2
Q6LIW2	9.B.102.1.21
C0VZJ6	9.B.226.1.9
D5EMS5	9.B.227.2.3
T0MT85	9.B.102.1.22
U2K2Z7	9.B.227.2.4
A6C196	9.B.227.2.5
K9B2Q0	9.B.226.1.10
L9W103	9.B.2.9.1
G2Z2U6	9.B.227.2.6
X0N9X4	9.B.106.4.1
H5WXB4	9.B.54.1.3
K0JYK9	9.B.106.1.5
L9WQV2	9.B.54.1.4
W5WK08	9.B.106.1.6
I4EGF2	9.B.54.1.5
Q9NVV0	1.A.62.1.3
O75787	8.A.80.1.1
P23297	8.A.81.1.1
P60903	8.A.81.1.2
Q96FQ6	8.A.81.1.3
P22676	8.A.82.1.2
Q9ZR02	8.A.82.1.3
Q9W0M9	8.A.82.1.4
W9W090	8.A.82.1.5
P04271	8.A.81.1.4
S4RU13	1.A.6.1.9
Q1XA79	1.A.6.1.10
P76330	9.B.34.1.4
P37651	4.D.3.1.6
P75882	1.B.14.16.11
P0A932	1.B.18.3.8
Q93Z75	2.A.7.19.3
Q9LZD0	2.A.39.3.11
V9SBV7	2.A.39.3.12
R9WAS9	2.A.39.3.13
A8J166	2.A.39.3.14
P11473	9.B.208.1.1
Q6ZSJ9	8.A.83.1.1
P54228	1.C.33.1.11
P30559	9.A.14.10.4
O48538	5.B.1.1.9
P36033	5.B.1.5.3
P92949	5.B.1.4.4
P24046	1.A.9.5.5
Q8I0U9	2.A.7.9.24
J0LLE1	1.A.43.3.2
B3DT22	1.A.43.3.3
B8DVC3	1.A.43.3.4
P08668	1.G.20.1.1
Q66034	1.G.20.2.1
J3S7E1	1.G.20.2.2
B8PWH4	1.G.20.2.3
I1ST82	1.G.20.1.2
J4FBX9	1.G.20.1.3
Q9KTU5	3.B.1.1.6
Q6A1F6	3.B.1.1.6
Q9KTU4	3.B.1.1.6
A9BQS6	2.A.7.37.1
M9MY71	2.A.1.14.43
L8H804	1.A.43.1.16
C7T873	9.B.98.1.8
Q93K41	2.A.6.2.49
A6T6J1	2.A.6.2.49
Q6MMD5	9.B.18.2.1
Q6MJ43	4.D.2.2.3
Q8TAV4	8.A.21.1.3
E9FWU7	1.C.39.15.2
W9WUS2	1.C.39.16.2
Q6UWJ1	2.A.37.1.11
Q3A884	2.A.37.3.2
V5WD80	2.A.37.3.3
Q9UK28	8.A.84.1.1
W4YAQ7	8.A.84.1.2
L7M888	8.A.84.1.3
P64545	9.B.209.1.1
Q7CJK3	9.B.209.1.2
M3EPY9	9.B.210.1.1
N1WLQ6	9.B.210.1.2
K9ZR90	9.B.44.2.3
A2RHF6	9.B.44.2.4
D0J5W3	9.B.44.1.2
D3E3Z3	9.B.44.3.1
A5UJZ5	9.B.44.3.2
B1HGV3	9.B.211.1.1
C0B844	9.B.211.1.2
H0E5G9	9.B.211.1.3
Q9VDD3	9.B.39.1.6
G4TIR7	2.A.1.1.127
D4JCL4	4.B.1.1.7
A1RZ61	8.A.7.1.6
A1RZ60	8.A.8.1.6
A1RZ67	4.A.6.1.24
A1RZ66	4.A.6.1.24
A1RZ69	4.A.6.1.24
Q1ECX5	2.A.90.1.4
M4VPV1	3.A.1.208.36
Q6MK68	3.A.1.208.38
Q6MK69	3.A.1.208.38
A8WCI8	2.A.71.1.5
P61073	9.A.14.13.17
V6AV31	1.A.9.8.3
Q8TPA6	2.A.19.5.4
Q9W269	2.A.60.1.27
Q9I7N0	3.A.1.208.39
Q961H2	2.A.1.50.4
A5K427	1.A.15.1.3
A0C0A9	1.A.15.1.2
F4IWB6	1.A.15.1.4
E1Z497	1.A.15.1.5
V2MUF2	2.A.127.1.1
P0AD27	2.A.127.1.2
V6AJ90	2.A.127.1.3
Q1D240	2.A.127.1.4
P20594	8.A.85.1.2
P25092	8.A.85.1.1
Q02846	8.A.85.1.3
P35372	9.A.14.13.18
Q963F3	2.A.22.1.10
Q9XTY9	8.A.80.1.2
P11827	1.C.121.1.1
P04347	1.C.121.1.2
Q0P7K3	2.A.66.1.48
A8WI01	1.A.1.5.28
R7QP87	1.A.11.2.12
W5P0N7	2.A.123.1.19
P69905	1.A.107.1.1
P68871	1.A.107.1.2
P02144	1.A.107.1.3
Q9NPG2	1.A.107.1.4
Q8WWM9	1.A.107.1.5
q5v5x5	4.A.2.1.26
Q5V5X4	4.A.2.1.26
Q5V5X3	4.A.2.1.26
Q5V5X2	4.A.2.1.26
Q5V5X1	4.A.2.1.26
O51590	4.A.1.1.18
Q3MFM5	2.A.123.2.8
Q9UJ42	9.A.14.19.1
E4QTE3	2.A.123.2.9
G5AIC0	2.A.123.2.10
W2Q9B8	2.A.123.2.11
H8I9W6	2.A.123.2.12
Q8EG32	5.B.5.1.3
Q8EGE5	5.B.5.1.4
I3IJ02	2.A.123.2.13
P19397	8.A.40.1.18
P18759	1.F.1.1.2
P32912	1.F.1.1.2
Q08831	1.F.1.1.2
P07581	9.A.65.1.1
L0CML7	1.C.62.1.2
L0CKQ8	1.C.62.1.3
L0CMD2	1.C.62.1.4
R9TIS4	3.A.23.3.1
R9TLS2	3.A.23.3.1
R9THZ1	3.A.23.3.1
R9TLR6	3.A.23.3.1
R9TM59	3.A.23.3.1
R9TJM9	3.A.23.3.1
R9TIT3	3.A.23.3.1
R9TLS9	3.A.23.3.1
R9TJM7	3.A.23.3.1
R9TM49	3.A.23.3.1
R9THY1	3.A.23.3.1
R9TIQ4	3.A.23.3.1
R9RIQ1	3.A.23.4.1
R9RIN9	3.A.23.4.1
R9RFN4	3.A.23.4.1
R9RIP4	3.A.23.4.1
R9RHI3	3.A.23.4.1
R9RHJ4	3.A.23.4.1
R9RIP0	3.A.23.4.1
R9RFN6	3.A.23.4.1
R9RHI9	3.A.23.4.1
R9RHK3	3.A.23.4.1
R9RIP9	3.A.23.4.1
Q747U3	3.A.23.5.1
Q747U2	3.A.23.5.1
Q747U1	3.A.23.5.1
Q74G22	3.A.23.5.1
Q74G21	3.A.23.5.1
Q74G20	3.A.23.5.1
Q74G19	3.A.23.5.1
Q747T8	3.A.23.5.1
Q74G24	3.A.23.5.1
Q74G23	3.A.23.5.1
Q747V0	3.A.23.5.1
Q747U9	3.A.23.5.1
A7BIX4	1.A.8.8.19
W9AE99	9.A.66.1.2
I8AJB9	9.A.66.1.3
C3RTM3	1.A.1.10.16
Q9NY37	1.A.6.1.11
P51810	9.A.14.20.1
A5Y0C3	2.A.1.1.128
P0C1V1	1.C.122.1.1
Q56CZ9	1.C.122.1.2
Q9H295	1.N.1.1.1
Q9BR26	1.N.1.1.1
Q08722	1.N.1.1.1
Q99527	9.A.14.13.19
O43405	8.A.54.1.3
Q9NA73	1.A.62.1.4
A6NI61	1.N.2.1.1
G5ECA1	1.N.4.1.1
G5EBM0	1.N.4.1.2
Q9VBW1	1.N.2.1.2
E1BWD8	1.N.2.1.3
Q6IQ69	1.N.2.1.4
C3Y7J9	1.N.4.1.3
E9FUH7	1.N.2.1.5
Q9HCN3	1.N.2.1.6
A6NDV4	1.N.2.1.7
G5EGL9	1.N.4.1.4
P60508	1.G.9.1.2
P03205	1.G.21.1.1
F5HCH8	1.G.22.1.1
Q993G6	1.G.21.1.2
O36400	1.G.21.1.3
Q6DUV0	1.C.111.1.11
Q6SW67	1.G.22.1.1
F5HB53	1.G.22.1.1
P33332	1.F.2.1.1
P89102	1.F.2.1.1
P32844	1.F.2.1.1
P32855	1.F.2.1.1
Q06245	1.F.2.1.1
P22224	1.F.2.1.1
P19658	1.F.2.1.1
P38261	1.F.2.1.1
Q9NV70	1.F.2.1.2
Q9SX85	1.F.2.1.3
Q8S3U9	1.F.2.1.3
Q94AI6	1.F.2.1.3
Q93YU5	1.F.2.1.3
Q8RVQ5	1.F.2.1.3
Q9LXX6	1.F.2.1.3
Q9LZD3	1.F.2.1.3
F4I4B6	1.F.2.1.3
Q96KP1	1.F.2.1.2
O60645	1.F.2.1.2
Q96A65	1.F.2.1.2
O00471	1.F.2.1.2
Q8TAG9	1.F.2.1.2
Q9UPT5	1.F.2.1.2
Q8IYI6	1.F.2.1.2
C6EVG6	1.C.85.4.1
D2X5W4	1.C.85.4.2
A7SCE9	1.C.85.4.3
P16462	1.C.11.1.7
P18790	8.A.1.3.4
P23702	3.A.1.109.8
Q2EHL7	1.B.17.3.11
Q45757	1.C.41.2.1
Q6BE09	1.C.2.1.8
P14222	1.C.39.2.8
Q45723	1.C.71.1.3
S7Q7G4	1.C.71.2.2
T1WIB6	1.C.71.2.3
S8E3M3	1.C.71.2.4
A5N971	1.C.71.1.4
Q939R4	1.C.4.7.2
P40527	3.A.3.8.18
A3M3H0	1.B.40.2.6
K7NTM2	1.E.8.1.5
R4I3J1	1.C.2.3.2
Q7W4U8	1.B.1.4.9
A7HRC0	2.A.7.38.1
M0BLM2	2.A.7.2.5
U9UBE8	2.A.7.2.3
D5XB62	2.A.7.33.6
F2NJV5	2.A.7.40.1
K0DP05	2.A.7.1.13
B8IXA7	2.A.7.3.68
S7UTD5	2.A.7.29.1
P08962	8.A.40.1.19
I2GQU8	2.A.7.40.2
M7NXC4	2.A.7.3.69
D7DP26	2.A.7.40.3
H0JCL7	2.A.7.1.12
A9FVN6	2.A.7.1.14
I0HAS1	2.A.7.1.15
E1R853	2.A.7.22.3
B2J5K2	2.A.7.33.7
K9FTF6	2.A.7.2.4
M5UGY9	2.A.7.6.2
I3CAS8	2.A.7.6.3
L1IYV3	2.A.7.6.4
W7FSC1	2.A.7.29.2
K3WB25	2.A.7.29.3
C6TK29	2.A.7.29.4
J2XWV2	2.A.7.37.2
K0Q2P4	2.A.7.37.3
W1KYZ6	2.A.7.38.2
A3VAR1	2.A.7.38.3
Q9HTC3	2.A.7.2.6
L9XT14	2.A.7.2.7
M0J8Z5	2.A.7.2.8
Q058P6	2.A.7.20.4
O86187	3.A.1.5.44
O86189	3.A.1.5.44
O86190	3.A.1.5.44
O86191	3.A.1.5.44
O86188	3.A.1.5.44
P0AFL9	9.A.69.1.1
P43671	9.A.69.1.1
G0F6K7	9.A.69.1.1
P0AD03	9.A.69.1.2
P76272	9.A.69.1.2
A3KAM9	1.B.33.2.5
A3KAM8	9.B.22.1.5
Q1INS5	9.B.22.1.6
D5H8L6	9.B.22.1.7
C9LRC0	9.B.22.1.8
S0EZ79	9.B.22.1.9
Q9M903	1.B.82.1.1
Q8VY77	8.A.86.1.1
A4S0M9	1.B.82.1.2
A4RST9	8.A.86.1.2
M1VLW5	8.A.86.1.3
A5C9I8	1.B.82.1.3
C6T192	9.A.43.1.2
K4CL21	9.A.43.1.3
U5GXK3	9.A.43.1.4
B4FV28	9.A.43.1.5
Q5Z575	9.A.43.1.6
Q2R8Q6	9.A.43.1.7
M7Z0P9	9.A.43.1.8
R7W971	2.A.17.3.22
E1AW23	2.A.58.1.7
U5TZY3	1.G.5.1.2
H8XWS8	1.G.5.1.3
U5YDR4	1.G.5.1.4
Q0QVN6	2.A.32.1.2
C3TYS7	2.A.32.1.3
H7ESS5	3.D.4.3.3
P00505	9.A.70.1.1
O60343	8.A.87.1.1
Q86TI0	8.A.87.1.4
H2RT55	8.A.87.1.3
Q8NLS1	2.A.6.5.10
Q8NTS1	2.A.6.5.11
F6ES94	3.A.1.154.2
D9WH14	3.A.1.155.5
F9VRS8	3.A.1.154.3
Q13061	8.A.28.1.3
Q8CH79	8.A.28.1.4
P31415	8.A.88.1.1
F6P0J3	8.A.88.1.2
U3IW20	8.A.88.1.3
V5IFI8	8.A.88.1.4
Q5R3K3	1.A.84.1.6
Q8BRU4	1.C.111.1.12
P04288	9.B.212.1.1
A6MHQ4	8.A.118.1.1
Q4KMZ8	8.A.118.1.2
Q8N8D7	8.A.118.1.4
Q5VXU1	8.A.118.1.3
Q8VLX7	2.A.4.7.10
A7L035	1.C.112.1.4
A5LGM7	2.A.1.1.129
Q19N58	2.A.36.7.10
	3.A.26.1.1
Q8IDP4	3.A.26.1.1
Q8IIU7	3.A.26.1.1
O97252	3.A.26.1.1
Q9RTP8	2.A.55.3.7
Q9VDL7	2.A.29.12.7
M1Q159	2.A.1.6.13
I7FXJ5	2.A.4.5.3
Q9LCB8	1.C.12.1.13
H9C4P7	1.B.6.1.23
Q9ULB1	8.A.74.1.2
Q26627	1.A.5.1.4
Q7Z2B5	1.A.5.2.3
Q95V80	1.A.5.1.6
Q6IVD6	1.A.5.1.5
O86810	3.A.12.1.4
Q9ZBA6	2.A.103.1.9
P49858	8.A.61.1.6
Q14654	1.A.2.1.17
Q26094	1.A.1.2.22
P02710	1.A.9.1.9
P02712	1.A.9.1.9
P02714	1.A.9.1.9
P02718	1.A.9.1.9
O76977	1.A.1.5.29
C4ST46	2.A.28.2.9
Q6JIY7	1.B.70.1.12
Q0GA84	2.A.7.12.16
P48565	9.B.213.1.1
Q9P904	9.B.213.1.2
Q6CFI5	9.B.213.1.3
A5H0X7	9.B.213.1.4
Q8IEW2	3.A.20.1.3
Q38DH6	3.A.20.1.3
Q00449	3.A.1.201.24
A0QSN1	3.A.24.5.1
A0QSM7	3.A.24.5.1
A0QSM9	3.A.24.5.1
A0QSM8	3.A.24.5.1
A0QNI9	3.A.24.5.1
A0QSN0	3.A.24.5.1
L8FHH3	3.A.24.5.1
L8FGI7	3.A.24.5.1
O48472	1.E.31.1.13
O48470	1.E.31.1.13
E0U1U5	1.E.31.1.14
P39798	1.E.31.1.14
Q5GD93	1.C.75.1.5
B2WDS4	2.A.106.2.5
1092917156	1.C.4.5.2
B7HI79	3.A.5.7.3
Q0W3W9	2.A.58.2.6
U3TG55	2.A.1.2.98
U4LWM1	1.A.76.1.14
F0WB14	1.A.76.1.7
I7LWL7	1.A.76.1.7
E3PBQ7	2.A.66.2.24
G8JT79	2.A.4.4.8
F1R852	8.A.68.1.8
Q9VIK1	8.A.68.1.9
Q9V3N6	8.A.68.1.10
G8BZ79	8.A.68.1.11
I7MD82	8.A.68.1.12
P32847	2.A.31.1.4
Q9ULJ7	9.A.3.1.1
AHL29283.1	2.A.1.9.12
A5I843	1.A.1.10.17
A4WTL9	1.A.62.2.4
E4VQD8	9.A.8.1.13
B6JLI8	2.A.6.3.12
B6JLI9	2.A.6.3.12
B6JLJ0	2.A.6.3.12
F0R9C2	3.A.1.112.10
A5X7X7	3.A.1.201.25
Q569T7	2.A.1.7.23
Q63ZP5	2.A.1.1.130
P35609	8.A.66.1.3
P21333	8.A.66.1.4
AJP61612.1	1.A.40.1.2
Q3I5L2	2.A.36.5.5
P53337	9.B.214.1.1
O15260	9.B.214.1.2
WP_072720259.1	9.B.214.2.1
SAK80392.1	9.B.214.2.2
WP_013628319.1	9.B.214.2.3
WP_038790829.1	9.B.214.2.4
V6LJH8	1.A.17.7.3
V6LR63	1.A.17.7.4
A8B7A1	1.A.17.7.5
A0CTV0	1.A.17.3.13
A0CTU9	1.A.17.3.14
A0CTV1	1.A.17.3.15
OAA61750.1	8.A.87.1.2
J7QZU1	2.A.67.2.10
P0A1C1	3.A.6.1.2
P0A1K9	3.A.6.1.2
P0A1M4	3.A.6.1.2
P0A1M6	3.A.6.1.2
P0A1M8	3.A.6.1.2
P0A1K3	3.A.6.1.2
	3.A.6.1.2
P0A1L3	3.A.6.1.2
P0A1K5	3.A.6.1.2
P35530	3.A.6.1.2
P57764	1.C.123.1.1
Q96QA5	1.C.123.1.2
Q8TAX9	1.C.123.1.3
Q9BYG8	1.C.123.1.4
O60443	1.C.123.1.5
Q0ZLH3	1.C.123.1.7
F8W4T7	1.C.123.1.6
O57474	1.A.24.1.11
Q5SLB4	3.A.1.1.50
Q5SLB5	3.A.1.1.50
Q5SLB6	3.A.1.1.50
Q5SLB7	3.A.1.1.50
O75369	8.A.66.1.5
Q14315	8.A.66.1.6
O60477	1.C.39.17.1
Q9C0B6	1.C.39.17.2
A8WGR6	1.H.1.1.17
Q921C1	1.A.24.1.12
D3JL32	1.A.9.1.10
F1KYJ9	1.A.9.1.11
H9ZSC3	3.E.1.6.9
