KEGG_Entry,Definition,KO,Length,Sw-Score,Margin,bits,identity,overlap,best(all)
hpe:HPELS_01385,"auto phosphorylating histidine kinase",K03407,803,238,14,60,0.294,119,"-> 4"
hpg:HPG27_1005,"auto phosphorylating histidine kinase",K03407,807,238,17,60,0.294,119,"-> 4"
hph:HPLT_05255,"auto phosphorylating histidine kinase",K03407,804,238,28,60,0.294,119,"-> 4"
hpi:hp908_1052,"Signal transduction histidine kinase",K03407,210,238,17,60,0.294,119,"-> 2"
hpj:jhp_0989,"histidine kinase",K03407,815,238,13,60,0.294,119,"-> 5"
hpl:HPB8_442,"two-component system, chemotaxis family, s",K03407,816,238,16,60,0.294,119,"-> 4"
hpm:HPSJM_05225,"auto phosphorylating histidine kinase",K03407,806,238,17,60,0.294,119,"-> 4"
hpp:HPP12_1028,"autophosphorylating histidine kinase",K03407,805,238,18,60,0.294,119,"-> 4"
hpv:HPV225_1077,"autophosphorylating histidine kinase",K03407,806,238,29,60,0.294,119,"-> 4"
hpy:HP0392,"histidine kinase CheA",K03407,803,238,17,60,0.294,119,"-> 4"
hpya:HPAKL117_04960,"autophosphorylating histidine kinas",K03407,821,238,21,60,0.294,119,"-> 4"
hpyb:HPOKI102_05575,"chemotaxis protein A",K03407,805,238,17,60,0.294,119,"-> 4"
hpyc:HPOKI112_05610,"chemotaxis protein A",K03407,827,238,17,60,0.294,119,"-> 4"
hpyf:HPOKI422_05600,"chemotaxis protein A",K03407,807,238,17,60,0.294,119,"-> 4"
hpyi:K750_06885,"chemotaxis protein A",K03407,816,238,25,60,0.294,119,"-> 4"
hpys:HPSA20_1093,"response regulator",K03407,806,238,17,60,0.294,119,"-> 3"
mve:X875_10660,"Two component system response regulatory",,240,238,18,60,0.333,120,"-> 4"
mvg:X874_10070,"Two component system response regulatory",,240,238,16,60,0.333,120,"-> 4"
mvi:X808_10840,"Two component system response regulatory",,240,238,13,60,0.333,120,"-> 5"
nmw:NMAA_0448,"putative two-component system transcripti",K02483,225,238,74,60,0.311,122,"-> 2"
nmx:NMA510612_0897,"putative two-component system transc",K02483,242,238,74,60,0.311,122,"-> 2"
psal:PSLF89_2798,"winged helix family two component tran",,237,238,13,60,0.339,121,"-> 7"
sua:Saut_0526,"two component transcriptional regulator,",,220,238,12,60,0.344,122,"-> 17"
wvi:Weevi_1173,"two component transcriptional regulator,",K07658,225,238,39,60,0.331,118,"-> 5"
bhy:BHWA1_00931,OmpR,K07658,228,237,23,60,0.342,117,"-> 7"
bip:Bint_0924,OmpR,K07658,228,237,23,60,0.342,117,"-> 7"
bvt:P613_02105,"diguanylate cyclase",K18444,305,237,59,60,0.316,114,"-> 2"
emi:Emin_0001,"response regulator receiver protein",,118,237,30,60,0.322,121,"<-> 5"
emr:EMUR_01560,"response regulator PleD",K02488,458,237,42,60,0.283,120,"-> 2"
fpp:FPB0191_00060,"Response regulator with CheY-like rec",,237,237,3,60,0.347,118,"-> 8"
hic:NTHIC486_00137,"Alkaline phosphatase synthesis trans",,227,237,26,60,0.308,120,"-> 6"
hik:HifGL_000514,"transcriptional regulatory protein Cpx",,227,237,26,60,0.308,120,"-> 6"
hip:CGSHiEE_07865,"nucleoid-associated protein NdpA",K07662,227,237,25,60,0.308,120,"-> 5"
hiz:R2866_1556,"Response regulator CpxR",K07662,227,237,26,60,0.308,120,"-> 6"
hpn:HPIN_05235,"auto phosphorylating histidine kinase",K03407,804,237,16,60,0.294,119,"-> 4"
lso:CKC_01590,"two component response regulator",K11443,123,237,4,60,0.291,117,"-> 2"
mls:MSLAZ_1145,"Response regulator receiver",,284,237,13,60,0.271,118,"-> 10"
mvr:X781_11920,"Response regulator",,189,237,13,60,0.325,120,"-> 5"
rak:A1C_01745,"response regulator PleD",K02488,450,237,16,60,0.292,120,"-> 3"
rbe:RBE_0973,"response regulator PleD",K02488,457,237,8,60,0.311,119,"-> 3"
rbo:A1I_03790,"response regulator PleD",K02488,457,237,6,60,0.311,119,"-> 3"
sig:N596_04460,"PhoP family transcriptional regulator",K07668,233,237,16,60,0.292,120,"-> 6"
slu:KE3_1686,"hypothetical protein",,230,237,2,60,0.347,118,"-> 11"
stb:SGPB_1449,"two-component system, OmpR family, respon",K07668,236,237,6,60,0.300,120,"-> 10"
stk:STP_0357,"response regulator protein",K07668,236,237,1,60,0.292,120,"-> 5"
bbn:BbuN40_0419,"response regulatory protein",K18444,307,236,61,60,0.325,114,"-> 2"
bbu:BB_0419,"response regulator",K18444,307,236,61,60,0.325,114,"-> 2"
bbur:L144_02055,"response regulator",K18444,307,236,61,60,0.325,114,"-> 2"
bbz:BbuZS7_0421,"response regulatory protein",K18444,305,236,61,60,0.325,114,"-> 2"
heb:U063_1374,"Signal transduction histidine kinase CheA",K03407,807,236,12,60,0.294,119,"-> 3"
hez:U064_1379,"Signal transduction histidine kinase CheA",K03407,807,236,24,60,0.294,119,"-> 3"
hia:H733_1609,"Copper-sensing two-component system respo",,227,236,24,60,0.308,120,"-> 6"
hpq:hp2017_1014,"Histidine kinase",K03407,810,236,15,60,0.294,119,"-> 2"
lau:G293_02750,"two component response regulator",K11443,123,236,5,60,0.299,117,"-> 2"
meq:MSWHS_1321,"Response regulator receiver",,284,236,16,60,0.263,118,"-> 11"
pgr:PGTG_01791,"hypothetical protein",K19691,1635,236,2,60,0.333,120,"-> 4"
pom:MED152_10655,"two-component system response regulato",K07658,229,236,21,60,0.263,118,"-> 11"
rms:RMA_0328,"response regulator PleD",K02488,456,236,14,60,0.283,120,"-> 3"
sun:SUN_2094,"two-component response regulator",K02483,222,236,25,60,0.331,118,"-> 20"
tcm:HL41_08340,"hypothetical protein",K07657,224,236,20,60,0.300,120,"-> 7"
apa:APP7_0674,"transcriptional regulatory protein CpxR",K07662,242,235,27,59,0.317,120,"-> 6"
asu:Asuc_0781,"two component transcriptional regulator,",K07662,234,235,6,59,0.333,120,"-> 6"
ech:ECH_0773,"response regulator PleD",K02488,458,235,40,59,0.275,120,"-> 2"
echa:ECHHL_0684,"diguanylate cyclase domain protein",K02488,458,235,40,59,0.275,120,"-> 2"
echj:ECHJAX_0369,"diguanylate cyclase domain protein",K02488,458,235,40,59,0.275,120,"-> 2"
echl:ECHLIB_0366,"diguanylate cyclase domain protein",K02488,458,235,40,59,0.275,120,"-> 2"
echp:ECHWP_0679,"diguanylate cyclase domain protein",K02488,458,235,40,59,0.275,120,"-> 2"
echs:ECHOSC_0694,"diguanylate cyclase domain protein",K02488,458,235,40,59,0.275,120,"-> 2"
echv:ECHSTV_0359,"diguanylate cyclase domain protein",K02488,458,235,40,59,0.275,120,"-> 2"
echw:ECHWAK_0366,"diguanylate cyclase domain protein",K02488,458,235,40,59,0.275,120,"-> 2"
gsl:Gasu_40180,"[pt] two-component system, NarL family,",,218,235,0,59,0.274,117,"-> 4"
gtt:GUITHDRAFT_119525,"hypothetical protein",,192,235,12,59,0.336,116,"-> 8"
nmg:Nmag_1130,"response regulator receiver protein",,121,235,47,59,0.300,120,"-> 12"
pys:Py04_0535,"chemotaxis response regulator",K03413,120,235,62,59,0.322,121,"-> 2"
ram:MCE_02290,"response regulator PleD",K02488,450,235,14,59,0.292,120,"-> 3"
rmo:MCI_05800,"response regulator PleD",K02488,450,235,12,59,0.292,120,"-> 3"
slh:YH65_01730,"chemotaxis protein CheY",,221,235,25,59,0.333,117,"-> 14"
aca:ACP_1249,"KdpE protein",K07667,238,234,3,59,0.331,118,"-> 20"
bex:A11Q_935,"putative 2-component transcriptional regul",,226,234,15,59,0.347,118,"-> 16"
bhi:L283_02040,"diguanylate cyclase",K18444,309,234,51,59,0.333,114,"-> 3"
bhr:BH0419,"two-component response regulator",K18444,310,234,51,59,0.333,114,"-> 3"
bpak:X966_02070,"diguanylate cyclase",,310,234,44,59,0.342,114,"-> 2"
btu:BT0419,"two-component response regulator",K18444,310,234,0,59,0.342,114,"-> 1"
cey:CleRT_12590,"Phosphate regulon transcriptional regul",K07657,232,234,0,59,0.336,119,"-> 1"
dav:DESACE_05070,"OmpR family, response regulator",K07657,222,234,1,59,0.350,120,"-> 9"
hms:HMU09200,"two-component system, response regulator",K02483,226,234,13,59,0.333,120,"-> 4"
mef:MSWH1_1245,"Response regulator receiver",,284,234,14,59,0.263,118,"-> 11"
pab:PAB1330,"chemotaxis response regulator",K03413,120,234,64,59,0.322,121,"-> 2"
pko:PKOR_12970,"transcriptional regulator",,227,234,3,59,0.314,118,"-> 15"
psn:Pedsa_0842,"integral membrane sensor hybrid histidin",,1328,234,4,59,0.345,119,"-> 31"
pyn:PNA2_1132,"chemotaxis response regulator",K03413,120,234,67,59,0.322,121,"-> 2"
rra:RPO_01820,"response regulator PleD",K02488,450,234,11,59,0.283,120,"-> 3"
rrb:RPN_05085,"response regulator PleD",K02488,450,234,11,59,0.283,120,"-> 3"
rrc:RPL_01815,"response regulator PleD",K02488,450,234,11,59,0.283,120,"-> 3"
rrh:RPM_01805,"response regulator PleD",K02488,450,234,11,59,0.283,120,"-> 3"
rrj:RrIowa_0389,"response regulator PleD",K02488,450,234,11,59,0.283,120,"-> 3"
rrm:RRM_01785,"diguanylate cyclase",K02488,450,234,11,59,0.283,120,"-> 3"
rrn:RPJ_01805,"response regulator PleD",K02488,450,234,11,59,0.283,120,"-> 3"
smc:SmuNN2025_0587,"response regulator",K07668,235,234,24,59,0.283,120,"-> 9"
smj:SMULJ23_0602,"putative response regulator CovR",K07668,235,234,24,59,0.283,120,"-> 9"
smn:SMA_1570,"two-component response regulator SA14-24",K07668,236,234,1,59,0.292,120,"-> 9"
smu:SMU_1517,"response regulator CovR",K07668,235,234,20,59,0.283,120,"-> 9"
smua:SMUFR_1316,"response regulator CovR",K07668,235,234,20,59,0.283,120,"-> 9"
smut:SMUGS5_06830,"putative response regulator CovR",K07668,235,234,25,59,0.283,120,"-> 9"
cex:CSE_07810,"OmpR family two-component system response",,225,233,4,59,0.308,120,"-> 4"
cnb:CNBG2500,"hypothetical protein",,1821,233,23,59,0.330,115,"-> 6"
cne:CNG02240,"protein-histidine kinase",,1816,233,23,59,0.330,115,"-> 6"
ehh:EHF_0676,"diguanylate cyclase domain protein",K02488,458,233,37,59,0.283,120,"-> 2"
fbr:FBFL15_1953,"two component system response regulator",,223,233,3,59,0.345,116,"-> 14"
lan:Lacal_1289,"two component transcriptional regulator,",K07658,227,233,10,59,0.280,118,"-> 13"
lip:LI0687,"Response regulator containing CheY-like rece",,465,233,7,59,0.381,105,"-> 4"
lir:LAW_00713,"Fis family transcriptional regulator",K13599,465,233,7,59,0.381,105,"-> 4"
msj:MSSAC_2753,"Response regulator receiver",,284,233,9,59,0.271,118,"-> 15"
msw:MSSIT_1400,"Response regulator receiver",,284,233,11,59,0.271,118,"-> 15"
msz:MSSIH_1362,"Response regulator receiver",,284,233,11,59,0.271,118,"-> 15"
pho:PH0482,"120aa long hypothetical chemotaxis protein (",K03413,120,233,73,59,0.314,121,"-> 2"
pya:PYCH_15430,"chemotaxis response regulator",K03413,120,233,57,59,0.322,121,"-> 2"
rmi:RMB_06550,"response regulator PleD",K02488,450,233,11,59,0.283,120,"-> 3"
rrp:RPK_01795,"response regulator PleD",K02488,450,233,10,59,0.283,120,"-> 3"
tmc:LMI_1789,"Transcriptional regulatory protein CpxR",,226,233,13,59,0.328,119,"-> 13"
ang:ANI_1_154174,"histidine kinase G2",,652,232,33,59,0.364,118,"-> 7"
fba:FIC_01008,"response regulator receiver domain protei",,120,232,12,59,0.298,121,"-> 12"
rcc:RCA_01295,"response regulator PleD",K02488,450,232,9,59,0.283,120,"-> 3"
tde:TDE0492,"sensor histidine kinase/response regulator",,369,232,32,59,0.324,105,"-> 6"
bpip:BPP43_00795,"transcriptional regulatory protein",K07658,227,231,24,59,0.342,117,"-> 6"
bpj:B2904_orf946,"winged helix family two component tran",K07658,227,231,24,59,0.342,117,"-> 6"
bpo:BP951000_0446,"transcriptional regulatory protein",K07658,227,231,24,59,0.342,117,"-> 6"
bpw:WESB_1739,"transcriptional regulatory protein",K07658,227,231,24,59,0.342,117,"-> 5"
cpo:COPRO5265_0561,"DNA-binding response regulator YycF",K07668,236,231,23,59,0.333,117,"-> 6"
dpp:DICPUDRAFT_152450,"hypothetical protein",,1400,231,28,59,0.319,116,"-> 11"
ppn:Palpr_1638,"histidine kinase",,1298,231,6,59,0.331,118,"-> 17"
rja:RJP_0251,"regulatory components of sensory transduct",K02488,450,231,8,59,0.283,120,"-> 3"
rre:MCC_02370,"response regulator PleD",K02488,450,231,11,59,0.275,120,"-> 3"
shs:STEHIDRAFT_103850,"hypothetical protein",,1677,231,11,59,0.321,112,"-> 9"
cco:CCC13826_1063,"regulatory protein VanR",K02483,225,230,4,58,0.325,120,"-> 8"
cly:Celly_2950,"two component transcriptional regulator,",,230,230,15,58,0.342,120,"-> 12"
fpc:FPSM_01415,"Two-component response regulator rcp1",,137,230,2,58,0.292,120,"-> 7"
fpk:IA06_04730,"transcriptional regulator",,137,230,2,58,0.292,120,"-> 7"
fpo:FPG3_10820,"transcriptional regulator",,137,230,2,58,0.292,120,"-> 7"
fpq:IB65_04690,"transcriptional regulator",,137,230,2,58,0.292,120,"-> 7"
fps:FP1015,"Probable two-component system response regul",,137,230,2,58,0.292,120,"-> 7"
fpv:IA03_04780,"transcriptional regulator",,137,230,2,58,0.292,120,"-> 7"
fpw:IA04_04695,"transcriptional regulator",,137,230,2,58,0.292,120,"-> 7"
fpy:FPG101_06980,"transcriptional regulator",,137,230,2,58,0.292,120,"-> 7"
hcb:HCBAA847_2083,"chemotaxis protein histidine kinase (",K03407,790,230,18,58,0.302,116,"-> 5"
hcp:HCN_1799,"chemotaxis protein histidine kinase CheA",K03407,790,230,20,58,0.302,116,"-> 5"
hpw:hp2018_1018,"Signal transduction histidine kinase",K03407,810,230,9,58,0.286,119,"-> 3"
laa:WSI_01715,"two component response regulator",K11443,123,230,5,58,0.286,119,"-> 2"
las:CLIBASIA_01805,"two component response regulator",K11443,123,230,5,58,0.286,119,"-> 2"
lat:CGUJ_01805,"two component response regulator",K11443,123,230,5,58,0.286,119,"-> 2"
lcc:B488_10320,"Two-component cell cycle transcriptional",K13584,233,230,2,58,0.378,119,"-> 8"
rhe:Rh054_01835,"response regulator PleD",K02488,450,230,7,58,0.283,120,"-> 3"
tko:TK0632,"chemotaxis response regulator",K03413,120,230,62,58,0.314,121,"-> 2"
bto:WQG_12790,"Transcriptional regulatory protein CpxR",K07662,238,229,12,58,0.308,120,"-> 3"
btra:F544_13130,"Transcriptional regulatory protein CpxR",,238,229,12,58,0.308,120,"-> 3"
btre:F542_9250,"Transcriptional regulatory protein CpxR",,238,229,12,58,0.308,120,"-> 3"
btrh:F543_10590,"Transcriptional regulatory protein CpxR",,238,229,12,58,0.308,120,"-> 3"
raf:RAF_ORF0298,"Regulatory components of sensory transd",K02488,450,229,1,58,0.283,120,"-> 3"
rco:RC0321,"response regulator PleD",K02488,450,229,6,58,0.283,120,"-> 3"
rpk:RPR_01620,"response regulator PleD",K02488,450,229,4,58,0.283,120,"-> 3"
rsv:Rsl_381,"Regulatory components of sensory transducti",K02488,450,229,6,58,0.283,120,"-> 3"
rsw:MC3_01855,"response regulator PleD",K02488,450,229,6,58,0.283,120,"-> 3"
tcy:Thicy_1452,"two component transcriptional regulator,",K07664,239,229,26,58,0.319,119,"-> 3"
vpr:Vpar_0398,"transcriptional regulator",,229,229,10,58,0.353,116,"-> 3"
bbd:Belba_1209,"response regulator with CheY-like receiv",,118,228,2,58,0.303,119,"-> 19"
gan:UMN179_02078,"DNA-binding transcriptional regulator",K02483,220,228,7,58,0.339,118,"-> 7"
hhs:HHS_01010,"DNA-binding transcriptional regulator Cpx",,234,228,0,58,0.283,120,"-> 1"
pck:BMSBPS_0566,"transcriptional regulatory protein CpxR",,234,228,0,58,0.283,120,"-> 1"
pfus:ADJ77_07465,"AraC family transcriptional regulator",,958,228,2,58,0.299,117,"-> 6"
zma:541624,"cytokinin response regulator2",K14492,159,228,11,58,0.300,120,"-> 25"
bcw:Q7M_425,"Response regulatory protein",K18444,309,227,42,58,0.333,114,"-> 3"
coc:Coch_0220,"two component transcriptional regulator,",,934,227,5,58,0.293,116,"-> 8"
hhe:HH0672,"chemotaxis protein histidine kinase CheA",K03407,785,227,26,58,0.284,116,"-> 6"
hif:HIBPF_14700,"transcriptional regulatory protein CpxR",,227,227,16,58,0.308,120,"-> 6"
hil:HICON_05660,"transcriptional regulatory protein CpxR",K07662,227,227,15,58,0.308,120,"-> 6"
lar:lam_531,"two-component transcriptional regulator",K13584,238,227,9,58,0.347,118,"-> 2"
mcc:717282,"transcriptional regulatory protein cpxR-like",,117,227,0,58,0.331,121,"-> 1"
pah:Poras_1253,"two component transcriptional regulator,",K07658,233,227,12,58,0.325,117,"-> 3"
aoc:Aocu_01040,"Response regulators consisting of a CheY",K07658,219,226,54,57,0.339,118,"-> 3"
ash:AL1_14150,"Response regulators consisting of a CheY-",K07658,223,226,17,57,0.319,119,"-> 13"
bdu:BDU_413,"response regulatory protein",K18444,310,226,41,57,0.333,114,"-> 3"
bre:BRE_417,"response regulatory protein",K18444,310,226,42,57,0.333,114,"-> 2"
cvr:CHLNCDRAFT_142774,"hypothetical protein",K16240,998,226,36,57,0.352,105,"-> 3"
dfa:DFA_01694,"histidine kinase",,1361,226,15,57,0.317,120,"-> 10"
hie:R2846_1490,"Response regulator CpxR",K07662,227,226,14,57,0.300,120,"-> 6"
hih:NF38_00755,"transcriptional regulator",,227,226,15,57,0.300,120,"-> 6"
hin:HI0837,"response regulator",K07662,227,226,15,57,0.300,120,"-> 5"
hiq:CGSHiGG_07695,"response regulator",K07662,227,226,15,57,0.300,120,"-> 6"
hit:NTHI1004,"transcriptional regulatory protein CpxR",K07662,227,226,15,57,0.300,120,"-> 6"
hiu:HIB_09710,"DNA-binding response regulator in two-com",K07662,227,226,14,57,0.300,120,"-> 6"
hiw:NTHI477_00867,"Alkaline phosphatase synthesis transc",,227,226,15,57,0.300,120,"-> 6"
hix:NTHI723_00771,"Alkaline phosphatase synthesis transc",,227,226,15,57,0.300,120,"-> 6"
mbg:BN140_0178,"response regulator receiver protein",,211,226,16,57,0.303,119,"-> 6"
pdn:HMPREF9137_0661,"ATPase/histidine kinase/DNA gyrase",,896,226,7,57,0.333,117,"-> 7"
pit:PIN17_A0132,"GHKL domain protein",,882,226,3,57,0.342,117,"-> 4"
rbc:BN938_1147,"two-component system response regulator",,223,226,17,57,0.364,121,"-> 4"
bvs:BARVI_01615,"chemotaxis protein CheY",,226,225,12,57,0.322,118,"-> 11"
ccol:BN865_15030,"Two-component system response regulato",,223,225,21,57,0.317,120,"-> 5"
clh:IX49_14870,"chemotaxis protein CheY",,230,225,6,57,0.333,120,"-> 12"
esr:ES1_12400,"Response regulators consisting of a CheY-",,221,225,1,57,0.310,116,"-> 7"
esu:EUS_06230,"Response regulators consisting of a CheY-",,221,225,3,57,0.310,116,"-> 8"
kdi:Krodi_1466,"two component transcriptional regulator,",K07658,227,225,1,57,0.263,118,"-> 10"
mham:J450_01125,"PhoB family transcriptional regulator",K07657,228,225,11,57,0.322,118,"-> 4"
mhat:B824_12430,"Phosphate regulon transcriptional regul",K07657,246,225,11,57,0.322,118,"-> 5"
sbu:SpiBuddy_0968,"two component transcriptional regulat",,241,225,3,57,0.339,121,"-> 12"
smp:SMAC_10263,"hypothetical protein",,226,225,15,57,0.342,120,"-> 13"
asl:Aeqsu_3218,"response regulator with CheY-like receiv",,238,224,6,57,0.297,118,"-> 13"
ccc:G157_05765,"two-component regulator",,223,224,21,57,0.308,120,"-> 4"
ccf:YSQ_06310,"chemotaxis protein CheY",,223,224,21,57,0.308,120,"-> 4"
ccof:VC76_03020,"Sensory transduction protein regX3",,223,224,21,57,0.308,120,"-> 4"
ccoi:YSU_05950,"chemotaxis protein CheY",,223,224,21,57,0.308,120,"-> 4"
ccq:N149_0571,"Two-component system response regulator R",,223,224,21,57,0.308,120,"-> 4"
ccy:YSS_02735,"chemotaxis protein CheY",,223,224,21,57,0.308,120,"-> 4"
chu:CHU_2077,"sensor histidine kinase/response regulator",,492,224,3,57,0.325,120,"-> 15"
cjm:CJM1_1242,"DNA-binding response regulator",,223,224,22,57,0.308,120,"-> 6"
cjq:UC78_1212,"Sensory transduction protein regX3",,223,224,22,57,0.308,120,"-> 7"
cju:C8J_1205,"two-component regulator",K02483,223,224,22,57,0.308,120,"-> 7"
cjv:MTVDSCj20_1266,"two-component system response regula",,223,224,22,57,0.308,120,"-> 7"
mthe:MSTHC_2530,"Response regulator receiver",,291,224,2,57,0.254,118,"-> 12"
mthr:MSTHT_0740,"Response regulator receiver",,291,224,2,57,0.254,118,"-> 12"
pti:PHATRDRAFT_11994,"diatom response regulator 2",,222,224,27,57,0.288,125,"-> 3"
saal:L336_0404,"two-component response regulator [YkoH]",,241,224,9,57,0.322,118,"-> 4"
sba:Sulba_0625,"response regulator with CheY-like receiv",,223,224,0,57,0.331,121,"-> 21"
sbe:RAAC3_TM7C01G0588,"PAS/PAC sensor hybrid histidine k",,139,224,7,57,0.348,115,"<-> 4"
tlt:OCC_10414,"chemotaxis protein CheY",K03413,120,224,64,57,0.306,121,"-> 2"
tnu:BD01_1160,"CheY-like receiver",K03413,120,224,55,57,0.325,120,"-> 2"
wic:J056_004255,"Hybrid signal transduction histidine ki",K19691,1372,224,61,57,0.304,125,"-> 2"
afg:AFULGI_00017250,"Response regulator",K02485,133,223,8,57,0.341,123,"-> 7"
afu:AF_1473,"response regulator",K02485,133,223,8,57,0.341,123,"-> 7"
cjb:BN148_1261,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cje:Cj1261,"two-component regulator",K02483,223,223,22,57,0.308,120,"-> 6"
cjei:N135_01294,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cjej:N564_01225,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cjen:N755_01261,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cjer:H730_07260,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cjeu:N565_01266,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cji:CJSA_1200,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cjj:CJJ81176_1277,"DNA-binding response regulator",K02483,223,223,21,57,0.308,120,"-> 7"
cjl:PJ17_06435,"chemotaxis protein CheY",,223,223,22,57,0.308,120,"-> 6"
cjn:ICDCCJ07001_1208,"two-component regulator",K02483,223,223,21,57,0.308,120,"-> 7"
cjp:A911_06125,"two-component regulator",,223,223,22,57,0.308,120,"-> 6"
cjr:CJE1397,"DNA-binding response regulator",K02483,223,223,22,57,0.308,120,"-> 6"
cjs:CJS3_1306,"Two-component system response regulator R",,223,223,22,57,0.308,120,"-> 7"
cjw:PJ18_06240,"chemotaxis protein CheY",,223,223,22,57,0.308,120,"-> 7"
cjx:BN867_12550,"Two-component system response regulator",,223,223,21,57,0.308,120,"-> 7"
cjy:QZ67_01340,"Sensory transduction protein regX3",,223,223,22,57,0.308,120,"-> 7"
cjz:M635_01995,"chemotaxis protein CheY",,223,223,22,57,0.308,120,"-> 6"
fin:KQS_00770,"Two-component system response regulatory",K07658,229,223,3,57,0.271,118,"-> 10"
fnu:FN0585,"two-component response regulator CzcR",,224,223,8,57,0.331,118,"-> 2"
myr:MYRA21_2821,"Response regulator consisting of a CheY",,224,223,4,57,0.350,117,"-> 7"
orh:Ornrh_0561,"response regulator with CheY-like receiv",,234,223,3,57,0.305,118,"-> 3"
ori:Q785_06935,"transcriptional regulator",,234,223,3,57,0.305,118,"-> 3"
rcm:A1E_03220,"petR protein",K07659,226,223,1,57,0.325,120,"-> 3"
rri:A1G_03335,"petR protein",K07659,226,223,25,57,0.333,120,"-> 2"
rrr:RRR_03185,"chemotaxis protein CheY",K07659,226,223,25,57,0.333,120,"-> 2"
sns:VC03_03330,"PhoB family transcriptional regulator",,223,223,0,57,0.359,117,"-> 1"
teu:TEU_11680,"chemotaxis protein CheY",K03413,120,223,54,57,0.325,120,"-> 2"
wgl:WIGMOR_0212,"two-component regulatory system DNA-bin",K07662,231,223,0,57,0.292,120,"-> 1"
ccv:CCV52592_1657,"chemotaxis protein CheA (EC:2.7.13.3)",K03407,785,222,1,56,0.283,120,"-> 9"
mac:MA2445,"response regulator receiver",,292,222,1,56,0.246,118,"-> 17"
mvn:Mevan_0614,"response regulator receiver protein",,121,222,67,56,0.277,119,"-> 2"
mlr:MELLADRAFT_43665,"hypothetical protein",K19691,1113,221,5,56,0.308,120,"-> 6"
rae:G148_1936,"Response regulators consisting of a CheY-",K07658,225,221,20,56,0.308,117,"-> 4"
rai:RA0C_1946,"winged helix family two component transcr",K07658,225,221,20,56,0.308,117,"-> 4"
ran:Riean_1651,"two component transcriptional regulator,",K07658,225,221,20,56,0.308,117,"-> 4"
rar:RIA_0535,"Signal transduction response regulator, re",K07658,225,221,20,56,0.308,117,"-> 4"
smo:SELMODRAFT_419211,"hypothetical protein",K19691,862,221,3,56,0.333,108,"-> 39"
tfo:BFO_1922,"ATPase/histidine kinase/DNA gyrase B/HSP90",,984,221,2,56,0.297,118,"-> 8"
apal:BN85411050,"Two-component regulator, signal transdu",,225,220,7,56,0.350,117,"-> 3"
dsq:DICSQDRAFT_106677,"hypothetical protein",,1337,220,24,56,0.362,116,"-> 5"
fnc:HMPREF0946_00117,"hypothetical protein",,224,220,11,56,0.305,118,"-> 3"
fnt:HMPREF0405_01143,"hypothetical protein",,224,220,11,56,0.305,118,"-> 3"
mus:104000498,"two-component response regulator ARR6-lik",K14492,138,220,9,56,0.277,119,"-> 42"
nis:NIS_1347,"hypothetical protein",,124,220,9,56,0.298,121,"-> 14"
pmz:HMPREF0659_A5122,"ATPase/histidine kinase/DNA gyrase",,878,220,20,56,0.316,117,"-> 4"
sita:101786510,"two-component response regulator ARR3-li",K14492,172,220,3,56,0.307,114,"-> 22"
cgra:CGRAC_1250,"two-component system, response regulato",,225,219,7,56,0.303,119,"-> 8"
cjd:JJD26997_0464,"DNA-binding response regulator",K02483,223,219,18,56,0.314,121,"-> 6"
cure:CUREO_1073,"two-component system, response regulato",,226,219,21,56,0.297,118,"-> 6"
euc:EC1_18790,"Response regulators consisting of a CheY-",K07667,231,219,22,56,0.274,113,"-> 4"
mbar:MSBR2_0272,"Response regulator receiver",,292,219,5,56,0.246,118,"-> 10"
mby:MSBRM_2136,"Response regulator receiver",,292,219,5,56,0.246,118,"-> 10"
mvc:MSVAZ_2260,"Response regulator receiver",,292,219,2,56,0.237,118,"-> 11"
rag:B739_0215,"hypothetical protein",K07658,225,219,19,56,0.308,117,"-> 4"
rat:M949_0651,"two component transcriptional regulator,",K07658,225,219,19,56,0.308,117,"-> 4"
sbi:SORBI_06g032600,"hypothetical protein",K14492,170,219,4,56,0.283,120,"-> 21"
bdi:100825781,"two-component response regulator ARR4-lik",K14492,137,218,4,56,0.301,113,"<-> 20"
mek:MSKOL_2267,"Response regulator receiver",,292,218,1,56,0.237,118,"-> 11"
pgi:PG1797,"DNA-binding response regulator/sensor histid",,961,218,14,56,0.282,117,"-> 3"
pgn:PGN_1768,"DNA-binding response regulator/sensor hist",,961,218,9,56,0.282,117,"-> 3"
top:TOPB45_0458,"winged helix family two component trans",K07657,224,218,8,56,0.281,121,"-> 10"
isc:IscW_ISCW016055,"sensory transduction histidine kina",,158,217,110,55,0.361,119,"-> 2"
mgl:MGL_2481,"hypothetical protein",K19691,1333,217,96,55,0.317,120,"-> 2"
obr:102718355,"two-component response regulator ARR3-lik",K14492,234,217,1,55,0.325,126,"<-> 20"
wse:WALSEDRAFT_15956,"hypothetical protein",K19691,1174,217,55,55,0.296,125,"-> 3"
