"","genes","counts.sample1","counts.sample2","counts.sample3","counts.treat1","counts.treat2","counts.treat3","logFC","logCPM","F","PValue"
"474","gene_0474",1.098500e+08,1.149300e+08,1.382199e+08,1.413200e+08,2.426659e+06,1.214098e+08,-3.825999e-01,11.039028,1.512824e-01,7.069798e-01
"475","gene_0475",4.394599e+06,3.107235e+06,2.825099e+06,7.688603e+06,7.518795e+06,6.570310e+06, 1.146331e+00, 6.754694,8.719254e+00,5.493450e-02
"476","gene_0476",5.214473e+06,4.821531e+06,2.832334e+06,4.135098e+06,4.861230e+06,4.606597e+06, 1.472669e-01, 6.459842,1.451748e-01,7.880606e-01
"477","gene_0477",3.551729e+06,3.718347e+06,6.577054e+06,1.013603e+07,1.041601e+07,2.999228e+06, 8.301906e-01, 6.987887,2.035447e+00,1.897337e-01
"478","gene_0478",8.625173e+07,7.743916e+07,7.332084e+07,7.860403e+07,6.116996e+07,9.347388e+07, 3.701578e-02,10.614103,3.939805e-02,9.256169e-01
"479","gene_0479",4.460611e+06,3.529861e+06,1.510841e+06,3.268891e+06,2.241247e+06,2.366576e+06,-1.841845e-01, 5.851010,1.654190e-01,6.948585e-01
"480","gene_0480",2.568545e+06,4.453413e+06,4.912616e+06,4.316887e+06,4.754295e+06,5.581765e+06, 3.406753e-01, 6.476029,6.864722e-01,5.360476e-01
"481","gene_0481",2.572911e+06,2.646089e+06,3.896966e+06,2.110144e+06,3.271702e+06,4.996443e+06, 2.191951e-01, 6.020169,2.667287e-01,6.550436e-01
"482","gene_0482",2.096149e+06,2.891026e+06,4.611773e+06,2.651450e+06,1.884395e+06,4.035008e+06,-1.259026e-01, 5.925102,7.572984e-02,7.925060e-01
"483","gene_0483",3.080728e+06,1.790399e+06,2.083229e+06,4.802186e+06,2.256601e+06,2.998314e+06, 6.131992e-01, 5.840619,2.042619e+00,1.918563e-01
"484","gene_0484",3.030911e+06,2.925699e+06,5.359177e+06,2.166973e+06,2.027584e+06,5.083039e+06,-2.577788e-01, 6.099084,2.760528e-01,6.128731e-01
"485","gene_0485",8.734417e+06,7.028181e+06,8.476399e+06,8.281496e+06,1.429295e+07,8.983773e+06, 4.343482e-01, 7.542613,1.170842e+00,5.278688e-01
"486","gene_0486",4.584236e+06,2.260797e+06,2.782326e+06,2.589801e+06,4.044809e+06,1.906916e+06,-1.046999e-01, 5.917785,5.703273e-02,8.265069e-01
"487","gene_0487",1.987401e+07,1.437430e+06,5.929052e+06,2.056757e+06,2.302580e+06,1.746205e+07,-2.829114e-01, 7.322715,7.341413e-02,7.929636e-01
"488","gene_0488",2.233604e+07,1.908400e+07,1.783700e+07,2.854095e+07,2.855995e+07,2.926798e+07, 6.062894e-01, 8.929337,6.495598e+00,2.704660e-01
"489","gene_0489",5.802696e+07,6.009993e+07,5.264196e+07,6.060611e+07,6.611801e+07,5.501608e+07, 1.526885e-01,10.201491,8.270285e-01,7.132205e-01
"490","gene_0490",5.049678e+06,2.452191e+06,3.766727e+06,2.361415e+06,3.628671e+06,7.917426e+06, 3.405537e-01, 6.380871,4.284900e-01,5.302291e-01
"491","gene_0491",1.545765e+06,2.360384e+06,3.946630e+06,3.811243e+06,3.649077e+06,3.526829e+06, 5.292181e-01, 5.988023,1.446369e+00,2.778874e-01
"492","gene_0492",7.644506e+07,6.202988e+07,6.093889e+07,3.811010e+07,6.069818e+07,6.001418e+07,-2.764275e-01,10.213863,1.831733e+00,5.052933e-01
"493","gene_0493",2.788639e+06,2.396936e+06,2.890605e+06,4.315541e+06,3.182546e+06,2.190714e+06, 3.358984e-01, 5.902315,7.258322e-01,4.806231e-01
"494","gene_0494",3.552640e+06,4.340200e+06,4.685917e+06,3.427345e+06,1.840977e+06,3.118801e+06,-5.234108e-01, 6.128579,1.692659e+00,3.004336e-01
"495","gene_0495",8.792427e+06,7.744926e+06,3.503365e+06,3.828453e+06,3.067432e+06,8.724554e+06,-3.021441e-01, 6.875801,3.166944e-01,6.194090e-01
"496","gene_0496",1.600598e+06,2.149441e+06,3.284039e+06,4.586429e+06,1.652501e+06,1.675128e+06, 2.456270e-01, 5.664911,2.107147e-01,6.578444e-01
"497","gene_0497",5.226885e+06,3.572320e+06,2.028202e+06,2.529113e+06,3.913099e+06,5.559678e+06, 2.062304e-01, 6.237315,1.974099e-01,6.907025e-01
"498","gene_0498",5.999504e+07,6.417197e+07,7.070211e+07,6.370088e+07,5.716109e+07,4.762712e+07,-1.468441e-01,10.247131,5.419364e-01,7.220649e-01
"499","gene_0499",5.223263e+06,3.942830e+06,4.343119e+06,3.320410e+06,3.599088e+06,4.426945e+06,-1.960296e-01, 6.368178,2.985187e-01,7.143211e-01
"500","gene_0500",3.154653e+06,3.925759e+06,8.813478e+06,4.098714e+06,4.505732e+06,3.215675e+06,-3.846783e-01, 6.540864,5.828305e-01,4.918967e-01
"501","gene_0501",5.922201e+07,5.989491e+07,5.751879e+07,4.783589e+07,4.794211e+07,3.877114e+07,-3.284905e-01,10.018417,3.179539e+00,4.423595e-01
"502","gene_0502",5.851885e+06,1.956929e+06,2.674430e+06,3.241567e+06,4.540721e+06,3.394506e+06, 1.608964e-01, 6.169875,1.153780e-01,7.521599e-01
"503","gene_0503",2.013313e+06,2.220865e+06,3.471722e+06,3.108161e+06,2.962266e+06,5.107479e+06, 5.749338e-01, 5.982238,1.959926e+00,2.380102e-01
"504","gene_0504",4.750671e+06,5.156211e+06,3.777499e+06,5.014450e+06,3.985032e+06,4.982264e+06, 9.711926e-02, 6.528354,6.930183e-02,8.616264e-01
"505","gene_0505",2.400298e+07,1.679199e+07,1.430801e+07,1.831497e+07,1.361204e+07,1.749004e+07,-8.604702e-02, 8.442525,6.778388e-02,8.909656e-01
"506","gene_0506",5.088609e+06,3.894104e+06,3.412931e+06,1.114056e+06,2.739935e+06,4.660069e+06,-5.045153e-01, 6.104198,9.822452e-01,3.493106e-01
"507","gene_0507",1.674199e+06,2.437279e+06,4.527741e+06,4.877059e+06,7.875827e+06,4.317755e+06, 1.021843e+00, 6.438273,4.042740e+00,7.747650e-02
"508","gene_0508",7.091374e+08,5.030407e+08,3.578997e+08,2.773995e+08,2.532102e+08,3.228010e+08,-8.110524e-01,12.965286,1.245394e+01,5.056426e-02
"509","gene_0509",2.304672e+06,2.613624e+06,3.004430e+06,3.281673e+06,2.697385e+06,2.664272e+06, 1.860795e-01, 5.796086,2.994142e-01,6.876165e-01
"510","gene_0510",1.338652e+06,2.511225e+06,3.527024e+06,2.865608e+06,2.419202e+06,3.543786e+06, 3.000511e-01, 5.765435,4.691756e-01,5.135487e-01
"511","gene_0511",4.541199e+07,6.348621e+07,7.645513e+07,4.752390e+07,5.227508e+07,3.230110e+07,-4.315942e-01,10.052269,2.349632e+00,3.105221e-01
"512","gene_0512",8.072376e+07,6.901803e+07,5.796184e+07,7.979583e+07,5.941319e+07,5.207184e+07,-4.281669e-02,10.380766,3.569499e-02,9.159875e-01
"513","gene_0513",6.386969e+06,4.383100e+06,6.348921e+06,3.843768e+06,2.005902e+06,2.352217e+06,-9.884943e-01, 6.397531,5.126301e+00,6.942472e-02
"514","gene_0514",2.122952e+06,2.445707e+06,4.249289e+06,2.964793e+06,3.954599e+06,2.950095e+06, 2.060909e-01, 5.970484,2.492508e-01,6.704942e-01
"515","gene_0515",1.861817e+06,2.324566e+06,3.328014e+06,1.432467e+06,1.929091e+06,5.569321e+06, 2.693096e-01, 5.770714,2.486332e-01,6.308231e-01
"516","gene_0516",8.321776e+06,8.007386e+06,2.599819e+06,8.338694e+06,9.266095e+06,4.895348e+06, 3.351927e-01, 7.110979,3.934518e-01,6.019356e-01
"517","gene_0517",8.636288e+06,8.508716e+06,1.106999e+07,1.015798e+07,9.802376e+06,9.180174e+06, 1.030549e-01, 7.585497,7.486910e-02,8.811288e-01
"518","gene_0518",2.322682e+06,4.996686e+06,6.266724e+06,6.425378e+06,5.222213e+06,6.475813e+06, 4.623049e-01, 6.737241,9.470824e-01,4.319767e-01
"519","gene_0519",6.741228e+06,4.556864e+06,8.280004e+06,2.699368e+06,2.605069e+06,2.728885e+06,-1.232216e+00, 6.518804,9.320221e+00,2.891659e-02
"520","gene_0520",1.787104e+07,2.291597e+07,2.760603e+07,1.711597e+07,2.436303e+07,2.831592e+07, 6.979634e-02, 8.847831,5.290879e-02,9.010123e-01
"521","gene_0521",2.508129e+06,2.555369e+06,2.522163e+06,3.349838e+06,2.166538e+06,4.175305e+06, 4.106367e-01, 5.852512,1.250830e+00,3.826396e-01
"522","gene_0522",4.741795e+07,3.689597e+07,2.817691e+07,2.807203e+07,2.847298e+07,4.210184e+07,-1.295036e-01, 9.450876,2.557314e-01,7.867681e-01
"523","gene_0523",1.912860e+06,7.430820e+06,3.884588e+06,1.882959e+06,4.036994e+06,5.713883e+06,-1.511562e-01, 6.363296,6.562945e-02,8.039679e-01
"524","gene_0524",2.946294e+06,3.335103e+06,5.885282e+06,5.697786e+06,3.367812e+06,2.678159e+06, 1.363160e-02, 6.335118,7.730098e-04,9.795158e-01
"525","gene_0525",1.573596e+08,1.533199e+08,1.695999e+08,1.576598e+08,1.232703e+08,1.221400e+08,-1.879947e-01,11.527834,1.107616e+00,6.258773e-01
"526","gene_0526",3.436670e+06,3.023043e+06,5.418041e+06,4.009748e+06,4.794304e+06,3.560479e+06, 1.076115e-01, 6.345039,6.922385e-02,8.397851e-01
"527","gene_0527",1.316295e+07,1.397195e+07,1.318496e+07,1.206003e+07,1.155497e+07,1.270101e+07,-9.174498e-02, 7.997319,7.649570e-02,8.930894e-01
"528","gene_0528",4.029502e+06,3.011770e+06,2.595930e+06,2.775449e+06,1.879230e+06,4.203880e+06,-6.202355e-02, 5.940016,2.337509e-02,8.972733e-01
"529","gene_0529",3.278263e+06,4.077179e+06,4.069951e+06,2.795510e+06,1.423994e+07,2.455903e+07, 1.883688e+00, 7.456187,7.479785e+00,2.450159e-02
"530","gene_0530",3.224245e+06,1.497464e+06,4.001890e+06,2.444029e+06,1.772741e+06,2.896160e+06,-2.453733e-01, 5.725543,3.022603e-01,5.967687e-01
"531","gene_0531",8.899976e+06,2.608411e+06,2.168957e+06,5.244341e+06,3.017746e+06,1.074543e+07, 5.420882e-01, 6.757133,6.561624e-01,4.402432e-01
"532","gene_0532",3.284540e+06,2.073462e+06,3.524409e+06,1.309369e+06,1.261938e+06,3.098825e+06,-6.103910e-01, 5.591096,1.894852e+00,2.042030e-01
"533","gene_0533",4.977190e+06,3.092903e+06,5.577936e+06,2.844414e+06,5.382183e+06,3.455612e+06,-1.775194e-01, 6.398946,1.693073e-01,7.421697e-01
"534","gene_0534",3.302850e+06,1.653280e+06,7.254526e+06,2.580019e+06,1.773552e+06,2.415365e+06,-8.094046e-01, 5.992544,2.065982e+00,1.867756e-01
"535","gene_0535",7.841411e+07,6.916985e+07,6.675303e+07,1.339501e+08,1.003601e+08,9.058633e+07, 6.722426e-01,10.825436,1.084639e+01,8.662217e-02
"536","gene_0536",2.538087e+06,3.776164e+06,7.951249e+06,1.496686e+06,1.212817e+06,9.479031e+05,-1.915084e+00, 5.904558,1.339856e+01,5.875442e-03
"537","gene_0537",2.075777e+06,5.741435e+06,2.159940e+06,3.872839e+06,3.646220e+06,3.257040e+06, 1.802239e-01, 6.115182,1.404832e-01,7.198786e-01
"538","gene_0538",6.861021e+07,7.798320e+07,8.473825e+07,6.397922e+07,9.997680e+07,9.385173e+07, 2.025613e-01,10.671549,1.065408e+00,6.078984e-01
"539","gene_0539",8.562982e+07,4.485446e+06,2.905812e+06,1.873936e+06,1.014727e+06,3.049100e+07,-1.429810e+00, 8.664435,9.203516e-01,3.641581e-01
"540","gene_0540",2.951261e+06,3.026272e+06,5.126988e+06,1.663869e+06,3.775667e+06,3.334086e+06,-3.084513e-01, 6.048174,4.783858e-01,5.326813e-01
"541","gene_0541",1.621750e+06,5.897001e+06,4.302966e+06,2.571324e+06,2.299964e+06,2.490131e+06,-6.300195e-01, 5.999469,1.603446e+00,2.393747e-01
"542","gene_0542",9.488522e+07,8.289318e+07,8.841391e+07,8.228123e+07,8.145388e+07,7.851800e+07,-7.468247e-02,10.728103,2.502089e-01,8.492921e-01
"543","gene_0543",4.698015e+06,3.747378e+06,6.510469e+06,4.084336e+06,6.113385e+06,2.569133e+06,-1.735751e-01, 6.536229,1.374636e-01,7.559170e-01
"544","gene_0544",5.279464e+06,1.750590e+06,2.383417e+06,4.516739e+06,3.530253e+06,2.394462e+06, 2.353621e-01, 6.054151,2.169666e-01,6.531917e-01
"545","gene_0545",3.867206e+06,2.892248e+06,3.881788e+06,3.248675e+06,4.824039e+06,1.893429e+06,-3.201292e-02, 6.106662,5.258562e-03,9.490825e-01
"546","gene_0546",3.319237e+06,2.082796e+06,5.272260e+06,3.322758e+06,2.359975e+06,2.507190e+06,-3.273526e-01, 5.984032,5.279473e-01,5.009302e-01
"547","gene_0547",2.464118e+06,5.299556e+06,4.635649e+06,5.233519e+06,1.636407e+06,2.719085e+06,-2.948205e-01, 6.208403,2.908346e-01,6.036722e-01
"548","gene_0548",5.401887e+07,4.797901e+07,4.890098e+07,5.511914e+07,6.159287e+07,7.553594e+07, 4.033820e-01,10.161148,5.570311e+00,3.350302e-01
"549","gene_0549",2.216774e+06,4.243138e+06,2.389273e+06,2.327291e+06,7.494859e+06,3.256137e+06, 6.132053e-01, 6.191139,1.368355e+00,2.741881e-01
"550","gene_0550",3.578893e+07,3.293801e+07,2.726506e+07,2.330102e+07,3.039899e+07,3.007393e+07,-1.384954e-01, 9.221704,3.894101e-01,7.845262e-01
"551","gene_0551",2.249745e+06,3.732653e+06,2.268457e+06,2.211004e+06,3.023525e+06,2.993392e+06, 5.076957e-02, 5.776594,1.998228e-02,9.121622e-01
"552","gene_0552",1.752946e+06,2.548770e+06,2.607291e+06,1.321497e+07,8.714521e+06,1.462799e+06, 1.846675e+00, 6.703982,6.253240e+00,3.555575e-02
"553","gene_0553",4.308935e+06,4.117622e+06,2.865191e+06,1.189513e+06,2.075489e+06,2.100498e+06,-1.019940e+00, 5.777391,7.785758e+00,2.828881e-02
"554","gene_0554",1.984607e+07,2.012395e+07,1.632399e+07,1.529800e+07,1.556098e+07,2.062799e+07,-7.150253e-02, 8.485060,5.978672e-02,9.083287e-01
"555","gene_0555",1.140501e+09,1.023497e+09,8.864230e+08,9.843731e+08,9.152496e+08,1.061200e+09, 1.995687e-02,14.289736,1.665041e-02,9.640513e-01
"556","gene_0556",1.797076e+06,6.537103e+06,1.938058e+06,1.687996e+06,4.150863e+06,3.695428e+06,-5.893383e-02, 6.033865,9.927933e-03,9.229662e-01
"557","gene_0557",4.519620e+06,3.174725e+06,5.991102e+06,7.742403e+06,6.591201e+06,1.397261e+06, 2.773483e-01, 6.637426,1.852420e-01,6.777285e-01
"558","gene_0558",3.190993e+08,2.448291e+08,3.603291e+08,2.443900e+08,3.445003e+08,2.501399e+08,-8.700739e-02,12.522720,1.725303e-01,8.286243e-01
"559","gene_0559",5.360329e+06,1.412383e+06,5.097647e+06,4.075597e+06,1.223508e+07,1.963002e+06, 6.749788e-01, 6.659534,8.053873e-01,3.944614e-01
"560","gene_0560",8.077906e+06,7.243773e+06,7.973325e+06,7.984109e+06,6.619680e+06,7.303011e+06,-2.625792e-02, 7.238564,4.933053e-03,9.681885e-01
"561","gene_0561",4.910880e+06,6.971463e+06,8.892761e+06,6.306290e+06,4.709916e+06,2.426087e+06,-5.591127e-01, 6.843430,1.231000e+00,3.552366e-01
"562","gene_0562",2.437600e+06,1.981237e+06,3.250207e+06,6.460346e+06,1.745695e+06,4.968573e+06, 8.469664e-01, 6.140591,2.484015e+00,1.518339e-01
"563","gene_0563",3.392882e+06,4.636421e+06,5.633343e+06,9.560390e+05,2.071953e+06,2.725199e+06,-1.218962e+00, 6.005520,6.962228e+00,2.854750e-02
"564","gene_0564",1.442150e+06,4.206824e+06,3.408912e+06,4.518555e+06,2.940744e+06,4.398560e+06, 4.435843e-01, 6.135304,8.406844e-01,3.847493e-01
"565","gene_0565",1.505304e+08,9.661876e+07,1.156300e+08,1.721499e+08,2.066695e+08,2.215904e+08, 7.836979e-01,11.653386,1.814824e+01,4.381548e-02
"566","gene_0566",8.468881e+06,2.664919e+06,1.933670e+06,1.930884e+06,1.318878e+06,3.221229e+06,-9.410091e-01, 5.999098,2.402817e+00,1.578938e-01
"567","gene_0567",9.094884e+08,9.455575e+08,3.570795e+08,3.602991e+08,3.428209e+08,3.507505e+08,-9.937413e-01,13.392082,9.963721e+00,1.969782e-02
"568","gene_0568",6.025043e+06,4.772885e+06,3.100480e+06,2.956482e+06,3.764900e+06,5.712932e+06,-1.041686e-01, 6.443747,6.095765e-02,8.485717e-01
"569","gene_0569",1.575535e+06,3.627163e+06,6.251496e+06,1.446244e+06,4.127109e+06,2.979606e+06,-4.007047e-01, 6.062285,4.617132e-01,5.150949e-01
"570","gene_0570",4.553738e+06,6.242662e+06,1.954895e+06,2.963273e+06,3.410898e+06,4.130543e+06,-2.127709e-01, 6.264751,2.074604e-01,6.834959e-01
"571","gene_0571",1.902454e+06,3.026418e+06,2.309389e+06,3.596071e+06,1.298118e+06,2.613044e+06, 1.255437e-01, 5.629918,7.840960e-02,7.862316e-01
"572","gene_0572",6.504244e+06,1.457960e+06,2.653693e+06,3.092988e+06,4.077745e+06,6.141970e+06, 3.851279e-01, 6.308821,4.548298e-01,5.181629e-01
"573","gene_0573",1.832320e+06,2.206411e+06,2.327646e+06,3.440985e+06,9.472409e+06,2.769492e+06, 1.350814e+00, 6.211599,6.505421e+00,3.283816e-02
"574","gene_0574",2.765425e+06,5.790835e+06,3.368442e+06,2.674300e+06,2.106038e+06,4.434100e+06,-3.211118e-01, 6.132368,5.036803e-01,5.249395e-01
"575","gene_0575",2.327646e+06,3.162951e+06,1.578749e+06,3.170107e+06,1.735067e+06,3.269752e+06, 2.806813e-01, 5.669619,4.733483e-01,5.304948e-01
"576","gene_0576",5.471481e+06,2.735646e+06,1.835193e+06,5.509386e+06,5.886424e+06,8.280463e+06, 1.038743e+00, 6.630779,4.639810e+00,7.213769e-02
"577","gene_0577",6.766508e+06,2.754464e+06,3.698913e+06,2.523457e+06,1.707554e+06,2.243547e+06,-9.560864e-01, 6.024748,4.724790e+00,5.985278e-02
"578","gene_0578",1.666500e+06,1.321010e+06,2.713230e+06,2.395176e+06,2.557371e+06,3.841425e+06, 6.627304e-01, 5.601726,2.752062e+00,1.338823e-01
"579","gene_0579",4.002417e+06,2.639970e+06,4.128081e+06,2.904020e+06,3.671963e+06,1.931272e+06,-2.788119e-01, 6.008528,4.672404e-01,5.688100e-01
"580","gene_0580",3.170217e+06,2.618030e+06,3.571726e+06,1.766803e+06,5.010871e+06,4.183764e+06, 2.644778e-01, 6.077748,3.516528e-01,5.953535e-01
"581","gene_0581",1.312498e+08,1.376596e+08,1.342196e+08,1.171101e+08,1.220198e+08,9.065919e+07,-2.259221e-01,11.256083,1.698583e+00,5.576651e-01
"582","gene_0582",3.641572e+06,3.635519e+06,2.607562e+06,1.757362e+06,6.624867e+06,3.621083e+06, 3.282665e-01, 6.181630,4.341680e-01,5.275830e-01
"583","gene_0583",6.129169e+06,2.095249e+06,2.507990e+06,2.288895e+06,3.034211e+06,1.879425e+06,-5.004805e-01, 5.890397,1.088673e+00,3.258384e-01
"584","gene_0584",6.565166e+06,4.280773e+06,1.341867e+06,4.204171e+06,1.168487e+06,4.985615e+06,-1.502204e-01, 6.220505,4.876187e-02,8.305010e-01
"585","gene_0585",1.165003e+07,9.277277e+06,1.255902e+07,1.166198e+07,1.325001e+07,1.283198e+07, 2.266850e-01, 7.895488,4.106463e-01,7.423228e-01
"586","gene_0586",3.832860e+06,5.064716e+06,6.203367e+06,2.401010e+06,2.856902e+06,2.400710e+06,-9.293087e-01, 6.242967,5.912357e+00,7.571610e-02
"587","gene_0587",3.709363e+06,1.345639e+06,1.698712e+06,7.901527e+06,2.895438e+06,3.546440e+06, 1.183437e+00, 6.162622,4.273906e+00,7.084103e-02
"588","gene_0588",2.530182e+06,2.406392e+06,3.114416e+06,4.208866e+06,2.419840e+06,1.722378e+06, 1.295588e-01, 5.789414,8.808750e-02,7.790899e-01
"589","gene_0589",2.568812e+06,1.557575e+06,2.575266e+06,3.927500e+06,2.671299e+06,2.456393e+06, 5.036140e-01, 5.730152,1.653608e+00,2.690788e-01
"590","gene_0590",4.713411e+06,3.255144e+06,3.161834e+06,3.419585e+06,3.429460e+06,4.911833e+06, 1.378528e-01, 6.250088,1.365248e-01,7.908663e-01
"591","gene_0591",4.329623e+06,4.421915e+06,1.349880e+06,3.409456e+06,2.694059e+06,4.041642e+06, 8.184689e-02, 6.069143,2.807976e-02,8.708827e-01
"592","gene_0592",2.520345e+06,3.350721e+06,5.116444e+06,2.376390e+06,2.641929e+06,2.221819e+06,-5.547515e-01, 5.929291,1.930517e+00,2.483062e-01
"593","gene_0593",2.896763e+06,2.777451e+06,3.057773e+06,1.808648e+06,3.393800e+06,1.870886e+06,-2.509886e-01, 5.716970,4.628173e-01,5.797099e-01
"594","gene_0594",4.064285e+06,5.181973e+06,1.452483e+06,1.573679e+06,1.717156e+06,3.814731e+06,-5.331959e-01, 5.869913,9.721050e-01,3.516791e-01
"595","gene_0595",3.540795e+07,3.395898e+07,7.622020e+07,3.319103e+07,5.582817e+07,3.069393e+07,-2.426328e-01, 9.795972,3.938731e-01,5.854235e-01
"596","gene_0596",9.284096e+06,2.112866e+06,3.021870e+06,1.248462e+06,1.810730e+06,4.678031e+06,-8.482176e-01, 6.178499,1.577358e+00,2.429212e-01
"597","gene_0597",7.365081e+06,4.451222e+06,8.083059e+06,2.504967e+06,3.108161e+06,2.508824e+06,-1.239524e+00, 6.538122,9.108617e+00,2.876912e-02
"598","gene_0598",4.391675e+06,2.368070e+06,2.596092e+06,7.599378e+06,7.362784e+06,7.445824e+06, 1.328297e+00, 6.739101,1.052626e+01,2.618773e-02
"599","gene_0599",5.614749e+06,6.235095e+06,6.876772e+06,5.268022e+06,2.491063e+06,3.126138e+06,-7.098103e-01, 6.628215,2.569764e+00,2.162888e-01
"600","gene_0600",3.127698e+06,2.202408e+06,2.069987e+06,6.937190e+06,5.758613e+06,2.817433e+06, 1.151132e+00, 6.277765,6.157290e+00,3.666371e-02
"601","gene_0601",5.230306e+08,5.361606e+08,5.517387e+08,4.586696e+08,5.574781e+08,3.894411e+08,-1.366972e-01,13.297243,5.946537e-01,7.447691e-01
"602","gene_0602",3.152730e+06,2.771297e+06,3.305071e+06,2.206995e+07,7.262586e+07,4.978301e+07, 4.007583e+00, 9.011843,8.225115e+01,1.266213e-05
"603","gene_0603",2.729566e+06,9.658381e+06,1.017799e+07,8.560775e+06,7.960292e+06,6.487899e+06, 7.866502e-02, 7.260079,2.019657e-02,9.052719e-01
"604","gene_0604",9.205139e+05,3.073775e+06,4.754559e+06,8.163520e+06,6.391087e+06,2.133901e+07, 2.053216e+00, 7.225394,8.151736e+00,2.026179e-02
"605","gene_0605",1.426296e+07,1.602599e+07,1.534696e+07,1.445204e+07,1.448704e+07,1.421598e+07,-2.155203e-02, 8.211501,4.741133e-03,9.739710e-01
"606","gene_0606",2.244029e+06,2.706187e+06,6.356495e+06,8.502820e+06,5.218089e+06,8.461019e+06, 1.013777e+00, 6.823877,3.606931e+00,9.437126e-02
"607","gene_0607",7.158421e+06,6.614910e+06,7.294208e+06,9.478123e+06,7.319025e+06,8.454687e+06, 3.243001e-01, 7.278372,7.338453e-01,6.251679e-01
"608","gene_0608",3.868868e+06,7.849721e+06,3.874611e+06,2.700472e+06,2.301112e+06,1.098901e+06,-1.273347e+00, 6.167363,6.297457e+00,3.505935e-02
"609","gene_0609",9.958672e+07,8.916412e+07,7.415188e+07,6.621111e+07,6.097396e+07,6.871492e+07,-3.598018e-01,10.573804,4.951361e+00,3.664507e-01
"610","gene_0610",6.247389e+07,6.884077e+07,6.175917e+07,7.254285e+07,6.414885e+07,7.524592e+07, 1.949380e-01,10.402334,1.482935e+00,6.303072e-01
"611","gene_0611",5.290614e+08,6.106794e+08,4.894886e+08,3.102509e+08,3.561007e+08,2.625906e+08,-7.466707e-01,13.051438,1.829441e+01,7.296568e-02
"612","gene_0612",1.672622e+06,2.736784e+06,2.136918e+06,3.819811e+06,1.737041e+06,2.596650e+06, 3.889120e-01, 5.629114,8.814590e-01,3.798247e-01
"613","gene_0613",6.976442e+06,2.176849e+06,4.962343e+06,8.242783e+06,3.524507e+06,9.411609e+06, 6.493216e-01, 6.886544,1.306093e+00,2.886388e-01
"614","gene_0614",2.188923e+06,2.826000e+06,5.094327e+06,2.789200e+06,1.070098e+07,9.578976e+06, 1.208789e+00, 6.790719,4.166012e+00,7.384382e-02
"615","gene_0615",4.959351e+06,4.422682e+06,4.031345e+06,6.528318e+06,3.800427e+06,6.450994e+06, 3.898744e-01, 6.659487,9.457599e-01,4.989228e-01
"616","gene_0616",1.914096e+07,3.580476e+06,4.926051e+06,2.201205e+07,2.251995e+07,4.547493e+06, 9.299305e-01, 8.015176,1.406833e+00,2.680210e-01
"617","gene_0617",6.800880e+06,1.374342e+06,4.737551e+06,6.876724e+06,5.833014e+06,3.003951e+06, 3.611729e-01, 6.589341,3.361322e-01,5.772743e-01
"618","gene_0618",7.249098e+06,7.735483e+06,2.212107e+06,1.074000e+07,1.114698e+07,1.157300e+07, 1.036558e+00, 7.404448,4.100317e+00,1.293105e-01
"619","gene_0619",4.618267e+06,5.636703e+06,6.669513e+06,7.940289e+06,6.734596e+06,5.440207e+06, 3.109456e-01, 6.960558,5.849334e-01,6.165601e-01
"620","gene_0620",1.140600e+07,8.914979e+06,8.564811e+06,1.104301e+07,8.801085e+06,8.134600e+06, 2.584589e-02, 7.570095,4.523832e-03,9.700467e-01
"621","gene_0621",4.277066e+06,6.088730e+06,2.107820e+06,3.136882e+06,1.695172e+06,3.950079e+06,-4.355160e-01, 6.135684,7.554934e-01,4.088715e-01
"622","gene_0622",5.695582e+07,4.980786e+07,5.251914e+07,5.684106e+07,6.425788e+07,6.252587e+07, 2.629995e-01,10.161349,2.725912e+00,5.292577e-01
"623","gene_0623",6.907020e+07,6.673314e+07,1.069003e+08,8.348594e+07,8.135175e+07,6.527513e+07,-2.205472e-02,10.631021,8.039342e-03,9.555765e-01
"624","gene_0624",4.294117e+06,3.055485e+06,1.086939e+06,3.928971e+06,2.648456e+06,1.393500e+07, 1.334570e+00, 6.581632,3.442105e+00,9.886179e-02
"625","gene_0625",4.638060e+06,2.919925e+06,3.647610e+06,4.783251e+06,1.853332e+06,2.991899e+06,-1.392100e-01, 6.124794,9.106377e-02,7.822620e-01
"626","gene_0626",3.283243e+06,6.260689e+06,8.977174e+06,2.814603e+06,4.120363e+06,1.842547e+06,-1.030259e+00, 6.511270,3.853072e+00,8.352472e-02
"627","gene_0627",3.159292e+06,2.631967e+06,1.518296e+07,3.821453e+06,3.011895e+06,1.698903e+07, 1.763792e-01, 7.225623,4.014865e-02,8.459530e-01
"628","gene_0628",1.457598e+07,2.039299e+07,1.766206e+07,1.834699e+07,1.926395e+07,1.904699e+07, 1.631776e-01, 8.512777,3.071539e-01,7.913016e-01
"629","gene_0629",7.876318e+06,3.786990e+06,4.193897e+06,4.523193e+06,6.440807e+06,1.106899e+07, 5.244734e-01, 6.972578,1.165307e+00,4.005199e-01
"630","gene_0630",7.454509e+07,6.945090e+07,7.761811e+07,8.926306e+07,8.332407e+07,1.003900e+08, 3.571424e-01,10.692082,5.277021e+00,3.653335e-01
"631","gene_0631",1.093297e+08,1.210502e+08,1.588897e+08,8.318327e+07,1.015102e+08,7.434127e+07,-5.347628e-01,11.078441,6.303382e+00,1.675730e-01
