TF_name	fam_symbol	fam_description	numSequences	aln_len	aln_percent_identity	hgnc	pfam	numSpecies
TF316166	NaN	NaN	169 	1541	53.0303173147329	UCHL3->NaN UCHL1->NaN	ZU5->PF00791.15->1 Death->PF00531.17->1 Peptidase_C12->PF01088.16->100 CH->PF00307.26->1	102
TF328377	NaN	NaN	53 	1199	77.9357877274191	NaN		53
TF341112	NaN	NaN	3 	80	90.8695652173913	NaN		3
TF315534	NaN	NaN	562 	2695	33.9290945128859	GCNT1->NaN XYLT2->NaN GCNT2->NaN GCNT4->NaN GCNT6->NaN GCNT7->NaN GCNT3->NaN XYLT1->NaN	Branch->PF02485.16->99 7TM_GPCR_Sra->PF02117.11->1 WSC->PF01822.14->6 Xylo_C->PF12529.3->27 WAP->PF00095.16->1	105
TF354268	NaN	NaN	125 	1091	48.0509370430788	SLC25A44->NaN	Mito_carr->PF00153.22->100 FA_hydroxylase->PF04116.8->1	98
TF315311	NaN	NaN	38 	1946	43.0704350399526	NaN	zf-C2H2->PF00096.21->71 zf-H2C2_2->PF13465.1->100 zf-C2H2_4->PF13894.1->15	31
TF351907	NaN	NaN	82 	891	67.7715066822159	NaN	RVT_1->PF00078.22->53	10
TF313583	NaN	NaN	89 	473	46.0792999786445	CCDC75->NaN	G-patch->PF01585.18->93 DUF4187->PF13821.1->91	88
TF342923	NaN	NaN	6 	176	68.1697612732095	NaN		4
TF101041	CLK	CDC-like kinase	272 	5008	56.7182515063711	CLK3->NaN CLK1->NaN CLK4->NaN CLK2->NaN	Pkinase->PF00069.20->100 SCAMP->PF04144.8->1 AAA->PF00004.24->1	109
TF312951	NaN	NaN	76 	2608	52.8646082508372	TMCO4->NaN	DUF726->PF05277.7->100 UPF0004->PF00919.15->1 Glyco_transf_10->PF00852.14->1 A2M->PF00207.17->1 A2M_comp->PF07678.9->1 A2M_N_2->PF07703.9->1 A2M_recep->PF07677.9->1 CAP_GLY->PF01302.20->1	73
TF106411	SETDB1/SETDB2	SET domain, bifurcated 1/SET domain, bifurcated 2	143 	5787	43.2068178553926	SETDB2->NaN SETDB1->NaN	MBD->PF01429.14->91 Pre-SET->PF05033.11->96 SET->PF00856.23->99 zf-HC5HC2H->PF13771.1->1 Helitron_like_N->PF14214.1->1 3Beta_HSD->PF01073.14->1	95
TF352925	NaN	NaN	2 	224	46.078431372549	NaN	PMP22_Claudin->PF00822.15->100	2
TF324676	NaN	NaN	76 	429	44.3434154049169	TIMMDC1->NaN	Tim17->PF02466.14->90	76
TF340724	NaN	NaN	2 	105	89.4230769230769	NaN		2
TF314287	NaN	NaN	94 	2908	57.6905614890036	MON2->NaN	DUF1981->PF09324.5->84 Sec7_N->PF12783.2->93	92
TF330649	NaN	NaN	19 	441	34.4200694270479	NaN	Fibrinogen_C->PF00147.13->15 Lectin_C->PF00059.16->5 WSC->PF01822.14->5	1
TF105113	MAP3K2/3	mitogen-activated protein kinase kinase kinase 2/3	141 	2982	63.1315246950069	MAP3K3->NaN MAP3K2->NaN	PB1->PF00564.19->86 Pkinase->PF00069.20->97 Ank->PF00023.25->1 Ank_2->PF12796.2->1 SAM_2->PF07647.12->1 zf-RING_2->PF13639.1->1 Ras_bdg_2->PF14847.1->1	68
TF322050	NaN	NaN	39 	1691	40.1249823655734	NaN	MATH->PF00917.21->100 FBA_2->PF07735.12->2 BTB->PF00651.26->2	3
TF106432	SUPV3L1	suppressor of var1, 3-like 1	108 	1731	56.0886559707491	SUPV3L1->NaN	EGF_CA->PF07645.10->1 DUF3456->PF11938.3->1 SUV3_C->PF12513.3->87 Helicase_C->PF00271.26->94	104
TF315740	NaN	NaN	108 	1552	55.0656361890441	PPCDC->NaN	Flavoprotein->PF02441.14->100 ChaC->PF04752.7->1 FERM_M->PF00373.13->1 CHCH->PF06747.8->1 DFP->PF04127.10->1	100
TF331503	NaN	NaN	54 	1019	59.1550179511841	MTBP->NaN	MTBP_C->PF14920.1->100 MTBP_N->PF14918.1->94 MTBP_mid->PF14919.1->100	54
TF331660	NaN	NaN	96 	1498	53.266260872645	RAVER1->NaN RAVER2->NaN	RRM_5->PF13893.1->3 RRM_6->PF14259.1->59 RRM_1->PF00076.17->96	56
TF352158	NaN	NaN	2 	572	82.0359281437126	NaN	EGF_CA->PF07645.10->100	1
TF318582	NaN	NaN	3 	1935	83.5132218024825	NaN	VPS9->PF02204.13->100 SH2->PF00017.19->66	3
TF343534	NaN	NaN	9 	1022	31.2532637075718	NaN	Daxx->PF03344.10->66	6
TF314346	NaN	NaN	266 	1694	33.0720933577687	LCLAT1->NaN AGPAT5->NaN LPGAT1->NaN	Acyltransferase->PF01553.16->95 Sugar_tr->PF00083.19->1	95
TF326953	NaN	NaN	22 	481	46.9445488098659	NaN		22
TF316184	NaN	NaN	25 	617	36.4171135628056	NaN	WBP-1->PF11669.3->20 Exo_endo_phos_2->PF14529.1->4 Clc-like->PF07062.7->4	5
TF328622	NaN	NaN	117 	1504	59.9841739249364	DDX21->NaN DDX50->NaN	DEAD->PF00270.24->96 Helicase_C->PF00271.26->96 GUCT->PF08152.7->95 zf-CCHC->PF00098.18->1	67
TF335877	NaN	NaN	103 	447	31.1993263111284	FGFBP1->NaN FGFBP3->NaN FGFBP2->NaN	FGF-BP1->PF06473.7->100	49
TF338197	NaN	NaN	213 	424	28.8001310923056	LCN9->NaN OBP2A->NaN LCN1->NaN OBP2B->NaN	Lipocalin->PF00061.18->100	34
TF318239	NaN	NaN	7 	940	88.8613861386139	NaN		5
TF352740	NaN	NaN	380 	472	51.2422815436736	OR14J1->NaN OR14A16->NaN OR14A2->NaN OR14I1->NaN OR14K1->NaN	7tm_1->PF00001.16->5 7tm_4->PF13853.1->95 7TM_GPCR_Srsx->PF10320.4->1	39
TF315803	NaN	NaN	478 	3629	39.9787190809749	BEST2->NaN BEST1->NaN BEST4->NaN BEST3->NaN	Glyco_hydro_30->PF02055.11->1 Bestrophin->PF01062.16->100 PTPLA->PF04387.9->1 WD40->PF00400.27->1	100
TF332076	NaN	NaN	30 	365	78.9358393233069	PRR7->NaN	WBP-1->PF11669.3->83	30
TF336080	NaN	NaN	146 	191	34.4050954112348	LY6E->NaN LY6D->NaN SLURP1->NaN LYPD2->NaN	Toxin_1->PF00087.16->1 UPAR_LY6->PF00021.16->97	38
TF106461	EN	Homeobox protein engrailed	166 	1389	49.4490780864199	EN1->NaN EN2->NaN	Engrail_1_C_sig->PF10525.4->90 Homeobox->PF00046.24->100	87
TF337410	NaN	NaN	31 	262	65.425899573084	RNASE10->NaN	RnaseA->PF00074.15->100	30
TF332754	NaN	NaN	58 	155	93.4496359584838	ANAPC16->NaN		55
TF323794	NaN	NaN	73 	367	36.4620539064141	GADD45GIP1->NaN	CR6_interact->PF10147.4->100	71
TF315462	NaN	NaN	6 	597	88.5676215856096	NaN		5
TF353207	NaN	NaN	8 	503	62.1606440741434	NaN		8
TF326019	NaN	NaN	83 	1726	42.1914996873823	NaN	Glycohydro_20b2->PF14845.1->96 Glyco_hydro_20->PF00728.17->100 Aa_trans->PF01490.13->1 Homeobox->PF00046.24->1 UPF0193->PF05250.6->1	26
TF343827	NaN	NaN	24 	613	45.1369501245001	NaN		23
TF351924	NaN	NaN	151 	1137	49.7890659814174	OGN->NaN OPTC->NaN EPYC->NaN	LRRNT->PF01462.13->31 LRR_7->PF13504.1->5 LRR_1->PF00560.28->45 LRR_8->PF13855.1->96 LRR_4->PF12799.2->1 LRR_6->PF13516.1->5	56
TF322826	NaN	NaN	64 	1668	26.5622832679722	NaN	DUF1280->PF06918.9->100 SET->PF00856.23->1	4
TF315701	NaN	NaN	419 	1967	24.8383728678573	SLC46A3->NaN SLC46A1->NaN SLC46A2->NaN	MFS_1->PF07690.11->93	101
TF318679	NaN	NaN	614 	2978	33.7032166466473	ELF3->NaN ELF4->NaN ELF1->NaN SPIC->NaN ELF5->NaN ETV7->NaN SPDEF->NaN ELF2->NaN ETV6->NaN EHF->NaN	Elf-1_N->PF12310.3->23 Ets->PF00178.17->99 SAM_PNT->PF02198.11->54 PAN_3->PF08277.7->1 Spo12->PF05032.7->1	100
TF324684	NaN	NaN	73 	925	40.4729472733324	UBE3D->NaN	HECT_2->PF09814.4->100	73
TF343689	NaN	NaN	17 	478	40.0016386279222	NaN		16
TF322968	NaN	NaN	10 	157	40.2827558741537	NaN		4
TF106495	ARHGEF1/11/12	Rho guanine nucleotide exchange factor (GEF) 1,11 &12	177 	4995	38.1771081334504	ARHGEF12->NaN ARHGEF11->NaN ARHGEF1->NaN	B9-C2->PF07162.6->1 PDZ->PF00595.19->63 C1_1->PF00130.17->11 RhoGEF->PF00621.15->98 RGS-like->PF09128.6->92 Laminin_G_3->PF13385.1->1 PDZ_2->PF13180.1->1 DUF1619->PF07773.6->1	86
TF315493	NaN	NaN	110 	1072	26.8252539186301	NaN	7TM_GPCR_Srd->PF10317.4->100 7TM_GPCR_Srh->PF10318.4->1	5
TF300782	NaN	NaN	113 	1032	67.2676271401931	SNW1->NaN	SKIP_SNW->PF02731.10->99 BTB->PF00651.26->1 BACK->PF07707.10->1	105
TF333191	NaN	NaN	53 	275	60.0114336774646	C12orf45->NaN	DUF4598->PF15370.1->90	47
TF321329	NaN	NaN	7 	1587	48.1650521609538	NaN		5
TF313483	NaN	NaN	165 	914	41.4515464670827	TMEM38A->NaN TMEM38B->NaN	TRIC->PF05197.8->100 PP2C->PF00481.16->1	98
TF335518	NaN	NaN	66 	631	57.3986881074542	CGGBP1->NaN	Dimer_Tnp_hAT->PF05699.9->7	36
TF103042	POLR2G	polymerase (RNA) II (DNA directed) polypeptide G	104 	304	75.5808946654972	POLR2G->NaN	Cauli_VI->PF01693.11->1 SHS2_Rpb7-N->PF03876.12->96 S1->PF00575.18->94	99
TF315095	NaN	NaN	109 	649	58.50078008168	MRPS12->NaN	COesterase->PF00135.23->1 Ribosom_S12_S23->PF00164.20->100 CDP-OH_P_transf->PF01066.16->1	98
TF350576	NaN	NaN	15 	549	61.8358026066615	NaN		15
TF318483	NaN	NaN	6 	416	61.7446896267272	NaN		5
TF338370	NaN	NaN	31 	109	68.2322710535378	C5orf46->NaN	DUF4576->PF15144.1->100	31
TF323566	NaN	NaN	69 	316	49.4542559654746	IFT43->NaN	IFT43->PF15305.1->100	68
TF318119	NaN	NaN	103 	1507	56.404827802665	MCRS1->NaN	FHA->PF00498.21->83 MCRS_N->PF13325.1->100	94
TF333913	NaN	NaN	112 	860	67.0168031561256	IL1RAPL2->NaN IL1RAPL1->NaN	Ig_2->PF13895.1->62 TIR->PF01582.15->97 I-set->PF07679.11->27 Ig_3->PF13927.1->42 ig->PF00047.20->1	55
TF330767	NaN	NaN	33 	223	62.9152087427503	BAALC->NaN	BAALC_N->PF06989.7->78	33
TF332378	NaN	NaN	55 	621	51.8336164155601	CCSAP->NaN		46
TF330914	NaN	NaN	44 	1978	65.2338887349951	STRC->NaN		44
TF325744	NaN	NaN	113 	1585	29.1208186962196	NaN	Reeler->PF02014.11->100 EGF->PF00008.22->1 Sushi->PF00084.15->1 zf-RING_2->PF13639.1->1 Spond_N->PF06468.8->1 DOMON->PF03351.12->2	53
TF352440	NaN	NaN	19 	401	36.9656943680059	NaN	Histone->PF00125.19->100	17
TF313877	NaN	NaN	313 	2564	49.5902722270993	ACSL6->NaN ACSL1->NaN ACSL5->NaN	ZZ->PF00569.12->1 AMP-binding->PF00501.23->100 PP-binding->PF00550.20->1 AMP-binding_C->PF13193.1->1 NAD_binding_4->PF07993.7->1	107
TF105924	SEH1L	SEH1-like (S. cerevisiae)	104 	3252	60.6726499028248	SEH1L->NaN	WD40->PF00400.27->100	101
TF343697	NaN	NaN	3 	441	26.6734279918864	NaN	NMO->PF03060.10->100	3
TF314698	NaN	NaN	83 	299	45.5746700816759	PLGRKT->NaN	DUF2368->PF10166.4->100	80
TF103032	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I	103 	507	74.4245001692177	POLR2I->NaN	TFIIS_C->PF01096.13->96 RNA_POL_M_15KD->PF02150.11->97 BSD->PF03909.12->1	95
TF329242	NaN	NaN	79 	368	49.596633583691	BRI3->NaN	DUF2367->PF10164.4->91	71
TF314473	NaN	NaN	161 	3208	43.0849035553957	GUK1->NaN	SH3_1->PF00018.23->13 Guanylate_kin->PF00625.16->100 SH3_2->PF07653.12->2 PDZ_assoc->PF10600.4->1 PDZ->PF00595.19->1 L27_1->PF09058.5->1	100
TF312837	NaN	NaN	529 	2186	36.861759954305	HSD17B13->NaN RDH10->NaN HSD17B11->NaN DHRS3->NaN SDR16C5->NaN	DUF4499->PF14934.1->1 adh_short->PF00106.20->99 Cupin_8->PF13621.1->1 Biotin_lipoyl->PF00364.17->1 Cast->PF10174.4->1 Integrin_beta->PF00362.13->1 S1->PF00575.18->1	106
TF319835	NaN	NaN	6 	951	62.2408334184455	NaN	DRY_EERY->PF09750.4->100 Surp->PF01805.15->100	6
TF314285	NaN	NaN	179 	2877	32.7653270645653	NSUN7->NaN NSUN5->NaN	Nol1_Nop2_Fmu->PF01189.12->67 VMA21->PF09446.5->3 tRNA_m1G_MT->PF01746.16->1	97
TF352991	NaN	NaN	13 	892	35.9463698834777	NaN	DUF1768->PF08719.6->100	8
TF339080	NaN	NaN	2 	1313	40.2684563758389	NaN	PH->PF00169.24->50 RhoGAP->PF00620.22->50 RhoGEF->PF00621.15->100 Bcr-Abl_Oligo->PF09036.5->50	2
TF336851	NaN	NaN	97 	821	49.4373456651551	HEXIM2->NaN HEXIM1->NaN	HEXIM->PF15313.1->100	69
TF351790	NaN	NaN	10 	739	67.3947110675808	NaN	TGF_beta->PF00019.15->100 TGFb_propeptide->PF00688.13->100	10
TF344084	NaN	NaN	35 	554	53.4437461662211	NaN	DUF745->PF05335.8->100	21
TF314913	NaN	NaN	149 	459	51.8654202194881	REEP6->NaN REEP5->NaN	TB2_DP1_HVA22->PF03134.14->100 LSM->PF01423.17->1	98
TF313753	NaN	NaN	95 	842	46.5479870216279	AASDHPPT->NaN	Homeobox->PF00046.24->1 Lectin_leg-like->PF03388.8->1 tRNA_int_endo->PF01974.12->1 ACPS->PF01648.15->93	88
TF325157	NaN	NaN	26 	1741	57.3780623470372	NaN	Zona_pellucida->PF00100.18->61	26
TF322790	NaN	NaN	4 	209	53.2673267326733	NaN		3
TF343549	NaN	NaN	5 	217	75.3524804177546	NaN		4
TF325819	NaN	NaN	151 	816	33.7742331846728	ATP6AP1L->NaN ATP6AP1->NaN	ATP-synt_S1->PF05827.7->58 Lamp->PF01299.12->19	88
TF329502	NaN	NaN	57 	796	54.1125360290739	C2orf65->NaN	DCR->PF14047.1->3	57
TF343383	NaN	NaN	14 	322	40.8524284901464	NaN	Methyltransf_11->PF08241.7->100	14
TF326796	NaN	NaN	51 	625	56.0050364822109	NaN	7tm_1->PF00001.16->100	29
TF325707	NaN	NaN	125 	854	39.7977469553769	MSGN1->NaN MESP1->NaN MESP2->NaN	HLH->PF00010.21->99	64
TF327112	NaN	NaN	31 	428	69.7663848741023	NaN	EF-hand_7->PF13499.1->77 EF-hand_6->PF13405.1->22 EF-hand_8->PF13833.1->3	29
TF350133	NaN	NaN	201 	807	45.7639984998398	SFRP1->NaN SFRP5->NaN SFRP2->NaN	NTR->PF01759.16->70 Fz->PF01392.17->97	71
TF326495	NaN	NaN	251 	3503	43.2391502231868	IPCEF1->NaN CNKSR1->NaN CNKSR3->NaN CNKSR2->NaN	SAM_1->PF00536.25->70 DUF1170->PF06663.8->52 CRIC_ras_sig->PF10534.4->72 PDZ->PF00595.19->61 PH->PF00169.24->69 SAM_2->PF07647.12->1	84
TF344225	NaN	NaN	4 	85	67.4747474747475	NaN		4
TF336646	NaN	NaN	35 	275	71.6782611705257	NaN	7tm_4->PF13853.1->100	4
TF321730	NaN	NaN	5 	337	77.4241302738712	NaN		5
TF314901	NaN	NaN	236 	4101	31.7576851711771	NaN	ABC2_membrane->PF01061.19->90 ABC_tran->PF00005.22->96 T-box->PF00907.17->1 Myb_DNA-bind_5->PF13873.1->1 ABC_trans_N->PF14510.1->8 PDR_assoc->PF08370.6->5 PDR_CDR->PF06422.7->2 Gpi1->PF05024.10->1 PAE->PF03283.8->1	51
TF315338	NaN	NaN	8 	289	57.2238478419898	NaN		7
TF314785	NaN	NaN	106 	1968	56.2266645072901	ASH2L->NaN	Dimer_Tnp_hAT->PF05699.9->1 SPRY->PF00622.23->94	102
TF352058	NaN	NaN	19 	169	63.1154980712503	NaN	V-set->PF07686.12->94	19
TF332994	NaN	NaN	46 	441	57.0418268512355	CEP44->NaN	CEP44->PF15007.1->100	46
TF323808	NaN	NaN	53 	715	51.8321647640502	C19orf43->NaN	Lge1->PF11488.3->3 DUF1777->PF08648.7->1	52
TF106233	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	119 	974	55.1692540413334	PSMD8->NaN	SAC3_GANP->PF03399.11->14 PCI_Csn8->PF10075.4->87	96
TF106399	SETD6	SET domain containing 6	60 	609	62.8383293135791	SETD6->NaN	Rubis-subs-bind->PF09273.6->70 SET->PF00856.23->93	59
TF300237	NaN	NaN	54 	217	65.6469558758439	DCTPP1->NaN	MazG->PF03819.12->96	49
TF327513	NaN	NaN	23 	278	46.837986463621	NaN	PBP_GOBP->PF01395.17->100	12
TF323379	NaN	NaN	75 	787	48.0119034370762	DOLK->NaN	CTP_transf_1->PF01148.15->13	75
TF313269	NaN	NaN	113 	427	48.7023932843589	CUTA->NaN	CutA1->PF03091.10->100	86
TF350090	NaN	NaN	5 	210	68.8365650969529	NaN		5
TF333708	NaN	NaN	15 	1591	43.5870143693454	NaN	Spectrin->PF00435.16->60 CH->PF00307.26->53	12
TF313855	NaN	NaN	101 	891	52.1808132798101	HDDC2->NaN	HD_3->PF13023.1->100 DUF2352->PF09817.4->1	97
TF317671	NaN	NaN	5 	568	73.2434757671351	NaN	SPK->PF04435.13->20	5
TF106114	DDX1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	108 	1191	65.8024737724368	DDX1->NaN	DEAD->PF00270.24->100 Helicase_C->PF00271.26->96 SPRY->PF00622.23->87	106
TF329054	NaN	NaN	11 	354	55.5323718932188	NaN		10
TF342874	NaN	NaN	3 	464	17.3396674584323	NaN	cNMP_binding->PF00027.24->33 HR1->PF02185.11->66	3
TF326366	NaN	NaN	51 	637	38.8042288761082	NaN	Tetraspannin->PF00335.15->11	22
TF333813	NaN	NaN	5 	349	42.412169503803	NaN	Tissue_fac->PF01108.12->100 Interfer-bind->PF09294.5->60	5
TF312926	NaN	NaN	122 	616	54.8375437347368	SLC35B4->NaN	UAA->PF08449.6->100	100
TF324206	NaN	NaN	421 	3770	42.1807035170882	PCGF5->NaN PCGF2->NaN PCGF6->NaN BMI1->NaN PCGF1->NaN PCGF3->NaN	zf-H2C2_2->PF13465.1->1 zf-C3HC4->PF00097.20->87 zf-C2H2->PF00096.21->1 R3H->PF01424.17->1 zf-RING_2->PF13639.1->1 HCaRG->PF07258.9->1 THAP->PF05485.7->1 zf-C3HC4_2->PF13923.1->2	103
TF342688	NaN	NaN	3 	189	40.4761904761905	NaN		3
TF319461	NaN	NaN	16 	215	42.9064587973274	NaN		4
TF316489	NaN	NaN	84 	1531	57.5236186742743	TFAP4->NaN	HLH->PF00010.21->91	76
TF328455	NaN	NaN	55 	403	58.641307903945	IRAK1BP1->NaN	SIMPL->PF04402.9->100	54
TF314388	NaN	NaN	93 	3198	53.346571598466	MED14->NaN	Med14->PF08638.6->97	88
TF315059	NaN	NaN	159 	774	39.1793379746689	MRPS18C->NaN MRPS18B->NaN	Ribosomal_S18->PF01084.15->93	96
TF324725	NaN	NaN	91 	3122	50.9739947096273	ARID5A->NaN ARID5B->NaN	ARID->PF01388.16->98	60
TF105937	CUTC	cutC copper transporter homolog (E.coli)	91 	1155	55.2176312116589	CUTC->NaN	CutC->PF03932.9->100 UBX->PF00789.15->1 DUF3605->PF12239.3->1 7tm_6->PF02949.15->1	89
TF324118	NaN	NaN	93 	1664	65.3373130211642	TH1L->NaN	TH1->PF04858.8->100	90
TF325867	NaN	NaN	135 	2195	37.68583006526	LRP11->NaN SPINT1->NaN	MANEC->PF07502.9->88 Ldl_recept_a->PF00057.13->86 Kunitz_BPTI->PF00014.18->45	80
TF320158	NaN	NaN	94 	1398	40.0160255204532	PTCD3->NaN	PPR_2->PF13041.1->47 PPR_3->PF13812.1->69 PPR->PF01535.15->3	91
TF300736	NaN	NaN	97 	1098	61.9097175878998	ASS1->NaN	Arginosuc_synth->PF00764.14->100	84
TF351235	NaN	NaN	5 	2031	40.1573564122738	NaN		5
TF318447	NaN	NaN	27 	1303	38.8996551157826	NaN	LRR_1->PF00560.28->22 LRR_8->PF13855.1->100 LRR_5->PF13306.1->11 LRR_7->PF13504.1->7 Ribosomal_L15e->PF00827.12->3 NOT2_3_5->PF04153.13->3 LRR_4->PF12799.2->7	10
TF337843	NaN	NaN	85 	157	71.6330073349633	FAM127C->NaN LDOC1->NaN FAM127B->NaN FAM127A->NaN		31
TF318385	NaN	NaN	143 	1531	42.1032136845267	RASSF7->NaN RASSF8->NaN	RA->PF00788.18->90	85
TF101169	ESPL1	extra spindle poles like 1	54 	2559	55.93548401263	ESPL1->NaN	Peptidase_C50->PF03568.12->98	54
TF106435	YAF2/RYBP	YY1-associated factor 2/RING1 and YY1-binding protein	72 	15330	56.7726176881106	DSP->NaN	Plectin->PF00681.15->98 GAS2->PF02187.12->1 CH->PF00307.26->1 Spectrin->PF00435.16->2 EF-hand_7->PF13499.1->1	55
TF351327	NaN	NaN	5 	1638	49.6133699176852	NaN	DCX->PF03607.12->100 PLAT->PF01477.18->60	5
TF338684	NaN	NaN	19 	212	63.0520399189386	HSPB9->NaN	HSP20->PF00011.16->100	19
TF340435	NaN	NaN	3 	198	30.5128205128205	NaN		3
TF338215	NaN	NaN	13 	190	46.5774575398868	SCT->NaN	Hormone_2->PF00123.15->100	12
TF101007	CCNG/I	Cyclin G/I	256 	1237	40.2867518817527	CCNI2->NaN CCNG1->NaN CCNG2->NaN CCNI->NaN	Cyclin_N->PF00134.18->96 Cyclin_C->PF02984.14->1	89
TF314885	NaN	NaN	90 	913	48.2476630965868	ALKBH4->NaN	2OG-FeII_Oxy_2->PF13532.1->17 IPK->PF03770.11->1 HMG_box->PF00505.14->1 HMG_box_2->PF09011.5->1 2OG-FeII_Oxy->PF03171.15->63	88
TF101222	RAD52B	DNA repair protein RAD52B	48 	342	56.3257147250382	RDM1->NaN	RRM_1->PF00076.17->47 Rad52_Rad22->PF04098.10->75 RRM_5->PF13893.1->6	44
TF105391	ITGA	integrin, alpha	1051 	8041	28.8146535907558	ITGA1->NaN ITGA6->NaN ITGA3->NaN ITGA7->NaN ITGA8->NaN ITGAM->NaN ITGA11->NaN ITGA2->NaN ITGA5->NaN ITGAE->NaN ITGAD->NaN ITGA2B->NaN ITGAV->NaN ITGAX->NaN ITGAL->NaN ITGA9->NaN ITGA10->NaN ITGA4->NaN	VCBS->PF13517.1->26 Peptidase_M48->PF01435.13->1 Integrin_alpha->PF00357.15->25 Integrin_alpha2->PF08441.7->99 FG-GAP->PF01839.18->56 VWA->PF00092.23->38 eRF1_3->PF03465.10->1 Vinculin->PF01044.14->1 eRF1_2->PF03464.10->1 eRF1_1->PF03463.10->1	104
TF352553	NaN	NaN	4 	101	65.6565656565657	NaN	TIL->PF01826.12->100	4
TF332472	NaN	NaN	49 	1620	68.7175010565743	ZNF335->NaN	AT_hook->PF02178.14->4 zf-C2H2_4->PF13894.1->97 zf-C2H2->PF00096.21->8 zf-H2C2_5->PF13909.1->81 zf-H2C2_2->PF13465.1->100	49
TF326185	NaN	NaN	293 	4225	36.896147645221	RXFP1->NaN RXFP2->NaN	Ldl_recept_a->PF00057.13->45 F5_F8_type_C->PF00754.20->1 LRRNT->PF01462.13->3 CUB->PF00431.15->3 LRR_1->PF00560.28->7 LRR_8->PF13855.1->63 7tm_1->PF00001.16->98 PRKCSH-like->PF12999.2->2 Lectin_C->PF00059.16->1 LRR_6->PF13516.1->1 SRCR->PF00530.13->3 LRR_5->PF13306.1->1 FXa_inhibition->PF14670.1->1 Kringle->PF00051.13->1	84
TF317790	NaN	NaN	5 	595	69.004764425622	NaN	BORA_N->PF15280.1->80	5
TF331185	NaN	NaN	97 	1295	53.9484773287521	ZNF512B->NaN ZNF512->NaN	zf-C2H2_4->PF13894.1->93 zf-C2H2->PF00096.21->55	55
TF339477	NaN	NaN	41 	403	33.49791277703	RNF212->NaN	zf-RING_5->PF14634.1->87	32
TF106106	NDUFA12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	100 	296	53.2390676029113	NDUFA12->NaN	NDUFA12->PF05071.11->100	99
TF315901	NaN	NaN	3 	322	68.4381778741866	NaN		3
TF333246	NaN	NaN	159 	1149	42.6008571132191	RTP4->NaN RTP1->NaN RTP2->NaN CXXC11->NaN RTP3->NaN	zf-3CxxC->PF13695.1->99	54
TF350534	NaN	NaN	6 	156	71.5248962655602	NaN		6
TF313978	NaN	NaN	144 	212	53.3920600371011	ATP5L2->NaN ATP5L->NaN	ATP-synt_G->PF04718.10->100	98
TF101520	EIF3S8	Eukaryotic translation initiation factor 3, subunit 8	102 	2733	57.5214806435139	EIF3CL->NaN EIF3C->NaN	PCI->PF01399.22->94 eIF-3c_N->PF05470.7->100 Chromo->PF00385.19->1	94
TF329449	NaN	NaN	84 	2703	46.6523715111751	BRIP1->NaN	DEAD_2->PF06733.10->100 UCH->PF00443.24->1 MFS_1->PF07690.11->1 Helicase_C_2->PF13307.1->95	79
TF351989	NaN	NaN	5 	1476	63.0819545979223	NaN	PHD->PF00628.24->100	5
TF333307	NaN	NaN	56 	578	68.3010564256768	TMEM206->NaN	TMEM206->PF15122.1->100	56
TF320335	NaN	NaN	7 	627	70.875781948168	NaN	UDPGT->PF00201.13->100	6
TF350889	NaN	NaN	24 	589	45.1623619300723	NaN	zf-C2H2_6->PF13912.1->8 zf-AD->PF07776.10->100 zf-H2C2_2->PF13465.1->95 zf-C2H2->PF00096.21->100 zf-C2H2_4->PF13894.1->54	12
TF340393	NaN	NaN	6 	121	77.5977653631285	NaN		6
TF331080	NaN	NaN	69 	355	54.7307696548943	HNMT->NaN	Methyltransf_23->PF13489.1->89	54
TF332562	NaN	NaN	47 	604	50.3318447662333	OCSTAMP->NaN	DC_STAMP->PF07782.8->100	45
TF319922	NaN	NaN	23 	132	49.1981349592663	NaN	Pmp3->PF01679.12->100	6
TF314265	NaN	NaN	758 	6917	37.6867867784608	ANO9->NaN ANO6->NaN ANO2->NaN ANO1->NaN ANO5->NaN ANO10->NaN ANO3->NaN ANO4->NaN ANO8->NaN ANO7->NaN	Anoctamin->PF04547.7->100 RNase_T->PF00929.19->1 PCIF1_WW->PF12237.3->1 LRR_9->PF14580.1->1 LRR_4->PF12799.2->1 fn3->PF00041.16->1 DUF21->PF01595.15->1 Amidase->PF01425.16->1 ERK-JNK_inhib->PF15002.1->1 Hydrolase_6->PF13344.1->1 Hydrolase_like->PF13242.1->1	106
TF317640	NaN	NaN	52 	1289	66.1972444305098	RET->NaN	Cadherin->PF00028.12->61 Pkinase_Tyr->PF07714.12->98	51
TF329759	NaN	NaN	60 	1364	61.018757751898	TUBGCP5->NaN	Spc97_Spc98->PF04130.8->100	60
TF300100	NaN	NaN	281 	1323	69.2338210651648	RPSA->NaN	Ribosomal_S2->PF00318.15->89 Arv1->PF04161.8->1 7tm_1->PF00001.16->1	104
TF317963	NaN	NaN	264 	2745	28.6208748569836	NPC2->NaN	SAM_1->PF00536.25->1 E1_DerP2_DerF2->PF02221.10->99	94
