ID,geneName,ORF,Entrez,fullName,uniprot,GO,EC,KO,pfam,organism
F1MAN8,Lama5,rCG_38528,140433,Laminin subunit alpha 5,F1MAN8,GO:0005604; GO:0005615; GO:0043259; GO:0005610; GO:0031594; GO:0043083; GO:0005178; GO:0009887; GO:0060445; GO:0001658; GO:0016477; GO:0098609; GO:0060271; GO:0001942; GO:0007229; GO:0030324; GO:0001738; GO:0016331; GO:0007517; GO:0001755; GO:0042475; GO:0072659; GO:0030155; GO:0030334; GO:0042127; GO:0045995; GO:0034446; GO:0009888,,K06240,F1MAN8:Laminin N-terminal(45|303)+Laminin EGF-like(304|362)+Laminin EGF-like(363|432)+Laminin EGF-like(433|477)+Laminin EGF-like(499|545)+Laminin EGF-like(546|591)+Laminin EGF-like(592|636)+Laminin EGF-like(637|681)+Laminin EGF-like(682|732)+Laminin EGF-like(734|780)+Laminin EGF-like(781|832)+Laminin EGF-like(833|879)+Laminin EGF-like(1442|1487)+Laminin EGF-like(1488|1531)+Laminin EGF-like(1532|1580)+Laminin EGF-like(1581|1631)+Laminin IV type A(1652|1830)+Laminin EGF-like(1864|1913)+Laminin EGF-like(1914|1969)+Laminin EGF-like(1970|2023)+Laminin EGF-like(2024|2070)+Laminin EGF-like(2071|2117)+Laminin EGF-like(2118|2167)+LAM_G_DOMAIN(2734|2929)+LAM_G_DOMAIN(2943|3115)+LAM_G_DOMAIN(3124|3292)+LAM_G_DOMAIN(3332|3506)+LAM_G_DOMAIN(3513|3684),Rattus norvegicus
F1M8K0,Dag1,,114489,Dystroglycan 1,F1M8K0,GO:0005604; GO:0016323; GO:0005913; GO:0070938; GO:0043034; GO:0005737; GO:0016011; GO:0016010; GO:0009897; GO:0005576; GO:0005615; GO:0030175; GO:0005925; GO:0098982; GO:0098978; GO:0016021; GO:0030027; GO:0033268; GO:0034399; GO:0005654; GO:0005634; GO:0005886; GO:0044853; GO:0099524; GO:0042383; GO:0045202; GO:0003779; GO:0051393; GO:0005509; GO:0002162; GO:0043236; GO:0043237; GO:0042169; GO:0008307; GO:0015631; GO:0017166; GO:0007568; GO:0060055; GO:0031103; GO:0071711; GO:0060445; GO:0016340; GO:0071397; GO:0071260; GO:0071679; GO:0007016; GO:0060441; GO:0006509; GO:0034453; GO:0019048; GO:0002011; GO:0022011; GO:0030336; GO:0043409; GO:0051898; GO:0021675; GO:0021682; GO:1904261; GO:0001954; GO:0031643; GO:0048714; GO:0045860; GO:0010717; GO:0010470; GO:0098696; GO:0050807; GO:0014894; GO:0043434; GO:0098942; GO:0014037; GO:0043403,,K06265,F1M8K0:Peptidase S72(601|710),Rattus norvegicus
G3V9W3,Pdpk1,,81745,3-phosphoinositide-dependent protein kinase 1,G3V9W3,GO:0042995; GO:0031410; GO:0005829; GO:0005925; GO:0005634; GO:0043204; GO:0005886; GO:0014069; GO:0004676; GO:0005524; GO:0005158; GO:0016004; GO:0043274; GO:0019901; GO:0004674; GO:0032148; GO:0019722; GO:0016477; GO:1990416; GO:0071364; GO:0032869; GO:0007173; GO:0097191; GO:0048041; GO:0006972; GO:0035556; GO:0010667; GO:2000352; GO:0043524; GO:0006469; GO:0034122; GO:0030512; GO:0018105; GO:0018107; GO:0043536; GO:0010518; GO:1903078; GO:0051281; GO:1903672; GO:1905564; GO:0043122; GO:0043304; GO:0003323,2.7.11.1,K06276,O55173|G3V9W3:Protein kinase(85|345)+PH(462|553),Rattus norvegicus
O55173,Pdpk1,,81745,3-phosphoinositide-dependent protein kinase 1,O55173,GO:0042995; GO:0031410; GO:0005829; GO:0005925; GO:0005634; GO:0043204; GO:0005886; GO:0014069; GO:0004676; GO:0005524; GO:0005158; GO:0016004; GO:0043274; GO:0019901; GO:0004674; GO:0032148; GO:0019722; GO:0016477; GO:1990416; GO:0071364; GO:0032869; GO:0007173; GO:0097191; GO:0048041; GO:0006972; GO:0035556; GO:0010667; GO:2000352; GO:0043524; GO:0006469; GO:0034122; GO:0030512; GO:0018105; GO:0018107; GO:0043536; GO:0010518; GO:1903078; GO:0051281; GO:1903672; GO:1905564; GO:0043122; GO:0043304; GO:0003323,2.7.11.1,K06276,O55173|G3V9W3:Protein kinase(85|345)+PH(462|553),Rattus norvegicus
P01830,Thy1,,24832,Thy-1 membrane glycoprotein,P01830,GO:0031362; GO:0046658; GO:0016324; GO:0030673; GO:0009986; GO:0005829; GO:0030425; GO:0032590; GO:0005783; GO:0009897; GO:0030426; GO:0045121; GO:0032809; GO:0005886; GO:0019899; GO:0034235; GO:0005096; GO:0005178; GO:0019901; GO:0001525; GO:0098609; GO:0007267; GO:0007010; GO:0048041; GO:0007229; GO:0045576; GO:0043066; GO:0050771; GO:0030336; GO:0048147; GO:0070571; GO:0006469; GO:0061099; GO:0050860; GO:0002693; GO:0051894; GO:0043547; GO:0034116; GO:0050731; GO:0051281; GO:0050870; GO:0046777; GO:0043113; GO:2000298; GO:0046549; GO:0050852,,K06514,P01830:Ig-like V-type(20|126),Rattus norvegicus
D3ZQP6,Sema7a,rCG_57846,315711,"Sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (Semaphorin) 7A (Predicted)",D3ZQP6,GO:0009897; GO:0005615; GO:0005887; GO:0045499; GO:0005178; GO:0030215; GO:0048675; GO:0007229; GO:0050919; GO:0048843; GO:0001755; GO:0021988; GO:0045773; GO:0030335; GO:0070374; GO:0060907; GO:0050727; GO:0071526,,K06529,D3ZQP6:Sema(53|488)+Ig-like(544|619),Rattus norvegicus
Q9QZA6,Cd151,,100911730; 64315,CD151 antigen,Q9QZA6,GO:0005887; GO:0005178; GO:0016477,,K06537,,Rattus norvegicus
D3ZP06,Itgb8,rCG_21080,362800,Integrin beta,D3ZP06,GO:0009986; GO:0005925; GO:0008305; GO:0005178; GO:0038023; GO:0005102; GO:0033627; GO:0016477; GO:0007160; GO:0007229,,K06591,D3ZP06:INB(1|289),Rattus norvegicus
D4A1V7,Mob1b,rCG_60509,360920,MOB kinase activator 1B,D4A1V7,GO:0005829; GO:0005730; GO:0019209; GO:0016301; GO:0019900; GO:0035329; GO:0031952,,K06685,,Rattus norvegicus
P02685,Mag,,29409,Myelin-associated glycoprotein,P02685,GO:0005737; GO:0005887; GO:0045121; GO:0097453; GO:0035749; GO:0033270; GO:0005886; GO:0043220; GO:0030246; GO:1905576; GO:0042803; GO:0019901; GO:0033691; GO:0005102; GO:0031103; GO:0007155; GO:0098742; GO:0071260; GO:0022010; GO:0030517; GO:0043524; GO:0045665; GO:0010977; GO:0007399; GO:0048711; GO:0031643; GO:0019226,,K06771,P07722|P02685|P07723:Ig-like V-type(22|120)+Ig-like C2-type 1(139|237)+Ig-like C2-type 2(241|325)+Ig-like C2-type 3(327|412)+Ig-like C2-type 4(413|508),Rattus norvegicus
P07722,Mag,,29409,Myelin-associated glycoprotein,P07722,GO:0005737; GO:0005887; GO:0045121; GO:0097453; GO:0035749; GO:0033270; GO:0005886; GO:0043220; GO:0030246; GO:1905576; GO:0042803; GO:0019901; GO:0033691; GO:0005102; GO:0031103; GO:0007155; GO:0098742; GO:0071260; GO:0022010; GO:0030517; GO:0043524; GO:0045665; GO:0010977; GO:0007399; GO:0048711; GO:0031643; GO:0019226,,K06771,P07722|P02685|P07723:Ig-like V-type(22|120)+Ig-like C2-type 1(139|237)+Ig-like C2-type 2(241|325)+Ig-like C2-type 3(327|412)+Ig-like C2-type 4(413|508),Rattus norvegicus
P07723,Mag,,29409,Myelin-associated glycoprotein,P07723,GO:0005737; GO:0005887; GO:0045121; GO:0097453; GO:0035749; GO:0033270; GO:0005886; GO:0043220; GO:0030246; GO:1905576; GO:0042803; GO:0019901; GO:0033691; GO:0005102; GO:0031103; GO:0007155; GO:0098742; GO:0071260; GO:0022010; GO:0030517; GO:0043524; GO:0045665; GO:0010977; GO:0007399; GO:0048711; GO:0031643; GO:0019226,,K06771,P07722|P02685|P07723:Ig-like V-type(22|120)+Ig-like C2-type 1(139|237)+Ig-like C2-type 2(241|325)+Ig-like C2-type 3(327|412)+Ig-like C2-type 4(413|508),Rattus norvegicus
O08592,Vcan,,114122,Versican core protein,O08592,GO:0009986; GO:0062023; GO:0031012; GO:0072534; GO:0045202; GO:0005509; GO:0030246; GO:0005540; GO:0030169; GO:0031103; GO:0007155; GO:0007417; GO:0009611; GO:0001501,,K06793,Q9ERB4|O08592|O88564|Q9R1K4:Ig-like V-type(21|146)+Link 1(150|245)+Link 2(251|347)+EGF-like 1(2431|2467)+EGF-like 2; calcium-binding(2469|2505)+C-type lectin(2518|2632)+Sushi(2636|2696),Rattus norvegicus
O88564,Vcan,,114122,Versican core protein,O88564,GO:0009986; GO:0062023; GO:0031012; GO:0072534; GO:0045202; GO:0005509; GO:0030246; GO:0005540; GO:0030169; GO:0031103; GO:0007155; GO:0007417; GO:0009611; GO:0001501,,K06793,Q9ERB4|O08592|O88564|Q9R1K4:Ig-like V-type(21|146)+Link 1(150|245)+Link 2(251|347)+EGF-like 1(2431|2467)+EGF-like 2; calcium-binding(2469|2505)+C-type lectin(2518|2632)+Sushi(2636|2696),Rattus norvegicus
Q9ERB4,Vcan,,114122,Versican core protein,Q9ERB4,GO:0009986; GO:0062023; GO:0031012; GO:0072534; GO:0045202; GO:0005509; GO:0030246; GO:0005540; GO:0030169; GO:0031103; GO:0007155; GO:0007417; GO:0009611; GO:0001501,,K06793,Q9ERB4|O08592|O88564|Q9R1K4:Ig-like V-type(21|146)+Link 1(150|245)+Link 2(251|347)+EGF-like 1(2431|2467)+EGF-like 2; calcium-binding(2469|2505)+C-type lectin(2518|2632)+Sushi(2636|2696),Rattus norvegicus
Q9R1K4,Vcan,,114122,Versican core protein,Q9R1K4,GO:0009986; GO:0062023; GO:0031012; GO:0072534; GO:0045202; GO:0005509; GO:0030246; GO:0005540; GO:0030169; GO:0031103; GO:0007155; GO:0007417; GO:0009611; GO:0001501,,K06793,Q9ERB4|O08592|O88564|Q9R1K4:Ig-like V-type(21|146)+Link 1(150|245)+Link 2(251|347)+EGF-like 1(2431|2467)+EGF-like 2; calcium-binding(2469|2505)+C-type lectin(2518|2632)+Sushi(2636|2696),Rattus norvegicus
F1MAH6,Cdh11,,84407,Cadherin 11,F1MAH6,GO:0016342; GO:0009986; GO:0005913; GO:0005737; GO:0098978; GO:0016021; GO:0005886; GO:0098685; GO:0045296; GO:0005509; GO:0008092; GO:0042803; GO:0034332; GO:0016339; GO:0000902; GO:0098609; GO:0044331; GO:0007043; GO:0021957; GO:0007156; GO:0050804,,K06803,F1MAH6:CA(76|157)+CA(181|266)+CA(290|382)+CA(405|486)+CA(513|600),Rattus norvegicus
P11762,Lgals1,,56646,Galectin-1,P11762,GO:0009986; GO:0005737; GO:0005829; GO:0005615; GO:0005634; GO:0030246; GO:0030395; GO:0043236; GO:0042803; GO:0006915; GO:0071333; GO:0071407; GO:0045445; GO:0010812; GO:0010977; GO:0002317; GO:0034120; GO:0046598; GO:0048678; GO:0042493; GO:0035900; GO:0031295,,K06830,P11762:Galectin(4|135),Rattus norvegicus
Q5M827,Pir,,363465,Pirin,Q5M827,GO:0005737; GO:0005829; GO:0005634; GO:0046872; GO:0008127; GO:0003712; GO:0030224,1.13.11.24,K06911,,Rattus norvegicus
Q5M943,Thumpd1,,309041,THUMP domain containing 1,Q5M943,GO:0003723; GO:0006400,,K06963,Q5M943:THUMP(147|254),Rattus norvegicus
Q5XIP1,Pelo,,294754,Protein pelota homolog,Q5XIP1,GO:0005737; GO:0005634; GO:0004519; GO:0046872; GO:0043022; GO:0007049; GO:0051301; GO:0051276; GO:0007492; GO:0001833; GO:0060231; GO:0070651; GO:0070966; GO:0070481; GO:0030513; GO:0032790; GO:0071025; GO:0019827,3.1.-.-,K06965,,Rattus norvegicus
D3ZCA0,Plpbp,rCG_43085,306544,Pyridoxal phosphate homeostasis protein,D3ZCA0,GO:0030170,,K06997,D3ZCA0:Ala_racemase_N(34|250),Rattus norvegicus
Q5XI97,Aarsd1,,619440,Alanyl-tRNA editing protein Aarsd1,Q5XI97,GO:0005737; GO:0004813; GO:0005524; GO:0046872; GO:0003676; GO:0002196; GO:0006419; GO:0006450,,K07050,,Rattus norvegicus
Q9Z136,Tsc1,,60445,Hamartin,Q9Z136,GO:0005884; GO:0005938; GO:0042995; GO:0101031; GO:0005856; GO:0005829; GO:0030426; GO:0043231; GO:0030027; GO:0005811; GO:0016020; GO:0005634; GO:0048471; GO:0014069; GO:0032991; GO:0033596; GO:0042030; GO:0051087; GO:0032794; GO:0030544; GO:0051879; GO:0047485; GO:0090630; GO:0002250; GO:0008344; GO:0055007; GO:0030030; GO:0007160; GO:0090650; GO:0021987; GO:0046323; GO:0021766; GO:0001822; GO:0043379; GO:0042552; GO:0032780; GO:0008285; GO:0045792; GO:0034260; GO:0046627; GO:0016242; GO:0010977; GO:1903204; GO:0032007; GO:0017148; GO:0001843; GO:0051894; GO:0016239; GO:0051496; GO:0006813; GO:0051291; GO:0050821; GO:0051726; GO:0051893; GO:1901214; GO:0043666; GO:0045859; GO:0032868; GO:0006407; GO:0050808,,K07206,,Rattus norvegicus
Q62639,Rheb,,26954,GTP-binding protein Rheb,Q62639,GO:0005829; GO:0030425; GO:0005789; GO:0098978; GO:0000139; GO:0043025; GO:0005886; GO:0019003; GO:0005525; GO:0003924; GO:0046872; GO:0120163; GO:0032008; GO:0048168; GO:0099175; GO:0007264,,K07208,,Rattus norvegicus
A9LAT3,Msra,,29447,Mitochondrial peptide methionine sulfoxide reductase,A9LAT3,GO:0005737; GO:0005739; GO:0036456; GO:0008113; GO:0007568; GO:0034599,1.8.4.11,K07304,,Rattus norvegicus
A9LAT4,Msra,,29447,Mitochondrial peptide methionine sulfoxide reductase,A9LAT4,GO:0005737; GO:0005739; GO:0036456; GO:0008113; GO:0007568; GO:0034599,1.8.4.11,K07304,,Rattus norvegicus
Q923M1,Msra,,29447,Mitochondrial peptide methionine sulfoxide reductase,Q923M1,GO:0005737; GO:0005739; GO:0036456; GO:0008113; GO:0007568; GO:0034599,1.8.4.11,K07304,,Rattus norvegicus
F1LUM5,Tubal3,rCG_55942,291287,Tubulin alpha chain,F1LUM5,GO:0005737; GO:0005874; GO:0005525; GO:0003924; GO:0005200; GO:0000226; GO:0007017; GO:0000278,,K07374,F1LUM5:Tubulin(8|189)+Tubulin_C(191|336),Rattus norvegicus
Q4QRB4,Tubb3,,246118,Tubulin beta-3 chain,Q4QRB4,GO:0030424; GO:0071944; GO:0005737; GO:0030425; GO:0030175; GO:0030426; GO:0030027; GO:0005874; GO:0043025; GO:0005525; GO:0003924; GO:1990890; GO:0042277; GO:0005200; GO:0007411; GO:1990791; GO:0000226; GO:0007017; GO:0000278; GO:0038007; GO:0030182,,K07375,,Rattus norvegicus
Q8K5B6,Tubb3,,246118,Tubulin beta-3 chain,Q8K5B6,GO:0030424; GO:0071944; GO:0005737; GO:0030425; GO:0030175; GO:0030426; GO:0030027; GO:0005874; GO:0043025; GO:0005525; GO:0003924; GO:1990890; GO:0042277; GO:0005200; GO:0007411; GO:1990791; GO:0000226; GO:0007017; GO:0000278; GO:0038007; GO:0030182,,K07375,,Rattus norvegicus
Q62765,Nlgn1,,116647,Neuroligin-1,Q62765,GO:0030054; GO:0009986; GO:0030425; GO:0043198; GO:0043197; GO:0060076; GO:0009897; GO:0032433; GO:0098978; GO:0005794; GO:0005887; GO:0099060; GO:0005886; GO:0014069; GO:0098793; GO:0045202; GO:0050839; GO:0042043; GO:0030165; GO:0046983; GO:0097110; GO:0038023; GO:0097113; GO:0016339; GO:0071277; GO:0048789; GO:0045184; GO:1904861; GO:0007157; GO:0060291; GO:0050804; GO:0061002; GO:0007399; GO:0097115; GO:0007158; GO:0140058; GO:0031175; GO:0045161; GO:0097114; GO:0010841; GO:0060999; GO:2000463; GO:0051491; GO:1902533; GO:1905520; GO:1902474; GO:1900029; GO:0051965; GO:0032230; GO:0051968; GO:2000809; GO:1900244; GO:2000302; GO:0097119; GO:0097104; GO:0098698; GO:0097105; GO:0051290; GO:0051260; GO:0035418; GO:0006605; GO:0097120; GO:2000311; GO:0045664; GO:2000310; GO:0099174; GO:0002087; GO:0098942; GO:0048511; GO:0007416; GO:0050808; GO:0099560; GO:0097091; GO:0048488; GO:0016080; GO:0048489; GO:0072553,,K07378,,Rattus norvegicus
O35107,Cyp2d4,,171522,Cytochrome P450 2D4,O35107,GO:0005737; GO:0005789; GO:0043231; GO:0008391; GO:0070330; GO:0020037; GO:0005506; GO:0004497; GO:0016712; GO:0008395; GO:0019369; GO:0008207; GO:0042416; GO:0042417; GO:0017144; GO:0042738; GO:0007565; GO:0006082; GO:0055114; GO:0010033; GO:0006587; GO:0006805,1.14.14.1,K07414,,Rattus norvegicus
P13108,Cyp2d4,,171522,Cytochrome P450 2D4,P13108,GO:0005737; GO:0005789; GO:0043231; GO:0008391; GO:0070330; GO:0020037; GO:0005506; GO:0004497; GO:0016712; GO:0008395; GO:0019369; GO:0008207; GO:0042416; GO:0042417; GO:0017144; GO:0042738; GO:0007565; GO:0006082; GO:0055114; GO:0010033; GO:0006587; GO:0006805,1.14.14.1,K07414,,Rattus norvegicus
Q566D3,Cyp2d4,,171522,Cytochrome P450 2D4,Q566D3,GO:0005737; GO:0005789; GO:0043231; GO:0008391; GO:0070330; GO:0020037; GO:0005506; GO:0004497; GO:0016712; GO:0008395; GO:0019369; GO:0008207; GO:0042416; GO:0042417; GO:0017144; GO:0042738; GO:0007565; GO:0006082; GO:0055114; GO:0010033; GO:0006587; GO:0006805,1.14.14.1,K07414,,Rattus norvegicus
Q64680,Cyp2d4,,171522,Cytochrome P450 2D4,Q64680,GO:0005737; GO:0005789; GO:0043231; GO:0008391; GO:0070330; GO:0020037; GO:0005506; GO:0004497; GO:0016712; GO:0008395; GO:0019369; GO:0008207; GO:0042416; GO:0042417; GO:0017144; GO:0042738; GO:0007565; GO:0006082; GO:0055114; GO:0010033; GO:0006587; GO:0006805,1.14.14.1,K07414,,Rattus norvegicus
F1M5M9,Srgap3,,500287,SLIT-ROBO Rho GTPase-activating protein 3,F1M5M9,GO:0005737; GO:0005096; GO:0048365; GO:0030336; GO:0007165,,K07526,F1M5M9:F-BAR(19|314)+Rho-GAP(506|694)+SH3(744|803),Rattus norvegicus
D3ZY50,Atpaf1,rCG_50440,313510,ATP synthase mitochondrial F1 complex assembly factor 1,D3ZY50,GO:0005739; GO:0033615,,K07555,,Rattus norvegicus
D3ZLC1,Lmnb2,,299625,Lamin B2,D3ZLC1,GO:0005638; GO:0031965; GO:0005198,,K07611,D3ZLC1:IF rod(42|398)+LTD(458|577),Rattus norvegicus
Q9R140,Gjb6,,84403,Gap junction protein,Q9R140,GO:0016324; GO:0005922; GO:0005829; GO:0005921; GO:0016021; GO:0007568; GO:0006915; GO:0007154; GO:0071333; GO:0048839; GO:0008285; GO:0051602; GO:0032496,,K07625,Q9R140:CNX(42|75)+Connexin_CCC(146|213),Rattus norvegicus
Q5PPL3,Nsdhl,,309262,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",Q5PPL3,GO:0005783; GO:0005789; GO:0016021; GO:0005811; GO:0003854; GO:0103066; GO:0103067; GO:0016491; GO:0016616; GO:0047012; GO:0006695; GO:0008203; GO:0001942; GO:0060716; GO:0007224,1.1.1.170,K07748,,Rattus norvegicus
Q5XIK7,Katnal1,,100910196; 103690050; 288449,Katanin p60 ATPase-containing subunit A-like 1,Q5XIK7,GO:0005813; GO:0005737; GO:0005874; GO:0005634; GO:0005819; GO:0000922; GO:0005524; GO:0016887; GO:0016853; GO:0008017; GO:0008568; GO:0031122; GO:0051013; GO:0007283,5.6.1.1,K07767,,Rattus norvegicus
Q63475,Ptprn2,,29714,Receptor-type tyrosine-protein phosphatase N2,Q63475,GO:0030054; GO:0005737; GO:0005788; GO:0030285; GO:0043235; GO:0030141; GO:0030667; GO:0030672; GO:0043195; GO:0004725; GO:0035773; GO:0006629; GO:0034260; GO:0007269,3.1.3.-; 3.1.3.48,K07817,Q63475:Tyrosine-protein phosphatase(734|994),Rattus norvegicus
Q04970,Nras,,24605,GTPase NRas,Q04970,GO:0000139; GO:0005886; GO:0019003; GO:0005525; GO:0003924; GO:0044877; GO:0001938; GO:0007265,,K07828,,Rattus norvegicus
Q4KMB1,Nras,,24605,GTPase NRas,Q4KMB1,GO:0000139; GO:0005886; GO:0019003; GO:0005525; GO:0003924; GO:0044877; GO:0001938; GO:0007265,,K07828,,Rattus norvegicus
Q5RKJ7,Mras,rCG_25285,25482,Muscle RAS oncogene homolog,Q5RKJ7,GO:0016020; GO:0005525; GO:0030742; GO:0003924; GO:1990830; GO:0007165,,K07831,,Rattus norvegicus
Q62636,Rap1b,,171337,Ras-related protein Rap-1b,Q62636,GO:0005911; GO:0005829; GO:0005811; GO:0005886; GO:0019003; GO:0005525; GO:0003924; GO:0044877; GO:0008283; GO:0071320; GO:0035690; GO:0097211; GO:0071407; GO:0061028; GO:0045955; GO:2000301; GO:0070374; GO:0032486; GO:1901888; GO:2000114; GO:0009743; GO:0007264,,K07836,,Rattus norvegicus
Q6J167,Rap1b,,171337,Ras-related protein Rap-1b,Q6J167,GO:0005911; GO:0005829; GO:0005811; GO:0005886; GO:0019003; GO:0005525; GO:0003924; GO:0044877; GO:0008283; GO:0071320; GO:0035690; GO:0097211; GO:0071407; GO:0061028; GO:0045955; GO:2000301; GO:0070374; GO:0032486; GO:1901888; GO:2000114; GO:0009743; GO:0007264,,K07836,,Rattus norvegicus
D4A304,Diras1,rCG_29222,366826,DIRAS family GTPase 1,D4A304,GO:0005886; GO:0019003; GO:0005525; GO:0003924; GO:0007165,,K07840,,Rattus norvegicus
A0JPL9,Rem2,,64626,GTP-binding protein,A0JPL9,GO:0016020; GO:0005525; GO:0003924; GO:1901842; GO:0007165,,K07848,,Rattus norvegicus
Q7TSA0,Rhot2,,287156,Mitochondrial Rho GTPase 2,Q7TSA0,GO:0005829; GO:0031307; GO:0005509; GO:0005525; GO:0003924; GO:0019725; GO:0097345; GO:0007005; GO:0047497; GO:0010821; GO:0007266,3.6.5.-,K07871,Q7TSA0:Miro 1(1|177)+EF-hand 1(184|219)+EF-hand 2(304|339)+Miro 2(411|622),Rattus norvegicus
A1L1J8,Rab5b,rCG_42413,288779,"RAB5B, member RAS oncogene family",A1L1J8,GO:0098993; GO:0005769; GO:0030139; GO:0005768; GO:0070062; GO:0043231; GO:0005886; GO:0019003; GO:0005525; GO:0030742; GO:0003924; GO:0019882; GO:0006897; GO:0007032; GO:0006886; GO:0048227; GO:0032482; GO:0030100,,K07888,,Rattus norvegicus
B0BNK1,Rab5c,rCG_32615,287709,"RAB5C, member RAS oncogene family",B0BNK1,GO:0098993; GO:0005769; GO:0030139; GO:0005768; GO:0005811; GO:0005886; GO:0019003; GO:0005525; GO:0003924; GO:0006886; GO:0048227; GO:0032482; GO:0030100,,K07889,,Rattus norvegicus
A0A0G2JSZ1,Rab31,,246324,Ras-related protein Rab-31,A0A0G2JSZ1,GO:0005769; GO:0045335; GO:0032588; GO:0019003; GO:0005525; GO:0003924; GO:0032869; GO:0043001; GO:0090382; GO:0031623; GO:0045055,,K07891,,Rattus norvegicus
D3ZP15,Rab9b,rCG_56886,367915,"RAB9B, member RAS oncogene family",D3ZP15,GO:0005829; GO:0045335; GO:0019003; GO:0005525; GO:0003924; GO:0042802; GO:0006886; GO:0032482; GO:0042147,,K07900,,Rattus norvegicus
P17080,Ran,,84509,GTP-binding nuclear protein Ran,P17080,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
P28746,Ran,,84509,GTP-binding nuclear protein Ran,P28746,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
P28747,Ran,,84509,GTP-binding nuclear protein Ran,P28747,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
P62828,Ran,,84509,GTP-binding nuclear protein Ran,P62828,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
Q9CSP3,Ran,,84509,GTP-binding nuclear protein Ran,Q9CSP3,GO:0005814; GO:0000785; GO:0005737; GO:0005829; GO:0001673; GO:0002177; GO:0042470; GO:0030496; GO:0005643; GO:0005730; GO:0005654; GO:0005634; GO:0032991; GO:0055037; GO:0042565; GO:0036126; GO:0045505; GO:0019003; GO:0005525; GO:0003924; GO:0061676; GO:0000287; GO:0070883; GO:0019904; GO:0046982; GO:0044877; GO:0030036; GO:0051301; GO:0034629; GO:0071389; GO:0046039; GO:0021766; GO:0000226; GO:0000070; GO:0006913; GO:0032092; GO:0042307; GO:0006611; GO:0006606; GO:1902570; GO:0043393; GO:0014070; GO:0000055; GO:0000056; GO:0061015; GO:0007286,,K07936,,Rattus norvegicus
