A,catalog,counts
Genetic Information Processing,K03703  uvrC; excinuclease ABC subunit C,2
Genetic Information Processing,"K03657  uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]",2
Genetic Information Processing,"K02335  DPO1, polA; DNA polymerase I [EC:2.7.7.7]",2
Genetic Information Processing,"K01972  E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]",4
Genetic Information Processing,K03555  mutS; DNA mismatch repair protein MutS,1
Genetic Information Processing,K03572  mutL; DNA mismatch repair protein MutL,1
Genetic Information Processing,"K03657  uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]",2
Genetic Information Processing,K03601  xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6],2
Genetic Information Processing,K03602  xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6],2
Genetic Information Processing,K07462  recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-],2
Genetic Information Processing,K03111  ssb; single-strand DNA-binding protein,2
Genetic Information Processing,"K02337  DPO3A1, dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]",2
Genetic Information Processing,"K02338  DPO3B, dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]",2
Genetic Information Processing,"K02343  DPO3G, dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]",2
Genetic Information Processing,"K02340  DPO3D1, holA; DNA polymerase III subunit delta [EC:2.7.7.7]",2
Genetic Information Processing,"K02341  DPO3D2, holB; DNA polymerase III subunit delta' [EC:2.7.7.7]",2
Genetic Information Processing,"K02342  DPO3E, dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]",2
Genetic Information Processing,K14159  rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7],1
Genetic Information Processing,"K02339  DPO3C, holC; DNA polymerase III subunit chi [EC:2.7.7.7]",1
Genetic Information Processing,"K01972  E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]",4
Genetic Information Processing,K07462  recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-],2
Genetic Information Processing,K03111  ssb; single-strand DNA-binding protein,2
Genetic Information Processing,K03629  recF; DNA replication and repair protein RecF,2
Genetic Information Processing,K03584  recO; DNA repair protein RecO (recombination protein O),2
Genetic Information Processing,K06187  recR; recombination protein RecR,2
Genetic Information Processing,K03553  recA; recombination protein RecA,4
Genetic Information Processing,"K02335  DPO1, polA; DNA polymerase I [EC:2.7.7.7]",2
Genetic Information Processing,K03550  ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12],2
Genetic Information Processing,K03551  ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12],2
Genetic Information Processing,K01159  ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4],2
Genetic Information Processing,K03655  recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12],2
Genetic Information Processing,K03582  recB; exodeoxyribonuclease V beta subunit [EC:3.1.11.5],1
Genetic Information Processing,K03583  recC; exodeoxyribonuclease V gamma subunit [EC:3.1.11.5],2
Genetic Information Processing,K03581  recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5],1
Genetic Information Processing,"K02337  DPO3A1, dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]",2
Genetic Information Processing,"K02338  DPO3B, dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]",2
Genetic Information Processing,"K02343  DPO3G, dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]",2
Genetic Information Processing,"K02340  DPO3D1, holA; DNA polymerase III subunit delta [EC:2.7.7.7]",2
Genetic Information Processing,"K02341  DPO3D2, holB; DNA polymerase III subunit delta' [EC:2.7.7.7]",2
Genetic Information Processing,"K02342  DPO3E, dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]",2
Genetic Information Processing,K14159  rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7],1
Genetic Information Processing,"K02339  DPO3C, holC; DNA polymerase III subunit chi [EC:2.7.7.7]",1
Genetic Information Processing,K04066  priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-],4
Environmental Information Processing,"K02048  cysP, sbp; sulfate transport system substrate-binding protein",1
Environmental Information Processing,K02046  cysU; sulfate transport system permease protein,1
Environmental Information Processing,K02047  cysW; sulfate transport system permease protein,1
Environmental Information Processing,K02045  cysA; sulfate transport system ATP-binding protein [EC:3.6.3.25],1
Environmental Information Processing,K15551  tauA; taurine transport system substrate-binding protein,1
Environmental Information Processing,K15552  tauC; taurine transport system permease protein,1
Environmental Information Processing,K10831  tauB; taurine transport system ATP-binding protein [EC:3.6.3.36],1
Environmental Information Processing,K15553  ssuA; sulfonate transport system substrate-binding protein,1
Environmental Information Processing,K15554  ssuC; sulfonate transport system permease protein,1
Environmental Information Processing,K15555  ssuB; sulfonate transport system ATP-binding protein [EC:3.6.3.-],1
Environmental Information Processing,K02020  modA; molybdate transport system substrate-binding protein,1
Environmental Information Processing,K02018  modB; molybdate transport system permease protein,1
Environmental Information Processing,K02017  modC; molybdate transport system ATP-binding protein [EC:3.6.3.29],1
Environmental Information Processing,"K02012  afuA, fbpA; iron(III) transport system substrate-binding protein",1
Environmental Information Processing,"K02011  afuB, fbpB; iron(III) transport system permease protein",1
Environmental Information Processing,"K02010  afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]",1
Environmental Information Processing,K02001  proW; glycine betaine/proline transport system permease protein,1
Environmental Information Processing,K07323  mlaC; phospholipid transport system substrate-binding protein,1
Environmental Information Processing,"K02067  mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",1
Environmental Information Processing,"K02066  mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",1
Environmental Information Processing,K07122  mlaB; phospholipid transport system transporter-binding protein,1
Environmental Information Processing,"K02065  mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein",1
Environmental Information Processing,K02040  pstS; phosphate transport system substrate-binding protein,1
Environmental Information Processing,K02037  pstC; phosphate transport system permease protein,1
Environmental Information Processing,K02038  pstA; phosphate transport system permease protein,1
Environmental Information Processing,K02036  pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27],1
Environmental Information Processing,K10015  hisM; histidine transport system permease protein,1
Environmental Information Processing,K10016  hisQ; histidine transport system permease protein,1
Environmental Information Processing,K10017  hisP; histidine transport system ATP-binding protein [EC:3.6.3.21],1
Environmental Information Processing,K10014  hisJ; histidine transport system substrate-binding protein,1
Environmental Information Processing,"K10001  gltI, aatJ; glutamate/aspartate transport system substrate-binding protein",1
Environmental Information Processing,"K10002  gltK, aatM; glutamate/aspartate transport system permease protein",1
Environmental Information Processing,"K10003  gltJ, aatQ; glutamate/aspartate transport system permease protein",1
Environmental Information Processing,"K10004  gltL, aatP; glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]",1
Environmental Information Processing,K02073  metQ; D-methionine transport system substrate-binding protein,1
Environmental Information Processing,K02072  metI; D-methionine transport system permease protein,1
Environmental Information Processing,K02071  metN; D-methionine transport system ATP-binding protein,1
Environmental Information Processing,K13893  yejA; microcin C transport system substrate-binding protein,1
Environmental Information Processing,K13894  yejB; microcin C transport system permease protein,2
Environmental Information Processing,K13895  yejE; microcin C transport system permease protein,1
Environmental Information Processing,K13896  yejF; microcin C transport system ATP-binding protein,1
Environmental Information Processing,K02016  ABC.FEV.S; iron complex transport system substrate-binding protein,1
Environmental Information Processing,K02015  ABC.FEV.P; iron complex transport system permease protein,1
Environmental Information Processing,K02013  ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34],1
Environmental Information Processing,K09815  znuA; zinc transport system substrate-binding protein,1
Environmental Information Processing,K09816  znuB; zinc transport system permease protein,1
Environmental Information Processing,K09817  znuC; zinc transport system ATP-binding protein [EC:3.6.3.-],1
Environmental Information Processing,K09808  lolC_E; lipoprotein-releasing system permease protein,2
Environmental Information Processing,K09810  lolD; lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-],2
Environmental Information Processing,K07091  lptF; lipopolysaccharide export system permease protein,3
Environmental Information Processing,K11720  lptG; lipopolysaccharide export system permease protein,2
Environmental Information Processing,K06861  lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-],2
Environmental Information Processing,"K11085  msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]",2
Environmental Information Processing,"K18893  vcaM; ATP-binding cassette, subfamily B, multidrug efflux pump",1
Environmental Information Processing,"K12541  lapB; ATP-binding cassette, subfamily C, bacterial LapB",2
Environmental Information Processing,K05685  macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-],1
Environmental Information Processing,"K08483  PTS-EI.PTSI, ptsI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]",2
Environmental Information Processing,"K11183  PTS-HPR.FRUB, fruB, fpr; phosphocarrier protein FPr",2
Environmental Information Processing,"K02768  PTS-Fru-EIIA, fruB; PTS system, fructose-specific IIA component [EC:2.7.1.202]",2
Environmental Information Processing,"K02769  PTS-Fru-EIIB, fruA; PTS system, fructose-specific IIB component [EC:2.7.1.202]",2
Environmental Information Processing,"K02770  PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component",2
Environmental Information Processing,"K08484  PTS-EI.PTSP, ptsP; phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]",2
Environmental Information Processing,"K08485  PTS-HPR.PTSO, ptsO, npr; phosphocarrier protein NPr",1
Environmental Information Processing,K12340  tolC; outer membrane protein,1
Environmental Information Processing,K02453  gspD; general secretion pathway protein D,1
Environmental Information Processing,K02452  gspC; general secretion pathway protein C,1
Environmental Information Processing,K02455  gspF; general secretion pathway protein F,1
Environmental Information Processing,K02456  gspG; general secretion pathway protein G,1
Environmental Information Processing,K02458  gspI; general secretion pathway protein I,1
Environmental Information Processing,K02459  gspJ; general secretion pathway protein J,1
Environmental Information Processing,K02460  gspK; general secretion pathway protein K,1
Environmental Information Processing,K02461  gspL; general secretion pathway protein L,1
Environmental Information Processing,K02462  gspM; general secretion pathway protein M,1
Environmental Information Processing,K02454  gspE; general secretion pathway protein E,2
Environmental Information Processing,K03072  secD; preprotein translocase subunit SecD,2
Environmental Information Processing,K03074  secF; preprotein translocase subunit SecF,2
Environmental Information Processing,K03073  secE; preprotein translocase subunit SecE,2
Environmental Information Processing,K03075  secG; preprotein translocase subunit SecG,2
Environmental Information Processing,K03076  secY; preprotein translocase subunit SecY,2
Environmental Information Processing,K03210  yajC; preprotein translocase subunit YajC,2
Environmental Information Processing,"K03217  yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",2
Environmental Information Processing,K03070  secA; preprotein translocase subunit SecA,2
Environmental Information Processing,K03110  ftsY; fused signal recognition particle receptor,2
Environmental Information Processing,K03071  secB; preprotein translocase subunit SecB,2
Environmental Information Processing,"K03106  SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",2
Environmental Information Processing,K03116  tatA; sec-independent protein translocase protein TatA,1
Environmental Information Processing,K03117  tatB; sec-independent protein translocase protein TatB,1
Environmental Information Processing,K03118  tatC; sec-independent protein translocase protein TatC,1
Environmental Information Processing,"K07636  phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",2
Environmental Information Processing,"K07657  phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB",2
Environmental Information Processing,K01113  phoD; alkaline phosphatase D [EC:3.1.3.1],2
Environmental Information Processing,K02040  pstS; phosphate transport system substrate-binding protein,1
Environmental Information Processing,"K07638  envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]",1
Environmental Information Processing,"K07659  ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR",1
Environmental Information Processing,"K07639  rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]",1
Environmental Information Processing,"K07661  rstA; two-component system, OmpR family, response regulator RstA",1
Environmental Information Processing,"K04771  degP, htrA; serine protease Do [EC:3.4.21.107]",1
Environmental Information Processing,"K07642  baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]",1
Environmental Information Processing,"K07664  baeR, smeR; two-component system, OmpR family, response regulator BaeR",1
Environmental Information Processing,"K07666  qseB; two-component system, OmpR family, response regulator QseB",1
Environmental Information Processing,"K07646  kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]",1
Environmental Information Processing,"K07667  kdpE; two-component system, OmpR family, KDP operon response regulator KdpE",1
Environmental Information Processing,K01546  kdpA; K+-transporting ATPase ATPase A chain [EC:3.6.3.12],2
Environmental Information Processing,K01547  kdpB; K+-transporting ATPase ATPase B chain [EC:3.6.3.12],2
Environmental Information Processing,K01548  kdpC; K+-transporting ATPase ATPase C chain [EC:3.6.3.12],1
Environmental Information Processing,K02313  dnaA; chromosomal replication initiator protein,2
Environmental Information Processing,"K19611  fepA, pfeA, iroN, pirA; ferric enterobactin receptor",2
Environmental Information Processing,"K00027  ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]",1
Environmental Information Processing,"K08082  algZ; two-component system, LytT family, sensor histidine kinase AlgZ [EC:2.7.13.3]",1
Environmental Information Processing,"K08083  algR; two-component system, LytT family, response regulator AlgR",1
Environmental Information Processing,"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]",1
Environmental Information Processing,K03563  csrA; carbon storage regulator,2
Environmental Information Processing,K00990  glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59],3
Environmental Information Processing,"K07708  glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]",1
Environmental Information Processing,"K07712  glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG",1
Environmental Information Processing,"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",1
Environmental Information Processing,K02106  atoE; short-chain fatty acids transporter,1
Environmental Information Processing,"K00626  E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",1
Environmental Information Processing,K11103  dctA; aerobic C4-dicarboxylate transport protein,1
Environmental Information Processing,"K02668  pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]",1
Environmental Information Processing,"K02667  pilR, pehR; two-component system, NtrC family, response regulator PilR",1
Environmental Information Processing,"K03092  SIG54, rpoN; RNA polymerase sigma-54 factor",1
Environmental Information Processing,K02650  pilA; type IV pilus assembly protein PilA,1
Environmental Information Processing,K02660  pilJ; twitching motility protein PilJ,1
Environmental Information Processing,K02659  pilI; twitching motility protein PilI,1
Environmental Information Processing,K02657  pilG; twitching motility two-component system response regulator PilG,1
Environmental Information Processing,K02658  pilH; twitching motility two-component system response regulator PilH,1
Environmental Information Processing,"K10004  gltL, aatP; glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]",1
Environmental Information Processing,"K10002  gltK, aatM; glutamate/aspartate transport system permease protein",1
Environmental Information Processing,"K10003  gltJ, aatQ; glutamate/aspartate transport system permease protein",1
Environmental Information Processing,"K10001  gltI, aatJ; glutamate/aspartate transport system substrate-binding protein",1
Environmental Information Processing,"K05597  aspQ, ansB, ansA; glutamin-(asparagin-)ase [EC:3.5.1.38]",1
Environmental Information Processing,"K10914  crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",1
Environmental Information Processing,"K00412  CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit",2
Environmental Information Processing,K00425  cydA; cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.14],1
Environmental Information Processing,K00426  cydB; cytochrome d ubiquinol oxidase subunit II [EC:1.10.3.14],1
Environmental Information Processing,K12340  tolC; outer membrane protein,1
Environmental Information Processing,K02183  CALM; calmodulin,1
Environmental Information Processing,K02183  CALM; calmodulin,1
Environmental Information Processing,K05759  PFN; profilin,1
Environmental Information Processing,K05692  ACTB_G1; actin beta/gamma 1,2
Environmental Information Processing,K05759  PFN; profilin,1
Environmental Information Processing,"K04564  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",2
Environmental Information Processing,"K00940  ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]",2
Environmental Information Processing,"K17686  copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]",1
Environmental Information Processing,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Environmental Information Processing,K02183  CALM; calmodulin,1
Environmental Information Processing,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Environmental Information Processing,"K06063  SNW1, SKIIP, SKIP; SNW domain-containing protein 1",1
Environmental Information Processing,K05692  ACTB_G1; actin beta/gamma 1,2
Environmental Information Processing,K05692  ACTB_G1; actin beta/gamma 1,2
Environmental Information Processing,"K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]",2
Environmental Information Processing,"K01689  ENO, eno; enolase [EC:4.2.1.11]",2
Environmental Information Processing,"K00161  PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]",3
Environmental Information Processing,"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",2
Environmental Information Processing,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Environmental Information Processing,"K04564  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",2
Environmental Information Processing,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Environmental Information Processing,K02183  CALM; calmodulin,1
Environmental Information Processing,"K01092  E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]",2
Environmental Information Processing,"K00901  dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]",1
Environmental Information Processing,"K00981  E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]",2
Environmental Information Processing,K02183  CALM; calmodulin,1
Environmental Information Processing,"K00901  dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]",1
Environmental Information Processing,K02183  CALM; calmodulin,1
Environmental Information Processing,K02183  CALM; calmodulin,1
Environmental Information Processing,"K04079  HSP90A, htpG; molecular chaperone HtpG",1
Environmental Information Processing,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Environmental Information Processing,"K03841  FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]",1
Environmental Information Processing,"K01596  E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]",1
Environmental Information Processing,K03234  EEF2; elongation factor 2,2
Environmental Information Processing,"K00507  SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]",2
Cellular Processes,K17917  SNX1_2; sorting nexin-1/2,1
Cellular Processes,K05692  ACTB_G1; actin beta/gamma 1,2
Cellular Processes,K07375  TUBB; tubulin beta,1
Cellular Processes,"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",1
Cellular Processes,"K03426  E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]",1
Cellular Processes,"K00869  E2.7.1.36, MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]",2
Cellular Processes,"K00031  IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]",2
Cellular Processes,"K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]",1
Cellular Processes,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Cellular Processes,"K04565  SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]",1
Cellular Processes,"K04564  SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",2
Cellular Processes,K02400  flhA; flagellar biosynthesis protein FlhA,1
Cellular Processes,K05692  ACTB_G1; actin beta/gamma 1,2
Cellular Processes,K05759  PFN; profilin,1
Cellular Processes,K02313  dnaA; chromosomal replication initiator protein,2
Cellular Processes,K02314  dnaB; replicative DNA helicase [EC:3.6.4.12],3
Cellular Processes,K01338  lon; ATP-dependent Lon protease [EC:3.4.21.53],2
Cellular Processes,K03531  ftsZ; cell division protein FtsZ,2
Cellular Processes,K03589  ftsQ; cell division protein FtsQ,2
Cellular Processes,K03590  ftsA; cell division protein FtsA,2
Cellular Processes,"K03588  ftsW, spoVE; cell division protein FtsW",2
Cellular Processes,K02563  murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],2
Cellular Processes,K11749  rseP; regulator of sigma E protease [EC:3.4.24.-],1
Cellular Processes,"K03544  clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX",3
Cellular Processes,"K01358  clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]",2
Cellular Processes,K01768  E4.6.1.1; adenylate cyclase [EC:4.6.1.1],1
Cellular Processes,K02183  CALM; calmodulin,1
Cellular Processes,K05692  ACTB_G1; actin beta/gamma 1,2
Cellular Processes,"K01173  ENDOG; endonuclease G, mitochondrial",1
Cellular Processes,"K03386  PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]",2
Cellular Processes,K05692  ACTB_G1; actin beta/gamma 1,2
Cellular Processes,K05692  ACTB_G1; actin beta/gamma 1,2
Cellular Processes,K05692  ACTB_G1; actin beta/gamma 1,2
Cellular Processes,K07375  TUBB; tubulin beta,1
Cellular Processes,K03666  hfq; host factor-I protein,1
Cellular Processes,K01657  trpE; anthranilate synthase component I [EC:4.1.3.27],1
Cellular Processes,K01658  trpG; anthranilate synthase component II [EC:4.1.3.27],1
Cellular Processes,"K01626  E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]",3
Cellular Processes,"K07666  qseB; two-component system, OmpR family, response regulator QseB",1
Cellular Processes,"K07667  kdpE; two-component system, OmpR family, KDP operon response regulator KdpE",1
Cellular Processes,"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",1
Cellular Processes,"K10914  crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",1
Cellular Processes,"K09823  zur; Fur family transcriptional regulator, zinc uptake regulator",1
Cellular Processes,"K01497  ribA, RIB1; GTP cyclohydrolase II [EC:3.5.4.25]",1
Cellular Processes,K11752  ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193],2
Cellular Processes,K09936  TC.BAT2; bacterial/archaeal transporter family-2 protein,1
Cellular Processes,K18307  mexI; multidrug efflux pump,1
Cellular Processes,"K18139  oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system",1
Cellular Processes,"K03100  lepB, TPP; signal peptidase I [EC:3.4.21.89]",1
Cellular Processes,K11749  rseP; regulator of sigma E protease [EC:3.4.24.-],1
Cellular Processes,K02033  ABC.PE.P; peptide/nickel transport system permease protein,1
Cellular Processes,K02034  ABC.PE.P1; peptide/nickel transport system permease protein,1
Cellular Processes,K02031  ABC.PE.A; peptide/nickel transport system ATP-binding protein,1
Cellular Processes,K02032  ABC.PE.A1; peptide/nickel transport system ATP-binding protein,1
Cellular Processes,"K03217  yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",2
Cellular Processes,K03073  secE; preprotein translocase subunit SecE,2
Cellular Processes,K03075  secG; preprotein translocase subunit SecG,2
Cellular Processes,K03076  secY; preprotein translocase subunit SecY,2
Cellular Processes,K03210  yajC; preprotein translocase subunit YajC,2
Cellular Processes,K03070  secA; preprotein translocase subunit SecA,2
Cellular Processes,K03110  ftsY; fused signal recognition particle receptor,2
Cellular Processes,K03071  secB; preprotein translocase subunit SecB,2
Cellular Processes,"K03106  SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",2
Cellular Processes,K01114  plcC; phospholipase C [EC:3.1.4.3],1
Cellular Processes,K03666  hfq; host factor-I protein,1
Cellular Processes,K00640  cysE; serine O-acetyltransferase [EC:2.3.1.30],1
Cellular Processes,K01912  paaK; phenylacetate-CoA ligase [EC:6.2.1.30],1
Cellular Processes,K02452  gspC; general secretion pathway protein C,1
Cellular Processes,K02453  gspD; general secretion pathway protein D,1
Cellular Processes,K02454  gspE; general secretion pathway protein E,2
Cellular Processes,K02455  gspF; general secretion pathway protein F,1
Cellular Processes,K02456  gspG; general secretion pathway protein G,1
Cellular Processes,K02458  gspI; general secretion pathway protein I,1
Cellular Processes,K02459  gspJ; general secretion pathway protein J,1
Cellular Processes,K02460  gspK; general secretion pathway protein K,1
Cellular Processes,K02461  gspL; general secretion pathway protein L,1
Cellular Processes,K02462  gspM; general secretion pathway protein M,1
Cellular Processes,K02463  gspN; general secretion pathway protein N,1
Cellular Processes,"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]",1
Cellular Processes,K03563  csrA; carbon storage regulator,2
Cellular Processes,"K10914  crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",1
Cellular Processes,"K03557  fis; Fis family transcriptional regulator, factor for inversion stimulation protein",2
Cellular Processes,"K03092  SIG54, rpoN; RNA polymerase sigma-54 factor",1
Cellular Processes,K02660  pilJ; twitching motility protein PilJ,1
Cellular Processes,K02659  pilI; twitching motility protein PilI,1
Cellular Processes,K02658  pilH; twitching motility two-component system response regulator PilH,1
Cellular Processes,K02657  pilG; twitching motility two-component system response regulator PilG,1
Cellular Processes,K01768  E4.6.1.1; adenylate cyclase [EC:4.6.1.1],1
Cellular Processes,"K03651  cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]",1
Cellular Processes,"K10914  crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",1
Cellular Processes,K01657  trpE; anthranilate synthase component I [EC:4.1.3.27],1
Cellular Processes,K01658  trpG; anthranilate synthase component II [EC:4.1.3.27],1
Cellular Processes,"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]",1
Cellular Processes,K03563  csrA; carbon storage regulator,2
Cellular Processes,K21021  tpbB; diguanylate cyclase [EC:2.7.7.65],1
Cellular Processes,K21023  mucR; diguanylate cyclase [EC:2.7.7.65],1
Cellular Processes,"K16011  algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]",1
Cellular Processes,"K10914  crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",1
Cellular Processes,K06204  dksA; DnaK suppressor protein,2
Cellular Processes,"K01991  ABC-2.OM, wza; polysaccharide biosynthesis/export protein",1
Cellular Processes,"K07678  barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]",1
Cellular Processes,K03563  csrA; carbon storage regulator,2
Cellular Processes,K11935  pgaA; biofilm PGA synthesis protein PgaA,2
Cellular Processes,K11931  pgaB; biofilm PGA synthesis lipoprotein PgaB [EC:3.-.-.-],2
Cellular Processes,"K11936  pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]",1
