locus_tag,geneName,product
XC_2231,,flagellar protein
XC_2232,,flagellar protein
XC_2233,,chemotaxis protein
XC_2234,,flagellar protein
XC_2235,,"flagellar biosynthesis, cell-proximal portion of basal-body rod"
XC_2236,,flagellar protein
XC_2237,,"flagellar biosynthesis, hook protein"
XC_2238,,flagellar protein
XC_2239,,"flagellar biosynthesis, cell-distal portion of basal-body rod"
XC_2240,,flagellar L-ring protein
XC_2241,,flagellar protein
XC_2242,,flagellar protein
XC_2243,,flagellar protein
XC_2244,,flagellar protein
XC_2245,,flagellar protein
XC_2246,,flagellar protein
XC_2247,,flagellar protein
XC_2248,,conserved hypothetical protein
XC_2249,,conserved hypothetical protein
XC_2250,,response regulator
XC_2251,,RNA polymerase sigma-54 factor
XC_2252,,response regulator
XC_2253,,transcriptional regulator
XC_2254,,nucleotide sugar transaminase
XC_2255,,conserved hypothetical protein
XC_2256,,conserved hypothetical protein
XC_2257,,conserved hypothetical protein
XC_2258,,O-antigen biosynthesis protein
XC_2259,,flagellar protein
XC_2260,,flagellar protein
XC_2261,,flagellar protein
XC_2262,,flagellar protein
XC_2263,,flagellar protein
XC_2264,,flagellar FliJ protein
XC_2265,,flagellar protein
XC_2266,,flagellar biosynthesis protein
XC_2267,,flagellar protein
XC_2268,,flagellar protein
XC_2269,,flagellar protein
XC_2270,,flagellar biosynthetic protein
XC_2272,,flagellar biosynthesis
XC_2273,,flagellar biosynthetic protein
XC_2274,,GGDEF family protein
XC_2275,,GGDEF family protein
XC_2276,,GGDEF family protein
XC_2277,,flagellar protein
XC_2278,FlhA,flagellar biosynthetic protein FlhA
XC_2279,,flagellar biosynthetic protein
XC_2280,,flagellar biosynthesis switch protein
XC_2281,,RNA polymerase sigma factor
XC_2282,,chemotaxis protein
XC_2283,,chemotaxis related protein
XC_2284,,chemotaxis related protein
XC_2285,,conserved hypothetical protein
XC_2286,,conserved hypothetical protein
XC_2287,,conserved hypothetical protein
XC_2288,,conserved hypothetical protein
XC_2289,,conserved hypothetical protein
XC_2290,,conserved hypothetical protein
XC_2291,,conserved hypothetical protein
XC_2292,IS1478,IS1478 transposase
XC_2293,,conserved hypothetical protein
XC_2294,,arsenite efflux pump ACR3
XC_2295,,putative high-affinity Fe2+/Pb2+ permease
XC_2296,,TonB-dependent receptor
XC_2297,MotA,MotA protein
XC_2298,MotB,MotB protein
XC_2299,,chromosome partioning protein
XC_2300,,chemotaxis protein
XC_2301,,conserved hypothetical protein
XC_2302,,chemotaxis response regulator
XC_2303,,chemotaxis protein
XC_2304,,chemotaxis protein
XC_2305,,conserved hypothetical protein
XC_2306,,chemotaxis protein
XC_2307,,chemotaxis protein
XC_2308,,chemotaxis protein
XC_2309,,chemotaxis protein
XC_2311,,chemotaxis protein
XC_2312,,conserved hypothetical protein
XC_2313,,chemotaxis protein
XC_2314,,chemotaxis protein
XC_2315,,methyl-accepting chemotaxis protein
XC_2316,,chemotaxis protein
XC_2317,,conserved hypothetical protein
XC_2318,,chemotaxis protein
XC_2319,,conserved hypothetical protein
XC_2320,,chemotaxis protein
XC_2321,,chemotaxis protein methyltransferase
XC_2322,,chemotaxis protein
XC_2323,,glutamate methylesterase
XC_2324,,c-di-GMP phosphodiesterase A
XC_2325,,beta-ketoadipate enol-lactone hydrolase
XC_2326,,aconitate hydratase 2
XC_2327,,conserved hypothetical protein
XC_2328,,conserved hypothetical protein
XC_2329,,aconitase
XC_2330,,conserved hypothetical protein
XC_2331,RpfB,RpfB protein
XC_2332,RpfF,RpfF protein
XC_2333,RpfC,RpfC protein
XC_2334,RpfH,RpfH protein
XC_2335,,response regulator rpfG
XC_2336,,putative lysyl tRNA synthetase
XC_2337,,putative peptide release factor 2
XC_2338,,regulatory protein
XC_2339,,inner membrane protein
XC_2340,,membrane protein
XC_2341,,inner membrane protein
XC_2342,rpfI,regulatory protein rpfI
XC_2343,,putative single stranded DNA exonuclease
XC_2344,rpfE,regulatory protein rpfE
XC_2345,,putative transcriptional elongation factor
XC_2346,,carbamoyl-phosphate synthase large chain
XC_2347,,conserved hypothetical protein
XC_2348,,carbamoyl-phosphate synthase small chain
XC_2349,,dihydrodipicolinate reductase
XC_2350,,conserved hypothetical protein
XC_2351,,valine-pyruvate aminotransferase
XC_2352,,conserved hypothetical protein
XC_2353,,conserved hypothetical protein
XC_2354,,ferrous iron transport protein B
XC_2355,,ferrous iron transport protein
XC_2356,,enoyl-CoA hydratase
XC_2357,,hydroxymethylglutaryl-CoA lyase
XC_2358,,3-hydroxyacyl-CoA dehydrogenase type II
XC_2359,,elongation factor P
XC_2360,,conserved hypothetical protein
XC_2361,,conserved hypothetical protein
XC_2362,,conserved hypothetical protein
XC_2363,,oxidoreductase
XC_2364,,D-3-phosphoglycerate dehydrogenase
XC_2365,,conserved hypothetical protein
XC_2366,,conserved hypothetical protein
XC_2367,,cationic amino acid transporter
XC_2368,,cationic amino acid transporter
XC_2369,,sugar aldolase
XC_2370,,dioxygenase
XC_2371,,enolase-phosphatase
XC_2372,,conserved hypothetical protein
XC_2373,,conserved hypothetical protein
XC_2374,,phosphoribosyl-AMP cyclohydrolase
XC_2375,cyclase,cyclase
XC_2376,,phosphoribosylformimino-5-aminoimidazole carboxam
XC_2377,,amidotransferase
XC_2378,,imidazoleglycerolphosphate dehydratase
XC_2379,,histidinol-phosphate aminotransferase
XC_2380,,histidinol dehydrogenase
XC_2381,,ATP phosphoribosyltransferase
XC_2382,,conserved hypothetical protein
XC_2383,,histidyl-tRNA synthetase
XC_2384,,fumarate and nitrate reduction regulatory protein
XC_2385,,conserved hypothetical protein
XC_2386,,threonine synthase
XC_2387,,conserved hypothetical protein
XC_2388,,homoserine kinase
XC_2389,,aspartokinase/homoserine dehydrogenase I
XC_2390,,tryptophan-rich sensory protein
XC_2392,IS1481,IS1481 transposase
XC_2393,,conserved hypothetical protein
XC_2394,IS1477,IS1477 transposase
XC_2395,IS1477,IS1477 transposase
XC_2396,,filamentous haemagglutinin
XC_4355,,tRNA-Arg
XC_2399,,integrase/recombinase
XC_2400,,DNA helicase related protein
XC_2401,,conserved hypothetical protein
XC_2402,,plasmid mobilization protein
XC_2403,MchC,MchC protein
XC_2404,,putative hemolysin activation protein
XC_2405,,putative transport transmembrane protein
XC_2406,,hypothetical protein
XC_2407,,hypothetical protein
XC_2408,,hydroxyproline-rich glycoprotein DZ-HRGP
XC_2409,,conserved hypothetical protein
XC_2410,,conserved hypothetical protein
XC_2411,,conserved hypothetical protein
XC_2412,,hypothetical protein
XC_2413,,putative NTPase VagA
XC_2414,,hypothetical protein
XC_2415,,conserved hypothetical protein
XC_2416,,hypothetical protein
XC_2417,,plasmid mobilization protein
XC_2418,,hypothetical protein
XC_2419,,hypothetical protein
XC_2420,,hypothetical protein
XC_2421,,phage-related integrase
XC_2422,,conserved hypothetical protein
XC_2424,,hypothetical protein
XC_2423,,conserved hypothetical protein
XC_2425,,hypothetical protein
XC_2426,,RNA-directed DNA polymerase
XC_2427,,hypothetical protein
XC_2428,,ankyrin repeat protein
XC_2429,,conserved hypothetical protein
XC_2430,,Predicted transcriptional regulator
XC_2431,,hypothetical protein
XC_2432,,hypothetical protein
XC_2433,,ATPases of the AAA+ class
XC_2434,,phage associated protein
XC_2435,,conserved hypothetical protein
XC_2436,,hypothetical protein
XC_2437,,hypothetical protein - Escherichia coli plasmid ColIa (fragment) gi
XC_2438,,plasmid-related protein
XC_2439,,hypothetical protein
XC_2440,,conserved hypothetical protein
XC_2441,,conserved hypothetical protein
XC_2442,,conserved hypothetical protein
XC_2443,,conserved hypothetical protein
XC_2444,,hypothetical protein
XC_2445,,aldehyde dehydrogenase
XC_2446,,conserved hypothetical protein
XC_2447,,conserved hypothetical protein
XC_2448,,dihydroorotate dehydrogenase
XC_2449,,UDP-N-acetylpyruvoylglucosamine reductase
XC_2450,,integral membrane protein
XC_2451,,putative resistance protein
XC_2452,,transport protein
XC_2453,,Prop transport protein
XC_2454,,phosphatidylglycerophosphatase B-related protein
XC_2455,,conserved hypothetical protein
XC_2456,,two-component system sensor protein
XC_2457,,two-component system regulatory protein
XC_2458,,"mannan endo-1,4-beta-mannosidase"
XC_2459,,conserved hypothetical protein
XC_2460,,sodium/glucose cotransport protein
XC_2461,,"glucan 1,4-beta-glucosidase"
XC_2462,,alkaline phosphatase
XC_2463,,conserved hypothetical protein
XC_2464,,conserved hypothetical protein
XC_2465,,glucose-6-phosphate isomerase
XC_2466,,aspartate 1-decarboxylase precursor
XC_2467,,pantoate-beta-alanine ligase
XC_2468,,3-methyl-2-oxobutanoate hydroxymethyltransferase
XC_2469,,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase
XC_2470,,polynucleotide adenyltransferase
XC_4356,,tRNA-Glu
XC_2471,,conserved hypothetical protein
XC_2472,,N-acetylmuramoyl-L-alanine amidase
XC_2473,,conserved hypothetical protein
XC_2474,,conserved hypothetical protein
XC_2475,,sensor kinase
XC_2476,,MFS transporter
XC_2477,,xylose isomerase
XC_2478,,D-xylulokinase
XC_2479,,conserved hypothetical protein
XC_2480,,alpha-xylosidase
XC_2481,,conserved hypothetical protein
XC_2482,,sialic acid-specific 9-O-acetylesterase
XC_2483,,cellulase
XC_2484,,TonB-dependent receptor
XC_2485,,TonB-dependent receptor
XC_2486,,galactose-binding protein regulator
XC_2487,,4-hydroxy-2-oxoglutarate aldolase/2-deydro-3-deoxyphosphogluconate aldolase
XC_2488,,4-hydroxy-2-oxoglutarate aldolase/2-deydro-3-deoxyphosphogluconate aldolase
XC_2489,,regucalcin
XC_2490,,2-oxo-3-deoxygalactonate kinase
XC_2491,,ferredoxin
XC_2492,,conserved hypothetical protein
XC_2493,,dihydroxydipicolinate synthase
XC_2494,,glycine cleavage system transcriptional repressor
XC_2495,,conserved hypothetical protein
XC_2496,,bacterioferritin comigratory protein
XC_2497,,conserved hypothetical protein
XC_2498,,conserved hypothetical protein
XC_2499,,phosphomethylpyrimidine kinase
XC_2500,,conserved hypothetical protein
XC_4357,,tRNA-Arg
XC_4358,,tRNA-Arg
XC_2501,,conserved hypothetical protein
XC_2502,,transcriptional regulator
XC_2503,,conserved hypothetical protein
XC_2504,,chemotaxis protein
XC_2505,,hypothetical protein
XC_4359,,tRNA-Ser
XC_2506,,carbon storage regulator
XC_2507,,alanyl-tRNA synthetase
XC_2508,RecX,RecX protein
XC_2509,RecA,RecA protein
XC_2510,LexA,LexA
XC_2511,,ubiquinone biosynthesis protein
XC_2512,,TonB-dependent receptor
XC_2513,,conserved hypothetical protein
XC_2514,,GTP-binding protein
XC_2515,,host factor-I protein
XC_2516,,tRNA delta(2)-isopentenylpyrophosphate transferase
XC_2517,,dihydropteroate synthase
XC_2518,,cell division protein
XC_2519,,cell division protein
XC_2520,,conserved hypothetical protein
XC_2521,,conserved hypothetical protein
XC_2522,,lipoprotein
XC_2523,,conserved hypothetical protein
XC_2524,,L-isoaspartate protein carboxylmethyltransferase type II
XC_2525,,survival protein
XC_2526,,conserved hypothetical protein
XC_2527,,hydrogenase subunit
XC_2528,,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
XC_2529,,4-diphosphocytidyl-2-C-methyl-D-erythritol synthase
XC_2530,,conserved hypothetical protein
XC_2531,enolase,enolase
XC_2532,,conserved hypothetical protein
XC_2533,,2-dehydro-3-deoxyphosphooctonate aldolase
XC_2534,,CTP synthetase
XC_2535,,conserved hypothetical protein
XC_2536,,topoisomerase IV subunit B
XC_2537,,CDP-diacylglycerol pyrophosphatase
XC_2538,,carboxypeptidase-related protein
XC_2539,,conserved hypothetical protein
XC_2540,,transport protein
XC_2541,,conserved hypothetical protein
XC_2542,,hemolysin
XC_2543,ExoD,ExoD protein
XC_2544,,general stress protein
XC_2545,,conserved hypothetical protein
XC_2546,,MFS transporter
XC_2547,,ABC transporter ATP-binding protein
XC_2548,,conserved hypothetical protein
XC_2549,,Mg-protoporphyrin IX monomethyl ester oxidative cyclase
XC_2550,,conserved hypothetical protein
XC_2551,,hexosyltransferase
XC_2552,,glycosyltransferase
XC_2553,,biotin synthesis protein
XC_2554,,conserved hypothetical protein
XC_2555,,methyltransferase
XC_2556,,conserved hypothetical protein
XC_2557,,conserved hypothetical protein
XC_2558,,glycosyl transferase
XC_2559,,lipopolysaccharide biosynthesis protein
XC_2560,,aminotransferase
XC_2561,,conserved hypothetical protein
XC_2562,,cytochrome like B561
XC_2563,,cytochrome C
XC_2564,,cytochrome C2
XC_2565,,conserved hypothetical protein
XC_2566,,RNA polymerase sigma-E factor
XC_2567,,conserved hypothetical protein
XC_2568,,serine protease
XC_2569,,heme exporter protein C/cytochrome C-type biogenesis protein
XC_2570,,conserved hypothetical protein
XC_2571,,C-type cytochrome biogenesis protein
XC_2572,,C-type cytochrome biogenesis membrane protein
XC_2573,,C-type cytochrome biogenesis protein/thioredoxin
XC_2574,,C-type cytochrome biogenesis protein
XC_2575,,conserved hypothetical protein
XC_2576,,histidine kinase/response regulator hybrid protein
XC_2577,,conserved hypothetical protein
XC_2578,,response regulator
XC_2579,,histidine kinase/response regulator hybrid protein
XC_2580,,endonuclease precursor
XC_2581,,conserved hypothetical protein
XC_2582,,conserved hypothetical protein
XC_2583,,conserved hypothetical protein
XC_2584,,conserved hypothetical protein
XC_2585,,dehydrogenase
XC_2586,,conserved hypothetical protein
XC_2587,,conserved hypothetical protein
XC_2588,,glycosyl transferase-related protein
XC_2589,,phage-related integrase
XC_2590,IS1481,IS1481 transposase
XC_2591,,conserved hypothetical protein
XC_2592,RhsD,RhsD protein
XC_2593,IS1404,IS1404 transposase
XC_2595,,conserved hypothetical protein
XC_2596,,conserved hypothetical protein
XC_2597,ISxac3,ISxac3 transposase
XC_2598,ISxac3,ISxac3 transposase
XC_2599,,conserved hypothetical protein
XC_2600,,conserved hypothetical protein
XC_2601,,invertase/recombinase protein
XC_2602,,avirulence protein
XC_2603,IS1477,IS1477 transposase
XC_2604,IS1477,IS1477 transposase
XC_2605,,conserved hypothetical protein
XC_2606,,unknown acidic aa rich protein
XC_2607,,conserved hypothetical protein
XC_2608,,conserved hypothetical protein
XC_2609,,conserved hypothetical protein
XC_2610,,conserved hypothetical protein
XC_2611,,conserved hypothetical protein
XC_2612,,RadC family protein
XC_2613,,conserved hypothetical protein
XC_2614,,conserved hypothetical protein
XC_2615,,conserved hypothetical protein
XC_2616,,conserved hypothetical protein
XC_2617,,conserved hypothetical protein
XC_2618,,phage-related integrase
XC_2619,,phage-related integrase
XC_2620,,conserved plasmid protein
XC_2621,,conserved hypothetical protein
XC_2622,IS1479,IS1479 transposase
XC_2623,IS1477,IS1477 transposase
XC_2624,IS1477,IS1477 transposase
XC_2625,IS1404,IS1404 transposase
XC_2626,IS1404,IS1404 transposase
XC_2627,,conserved hypothetical protein
XC_2628,ISxcC1,ISxcC1 transposase
XC_2629,ISxcc1,ISxcc1 transposase
XC_2630,,conserved hypothetical protein
XC_2631,,conserved hypothetical protein
XC_2632,,conserved hypothetical protein
XC_2633,,conserved hypothetical protein
XC_2634,,conserved hypothetical protein
XC_2635,,conserved hypothetical protein
XC_2636,,plasmid-related protein
XC_2637,,hydroxylase
XC_2638,,phage-related integrase
XC_4360,,tRNA-Ser
XC_2639,,transcriptional regulator
XC_2640,,seryl-tRNA synthetase
XC_2641,,conserved hypothetical protein
XC_2642,,TonB-like protein
XC_2643,,3-phosphoshikimate 1-carboxyvinyltransferase
XC_2644,,P-protein
XC_2645,,phosphoserine aminotransferase
XC_2646,,conserved hypothetical protein
XC_2647,,conserved hypothetical protein
XC_2648,,conserved hypothetical protein
XC_2649,,conserved hypothetical protein
XC_2650,,poly(hydroxyalcanoate) granule associated protein
XC_2651,,conserved hypothetical protein
XC_2652,,histidine utilization repressor
XC_2654,,atrazine chlorohydrolase
XC_2653,,imidazolonepropionase
XC_2655,,histidine ammonia-lyase
XC_2656,,formylglutamate amidohydrolase
XC_2657,,urocanate hydratase
XC_2658,,conserved hypothetical protein
XC_2659,,glucose dehydrogenase
XC_2660,,DNA gyrase subunit A
XC_2661,,initiation factor eIF-2B
XC_2662,,conserved hypothetical protein
XC_2663,,lysyl-tRNA synthetase
XC_2664,,DNA ligase
XC_2665,,aminotransferase
XC_2666,,cell division protein
XC_2667,,chromosome segregation protein
XC_2668,,conserved hypothetical protein
XC_2669,,50S ribosomal protein L9
XC_2670,S18,30S ribosomal protein S18
XC_2671,,30S ribosomal protein S6
XC_2672,,conserved hypothetical protein
XC_2673,,asparaginyl-tRNA synthetase
XC_2674,,conserved hypothetical protein
XC_2675,,conserved hypothetical protein
XC_2676,,conserved hypothetical protein
XC_2677,Pai2,transcriptional regulator protein Pai2
XC_2678,,carbonic anhydrase
XC_2679,,"3-hydroxyanthranilate 3,4-dioxygenase"
XC_2680,,conserved hypothetical protein
XC_2681,,kynureninase
XC_2682,,kynurenine 3-monooxygenase
XC_2683,,exodeoxyribonuclease I
XC_2684,,conserved hypothetical protein
XC_2685,,conserved hypothetical protein
XC_2686,,transferase
XC_2687,,5'-nucleotidase
XC_2688,,conserved hypothetical protein
XC_2689,,conserved hypothetical protein
XC_2690,,ABC transporter ATP-binding protein
XC_2691,,conserved hypothetical protein
XC_2692,,acetyltransferase
XC_2693,,conserved hypothetical protein
XC_2694,,conserved hypothetical protein
XC_2695,,conserved hypothetical protein
XC_2696,,conserved hypothetical protein
XC_2697,,thiosulfate sulfurtransferase
XC_2698,,MutT/nudix family protein
XC_2699,,peptidyl-prolyl cis-trans isomerase
XC_2700,,3-hydroxybutyryl-CoA dehydratase
XC_2701,,conserved hypothetical protein
XC_2702,,endonuclease III
XC_2703,,sulfate transporter
XC_2704,,carbonic anhydrase
XC_2705,,hypothetical protein
XC_2706,,polyphosphate-selective porin O
XC_2707,,phosphate binding protein
XC_2708,,ABC transporter phosphate binding protein
XC_2709,,ABC transporter phosphate permease
XC_2710,,ABC transporter phosphate permease
XC_2711,,phosphate ABC transporter ATP-binding protein
XC_2712,,phosphate transport system protein
XC_2713,,conserved hypothetical protein
XC_2714,,ribonuclease T
XC_2715,,conserved hypothetical protein
XC_2716,,tRNA/rRNA methyltransferase
XC_2717,,conserved hypothetical protein
XC_2718,,RNase R
XC_4361,,tRNA-Leu
XC_2719,,acetylhydrolase
XC_2720,,hypothetical protein
XC_2721,,conserved hypothetical protein
XC_2722,,acyl-CoA dehydrogenase
XC_2723,,transcriptional regulator
XC_2724,,5-methyltetrahydrofolate-homocysteine methyl transferase
XC_2725,,5-methyltetrahydrofolate-homocysteine methyltransferase
XC_2726,,conserved hypothetical protein
XC_2727,,fructokinase
XC_2728,,glucose/galactose transporter
XC_2729,,transcriptional regulator
XC_2730,,conserved hypothetical protein
XC_2731,,conserved hypothetical protein
XC_2732,,conserved hypothetical protein
XC_2733,,UDP-glucose dehydrogenase
XC_2734,,FKBP-type peptidyl-prolyl cis-trans isomerase
XC_2735,,ABC transporter vitamin B12 uptake permease
XC_2736,,transcriptional regulator gntR family
XC_2737,,ABC transporter ATP-binding protein
XC_2738,,conserved hypothetical protein
XC_2739,,conserved hypothetical protein
XC_2740,,conserved hypothetical protein
XC_2741,,conserved hypothetical protein
XC_2742,,fumarate hydratase
XC_2743,,conserved hypothetical protein
XC_2744,,adenylosuccinate lyase
XC_2745,,conserved hypothetical protein
XC_2746,,conserved hypothetical protein
XC_2747,,conserved hypothetical protein
XC_2748,,conserved hypothetical protein
XC_2749,,oxoglutarate dehydrogenase
XC_2750,,dihydrolipoamide S-succinyltransferase
XC_2751,,dihydrolipoamide dehydrogenase
XC_2752,,conserved hypothetical protein
XC_2753,,conserved hypothetical protein
XC_2754,,ABC transporter ATP-binding protein
XC_2755,,hydrogen peroxide-inducible genes activator protein
XC_2756,,toxin secretion ABC transporter ATP-binding protein
XC_2757,,RND efflux membrane fusion protein
XC_2758,,outer membrane component of multidrug efflux pump
XC_2759,,hypothetical protein
XC_2760,,chorismate mutase/prephenate dehydrogenase
XC_2761,,pyridoxine kinase
XC_2762,DnaJ,DnaJ protein
XC_2763,DnaK,DnaK protein
XC_2764,GrpE,GrpE protein
XC_2765,,heat-inducible transcriptional repressor
XC_2766,,recombination protein N
XC_2767,,ferric uptake regulator Fur
XC_2768,,outer membrane protein
XC_2769,,conserved hypothetical protein
XC_2770,,conserved hypothetical protein
XC_2771,,small protein B
XC_2772,,serine peptidase
XC_4362,,NULL
XC_2773,,conserved hypothetical protein
XC_2774,,conserved hypothetical protein
XC_2775,,conserved hypothetical protein
XC_2776,,conserved hypothetical protein
XC_2777,,phage-related protein
XC_2778,,phage-related integrase
XC_2779,IS1478,IS1478 transposase
XC_2780,,phage-related integrase
XC_2781,,conserved hypothetical protein
XC_2782,,conserved hypothetical protein
XC_2783,IS1477,IS1477 transposase
XC_2784,IS1478,IS1478 transposase
XC_2785,,helicase
XC_2786,,conserved hypothetical protein
XC_2787,,conserved hypothetical protein
XC_2788,,conserved hypothetical protein
XC_2789,,conserved hypothetical protein
XC_2790,IS1481,IS1481 transposase
XC_2791,,conserved hypothetical protein
XC_2792,,conserved hypothetical protein
XC_2793,,sensor histidine kinase
XC_2794,,conserved hypothetical protein
XC_2795,,conserved hypothetical protein
XC_2796,,outer membrane protein
XC_2797,,short chain dehydrogenase
XC_2798,,RND multidrug efflux transporter MexF
XC_2799,,RND multidrug efflux membrane fusion protein
XC_2800,,aklaviketone reductase
XC_2801,,transcriptional regulator
XC_2802,,outer membrane protein
XC_2803,,photolyase-like protein
XC_2804,,replicative DNA helicase
XC_2805,,conserved hypothetical protein
XC_2806,,asparagine synthase
XC_2807,,glutathione S-transferase
XC_2808,,conserved hypothetical protein
XC_2809,,glutaryl-CoA dehydrogenase
XC_2810,,conserved hypothetical protein
XC_2811,,conserved hypothetical protein
XC_2812,,conserved hypothetical protein
XC_2813,,molybdopterin biosynthesis protein
XC_2814,,conserved hypothetical protein
XC_2815,,peptidoglycan-associated outer membrane lipoprotein
XC_2816,,major cold shock protein
XC_2817,,conserved hypothetical protein
XC_2818,,phospholipase
XC_2819,,carbonic anhydrase
XC_2820,,glutathione S-transferase
XC_2821,,conserved hypothetical protein
XC_2822,,fumarate hydratase
XC_2823,,ABC transporter ATP-binding protein
XC_2824,,ferredoxin-NADP reductase
XC_2825,,glutathione peroxidase-like protein
XC_2826,,peptidyl-dipeptidase
XC_2827,,transcriptional regulator marR family
XC_2828,,conserved hypothetical protein
XC_2829,,conserved hypothetical protein
XC_2830,,conserved hypothetical protein
XC_2831,,conserved hypothetical protein
XC_2832,,oligopeptide transporter
XC_2833,,conserved hypothetical protein
XC_2834,,beta-glucosidase
XC_4363,,tRNA-Leu
XC_2835,,conserved hypothetical protein
XC_2836,,conserved hypothetical protein
XC_2837,,multidrug resistance membrane translocase
XC_2838,,multidrug resistance efflux pump
XC_2839,,outer membrane efflux protein
XC_2840,,transcriptional regulator marR family
XC_2841,,transcriptional regulator
XC_2842,,topoisomerase IV subunit A
XC_2843,,thiopurine methyltransferase
XC_2844,,bacterioferritin
XC_2845,,penicillin acylase II
XC_2846,,iron receptor
XC_2847,,conserved hypothetical protein
XC_2848,,asparagine synthase B
XC_2850,,conserved hypothetical protein
XC_2851,,succinyl-diaminopimelate desuccinylase
XC_2852,,conserved hypothetical protein
XC_2853,,conserved hypothetical protein
XC_2854,,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succin"
XC_2855,,protein-PII uridylyltransferase
XC_2856,,methionine aminopeptidase
XC_2857,,protein U
XC_2858,,pili assembly chaperone
XC_2859,FasD,outer membrane usher protein FasD
XC_2860,,conserved hypothetical protein
XC_2861,,conserved hypothetical protein
XC_2862,,pili assembly chaperone
XC_2863,,30S ribosomal protein S2
XC_2864,,elongation factor Ts
XC_2865,,conserved hypothetical protein
XC_2866,,conserved hypothetical protein
XC_2867,,uridylate kinase
XC_2868,,ribosome recycling factor
XC_2869,,undecaprenyl pyrophosphate synthetase
XC_2870,,phosphatidate cytidylyltransferase
XC_2871,,1-deoxy-D-xylulose 5-phosphate reductoisomerase
XC_2872,,conserved hypothetical protein
XC_2873,,outer membrane antigen
XC_2874,,conserved hypothetical protein
XC_2875,,UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase
XC_2876,,(3r)-hydroxymyristoyl ACP dehydrase
XC_2877,,UDP-N-acetylglucosamine acyltransferase
XC_2878,,lipid A disaccharide synthase
XC_2879,,ribonuclease HII
XC_2880,,DNA polymerase III alpha chain
XC_2881,,acetyl-coenzyme A carboxylase carboxyl transferase
XC_2882,,conserved hypothetical protein
XC_2883,,conserved hypothetical protein
XC_2884,,conserved hypothetical protein
XC_2885,,PHB depolymerase
XC_2886,sensor,sensor protein
XC_2887,,conserved hypothetical protein
XC_2888,,conserved hypothetical protein
XC_2889,,conserved hypothetical protein
XC_2890,,conserved hypothetical protein
XC_2891,,conserved hypothetical protein
XC_2892,,conserved hypothetical protein
XC_2893,,conserved hypothetical protein
XC_2894,,homocysteine S-methyltransferase
XC_2895,,S-methylmethionine permease
XC_2896,,hypothetical protein
XC_2897,,glyoxylase I family protein
XC_2898,,conserved hypothetical protein
XC_2899,,TonB-dependent receptor
XC_2900,,methionyl-tRNA synthetase
XC_2901,,phosphotransferase
XC_2902,,ferredoxin II
XC_2903,,conserved hypothetical protein
XC_2904,,conserved hypothetical protein
XC_2905,,RNA polymerase sigma factor
XC_2906,,conserved hypothetical protein
XC_2907,,delta 9 acyl-lipid fatty acid desaturase
XC_2908,,dehydrogenase
XC_2909,,conserved hypothetical protein
XC_2910,,cyclopropane-fatty-acyl-phospholipid synthase
XC_2911,,conserved hypothetical protein
XC_2912,,conserved hypothetical protein
XC_2913,,conserved hypothetical protein
XC_2914,,conserved hypothetical protein
XC_2915,,conserved hypothetical protein
XC_2916,,conserved hypothetical protein
XC_2917,,virulence protein
XC_2918,,conserved hypothetical protein
XC_2919,,conserved hypothetical protein
XC_2920,,conserved hypothetical protein
XC_2921,,conserved hypothetical protein
XC_2922,,conserved hypothetical protein
XC_2923,,MFS transporter
XC_2924,,GTN reductase
XC_2925,,conserved hypothetical protein
XC_2926,,conserved hypothetical protein
XC_2927,,conserved hypothetical protein
XC_2928,,cation transport protein
XC_2929,,peptidyl-prolyl cis-trans isomerase
XC_2930,,heat shock protein
XC_2931,,hypothetical protein
XC_2932,,conserved hypothetical protein
XC_2933,,conserved hypothetical protein
XC_2934,,RNA polymerase sigma factor
XC_2935,,conserved hypothetical protein
XC_2936,,conserved hypothetical protein
XC_2937,,conserved hypothetical protein
XC_2938,,conserved hypothetical protein
XC_2939,,conserved hypothetical protein
XC_2940,,conserved hypothetical protein
XC_2941,,leucine dehydrogenase
XC_2942,,serine protease
XC_2943,,acetoacetyl-CoA thiolase
XC_2944,,outer membrane protein
XC_2945,,conserved hypothetical protein
XC_2946,,sensor histidine kinase
XC_2947,,conserved hypothetical protein
XC_2948,,conserved hypothetical protein
XC_2949,,putative mRNA 3'-end processing factor
XC_2950,,hypothetical protein
XC_2951,,DNA ligase
XC_2952,,helicase-related protein
XC_2953,,conserved hypothetical protein
XC_2954,,oxidoreductase
XC_2955,,cold shock protein
XC_2956,,purine nucleoside phosphorylase
XC_2957,,hypoxanthine-guanine phosphoribosyltransferase
XC_2958,,N-acetyl-beta-glucosaminidase
XC_2959,,conserved hypothetical protein
XC_2960,,conserved hypothetical protein
XC_2961,,polyketide synthase
XC_2962,,conserved hypothetical protein
XC_2963,,conserved hypothetical protein
XC_2964,,RNA methyltransferase
XC_2965,,conserved hypothetical protein
XC_2966,,DNA repair protein
XC_2967,,GTP binding protein
XC_2968,,ribonuclease III
XC_2969,,conserved hypothetical protein
XC_2970,,signal peptidase I
XC_2971,,GTP binding protein
XC_2972,,periplasmic protease
XC_2973,,regulatory protein
